"","image","specie","group","id","tree_size","tree_magnitude","tree_altitude","tree_index"
"3034","dicot-sim-372-3-20.rsml","dicot","372","3",511,256,256,1
"3035","dicot-sim-372-4-20.rsml","dicot","372","4",489,245,245,1
"3036","dicot-sim-372-5-20.rsml","dicot","372","5",491,246,246,1
"3037","dicot-sim-372-6-20.rsml","dicot","372","6",509,255,255,1
"3038","dicot-sim-372-7-20.rsml","dicot","372","7",509,255,255,1
"3039","dicot-sim-372-8-20.rsml","dicot","372","8",489,245,245,1
"3040","dicot-sim-372-9-20.rsml","dicot","372","9",489,245,245,1
"3041","dicot-sim-373-1-20.rsml","dicot","373","1",139,70,70,1
"3042","dicot-sim-373-10-20.rsml","dicot","373","10",115,58,58,1
"3043","dicot-sim-373-2-20.rsml","dicot","373","2",129,65,65,1
"3044","dicot-sim-373-3-20.rsml","dicot","373","3",135,68,68,1
"3045","dicot-sim-373-4-20.rsml","dicot","373","4",137,69,69,1
"3046","dicot-sim-373-5-20.rsml","dicot","373","5",131,66,66,1
"3047","dicot-sim-373-6-20.rsml","dicot","373","6",129,65,65,1
"3048","dicot-sim-373-7-20.rsml","dicot","373","7",121,61,61,1
"3049","dicot-sim-373-8-20.rsml","dicot","373","8",121,61,61,1
"3050","dicot-sim-373-9-20.rsml","dicot","373","9",125,63,63,1
"3051","dicot-sim-374-1-20.rsml","dicot","374","1",59,30,30,1
"3052","dicot-sim-374-10-20.rsml","dicot","374","10",49,25,25,1
"3053","dicot-sim-374-2-20.rsml","dicot","374","2",53,27,27,1
"3054","dicot-sim-374-3-20.rsml","dicot","374","3",41,21,21,1
"3055","dicot-sim-374-4-20.rsml","dicot","374","4",67,34,34,1
"3056","dicot-sim-374-5-20.rsml","dicot","374","5",53,27,27,1
"3057","dicot-sim-374-6-20.rsml","dicot","374","6",61,31,31,1
"3058","dicot-sim-374-7-20.rsml","dicot","374","7",51,26,26,1
"3059","dicot-sim-374-8-20.rsml","dicot","374","8",57,29,29,1
"3060","dicot-sim-374-9-20.rsml","dicot","374","9",53,27,27,1
"3061","dicot-sim-375-1-20.rsml","dicot","375","1",51,26,26,1
"3062","dicot-sim-375-10-20.rsml","dicot","375","10",57,29,29,1
"3063","dicot-sim-375-2-20.rsml","dicot","375","2",57,29,29,1
"3064","dicot-sim-375-3-20.rsml","dicot","375","3",63,32,32,1
"3065","dicot-sim-375-4-20.rsml","dicot","375","4",51,26,26,1
"3066","dicot-sim-375-5-20.rsml","dicot","375","5",57,29,29,1
"3067","dicot-sim-375-6-20.rsml","dicot","375","6",55,28,28,1
"3068","dicot-sim-375-7-20.rsml","dicot","375","7",53,27,27,1
"3069","dicot-sim-375-8-20.rsml","dicot","375","8",59,30,30,1
"3070","dicot-sim-375-9-20.rsml","dicot","375","9",55,28,28,1
"3071","dicot-sim-376-1-20.rsml","dicot","376","1",29,15,15,1
"3072","dicot-sim-376-10-20.rsml","dicot","376","10",25,13,13,1
"3073","dicot-sim-376-2-20.rsml","dicot","376","2",35,18,18,1
"3074","dicot-sim-376-3-20.rsml","dicot","376","3",33,17,17,1
"3075","dicot-sim-376-4-20.rsml","dicot","376","4",29,15,15,1
"3076","dicot-sim-376-5-20.rsml","dicot","376","5",39,20,20,1
"3077","dicot-sim-376-6-20.rsml","dicot","376","6",41,21,21,1
"3078","dicot-sim-376-7-20.rsml","dicot","376","7",39,20,20,1
"3079","dicot-sim-376-8-20.rsml","dicot","376","8",29,15,15,1
"3080","dicot-sim-376-9-20.rsml","dicot","376","9",31,16,16,1
"3081","dicot-sim-377-1-20.rsml","dicot","377","1",49,25,25,1
"3082","dicot-sim-377-10-20.rsml","dicot","377","10",37,19,19,1
"3083","dicot-sim-377-2-20.rsml","dicot","377","2",41,21,21,1
"3084","dicot-sim-377-3-20.rsml","dicot","377","3",43,22,22,1
"3085","dicot-sim-377-4-20.rsml","dicot","377","4",47,24,24,1
"3086","dicot-sim-377-5-20.rsml","dicot","377","5",45,23,23,1
"3087","dicot-sim-377-6-20.rsml","dicot","377","6",45,23,23,1
"3088","dicot-sim-377-7-20.rsml","dicot","377","7",41,21,21,1
"3089","dicot-sim-377-8-20.rsml","dicot","377","8",53,27,27,1
"3090","dicot-sim-377-9-20.rsml","dicot","377","9",43,22,22,1
"3091","dicot-sim-378-1-20.rsml","dicot","378","1",103,52,52,1
"3092","dicot-sim-378-10-20.rsml","dicot","378","10",99,50,50,1
"3093","dicot-sim-378-2-20.rsml","dicot","378","2",105,53,53,1
"3094","dicot-sim-378-3-20.rsml","dicot","378","3",87,44,44,1
"3095","dicot-sim-378-4-20.rsml","dicot","378","4",101,51,51,1
"3096","dicot-sim-378-5-20.rsml","dicot","378","5",93,47,47,1
"3097","dicot-sim-378-6-20.rsml","dicot","378","6",111,56,56,1
"3098","dicot-sim-378-7-20.rsml","dicot","378","7",99,50,50,1
"3099","dicot-sim-378-8-20.rsml","dicot","378","8",101,51,51,1
"3100","dicot-sim-378-9-20.rsml","dicot","378","9",103,52,52,1
"3101","dicot-sim-379-1-15.rsml","dicot","379","1",249,125,125,1
"3102","dicot-sim-379-10-15.rsml","dicot","379","10",235,118,118,1
"3103","dicot-sim-379-2-15.rsml","dicot","379","2",233,117,117,1
"3104","dicot-sim-379-3-15.rsml","dicot","379","3",253,127,127,1
"3105","dicot-sim-379-4-15.rsml","dicot","379","4",249,125,125,1
"3106","dicot-sim-379-5-15.rsml","dicot","379","5",251,126,126,1
"3107","dicot-sim-379-6-15.rsml","dicot","379","6",241,121,121,1
"3108","dicot-sim-379-7-15.rsml","dicot","379","7",239,120,120,1
"3109","dicot-sim-379-8-15.rsml","dicot","379","8",237,119,119,1
"3110","dicot-sim-379-9-15.rsml","dicot","379","9",241,121,121,1
"3111","dicot-sim-38-1-20.rsml","dicot","38","1",15,8,8,1
"3112","dicot-sim-38-10-20.rsml","dicot","38","10",15,8,8,1
"3113","dicot-sim-38-2-20.rsml","dicot","38","2",13,7,7,1
"3114","dicot-sim-38-3-20.rsml","dicot","38","3",17,9,9,1
"3115","dicot-sim-38-4-20.rsml","dicot","38","4",13,7,7,1
"3116","dicot-sim-38-5-20.rsml","dicot","38","5",21,11,11,1
"3117","dicot-sim-38-6-20.rsml","dicot","38","6",25,13,13,1
"3118","dicot-sim-38-7-20.rsml","dicot","38","7",21,11,11,1
"3119","dicot-sim-38-8-20.rsml","dicot","38","8",21,11,11,1
"3120","dicot-sim-38-9-20.rsml","dicot","38","9",15,8,8,1
"3121","dicot-sim-380-1-20.rsml","dicot","380","1",111,56,56,1
"3122","dicot-sim-380-10-20.rsml","dicot","380","10",103,52,52,1
"3123","dicot-sim-380-2-20.rsml","dicot","380","2",91,46,46,1
"3124","dicot-sim-380-3-20.rsml","dicot","380","3",111,56,56,1
"3125","dicot-sim-380-4-20.rsml","dicot","380","4",113,57,57,1
"3126","dicot-sim-380-5-20.rsml","dicot","380","5",111,56,56,1
"3127","dicot-sim-380-6-20.rsml","dicot","380","6",119,60,60,1
"3128","dicot-sim-380-7-20.rsml","dicot","380","7",115,58,58,1
"3129","dicot-sim-380-8-20.rsml","dicot","380","8",107,54,54,1
"3130","dicot-sim-380-9-20.rsml","dicot","380","9",109,55,55,1
"3131","dicot-sim-381-1-20.rsml","dicot","381","1",95,48,48,1
"3132","dicot-sim-381-10-20.rsml","dicot","381","10",99,50,50,1
"3133","dicot-sim-381-2-20.rsml","dicot","381","2",99,50,50,1
"3134","dicot-sim-381-3-20.rsml","dicot","381","3",81,41,41,1
"3135","dicot-sim-381-4-20.rsml","dicot","381","4",99,50,50,1
"3136","dicot-sim-381-5-20.rsml","dicot","381","5",103,52,52,1
"3137","dicot-sim-381-6-20.rsml","dicot","381","6",87,44,44,1
"3138","dicot-sim-381-7-20.rsml","dicot","381","7",93,47,47,1
"3139","dicot-sim-381-8-20.rsml","dicot","381","8",91,46,46,1
"3140","dicot-sim-381-9-20.rsml","dicot","381","9",95,48,48,1
"3141","dicot-sim-382-1-20.rsml","dicot","382","1",159,80,80,1
"3142","dicot-sim-382-10-20.rsml","dicot","382","10",171,86,86,1
"3143","dicot-sim-382-2-20.rsml","dicot","382","2",167,84,84,1
"3144","dicot-sim-382-3-20.rsml","dicot","382","3",165,83,83,1
"3145","dicot-sim-382-4-20.rsml","dicot","382","4",163,82,82,1
"3146","dicot-sim-382-5-20.rsml","dicot","382","5",171,86,86,1
"3147","dicot-sim-382-6-20.rsml","dicot","382","6",161,81,81,1
"3148","dicot-sim-382-7-20.rsml","dicot","382","7",167,84,84,1
"3149","dicot-sim-382-8-20.rsml","dicot","382","8",173,87,87,1
"3150","dicot-sim-382-9-20.rsml","dicot","382","9",159,80,80,1
"3151","dicot-sim-383-1-20.rsml","dicot","383","1",107,54,54,1
"3152","dicot-sim-383-10-20.rsml","dicot","383","10",119,60,60,1
"3153","dicot-sim-383-2-20.rsml","dicot","383","2",109,55,55,1
"3154","dicot-sim-383-3-20.rsml","dicot","383","3",103,52,52,1
"3155","dicot-sim-383-4-20.rsml","dicot","383","4",101,51,51,1
"3156","dicot-sim-383-5-20.rsml","dicot","383","5",117,59,59,1
"3157","dicot-sim-383-6-20.rsml","dicot","383","6",115,58,58,1
"3158","dicot-sim-383-7-20.rsml","dicot","383","7",105,53,53,1
"3159","dicot-sim-383-8-20.rsml","dicot","383","8",117,59,59,1
"3160","dicot-sim-383-9-20.rsml","dicot","383","9",123,62,62,1
"3161","dicot-sim-384-1-20.rsml","dicot","384","1",105,53,53,1
"3162","dicot-sim-384-10-20.rsml","dicot","384","10",119,60,60,1
"3163","dicot-sim-384-2-20.rsml","dicot","384","2",117,59,59,1
"3164","dicot-sim-384-3-20.rsml","dicot","384","3",111,56,56,1
"3165","dicot-sim-384-4-20.rsml","dicot","384","4",123,62,62,1
"3166","dicot-sim-384-5-20.rsml","dicot","384","5",117,59,59,1
"3167","dicot-sim-384-6-20.rsml","dicot","384","6",107,54,54,1
"3168","dicot-sim-384-7-20.rsml","dicot","384","7",125,63,63,1
"3169","dicot-sim-384-8-20.rsml","dicot","384","8",111,56,56,1
"3170","dicot-sim-384-9-20.rsml","dicot","384","9",121,61,61,1
"3171","dicot-sim-385-1-20.rsml","dicot","385","1",49,25,25,1
"3172","dicot-sim-385-10-20.rsml","dicot","385","10",37,19,19,1
"3173","dicot-sim-385-2-20.rsml","dicot","385","2",47,24,24,1
"3174","dicot-sim-385-3-20.rsml","dicot","385","3",43,22,22,1
"3175","dicot-sim-385-4-20.rsml","dicot","385","4",33,17,17,1
"3176","dicot-sim-385-5-20.rsml","dicot","385","5",33,17,17,1
"3177","dicot-sim-385-6-20.rsml","dicot","385","6",35,18,18,1
"3178","dicot-sim-385-7-20.rsml","dicot","385","7",41,21,21,1
"3179","dicot-sim-385-8-20.rsml","dicot","385","8",47,24,24,1
"3180","dicot-sim-385-9-20.rsml","dicot","385","9",45,23,23,1
"3181","dicot-sim-386-1-20.rsml","dicot","386","1",159,80,80,1
"3182","dicot-sim-386-10-20.rsml","dicot","386","10",165,83,83,1
"3183","dicot-sim-386-2-20.rsml","dicot","386","2",167,84,84,1
"3184","dicot-sim-386-3-20.rsml","dicot","386","3",171,86,86,1
"3185","dicot-sim-386-4-20.rsml","dicot","386","4",161,81,81,1
"3186","dicot-sim-386-5-20.rsml","dicot","386","5",163,82,82,1
"3187","dicot-sim-386-6-20.rsml","dicot","386","6",171,86,86,1
"3188","dicot-sim-386-7-20.rsml","dicot","386","7",159,80,80,1
"3189","dicot-sim-386-8-20.rsml","dicot","386","8",167,84,84,1
"3190","dicot-sim-386-9-20.rsml","dicot","386","9",147,74,74,1
"3191","dicot-sim-387-1-20.rsml","dicot","387","1",11,6,6,1
"3192","dicot-sim-387-10-20.rsml","dicot","387","10",9,5,5,1
"3193","dicot-sim-387-2-20.rsml","dicot","387","2",13,7,7,1
"3194","dicot-sim-387-3-20.rsml","dicot","387","3",9,5,5,1
"3195","dicot-sim-387-4-20.rsml","dicot","387","4",11,6,6,1
"3196","dicot-sim-387-5-20.rsml","dicot","387","5",1,1,1,1
"3197","dicot-sim-387-6-20.rsml","dicot","387","6",11,6,6,1
"3198","dicot-sim-387-7-20.rsml","dicot","387","7",7,4,4,1
"3199","dicot-sim-387-8-20.rsml","dicot","387","8",9,5,5,1
"3200","dicot-sim-387-9-20.rsml","dicot","387","9",11,6,6,1
"3201","dicot-sim-388-1-20.rsml","dicot","388","1",27,14,14,1
"3202","dicot-sim-388-10-20.rsml","dicot","388","10",19,10,10,1
"3203","dicot-sim-388-2-20.rsml","dicot","388","2",35,18,18,1
"3204","dicot-sim-388-3-20.rsml","dicot","388","3",27,14,14,1
"3205","dicot-sim-388-4-20.rsml","dicot","388","4",27,14,14,1
"3206","dicot-sim-388-5-20.rsml","dicot","388","5",27,14,14,1
"3207","dicot-sim-388-6-20.rsml","dicot","388","6",19,10,10,1
"3208","dicot-sim-388-7-20.rsml","dicot","388","7",21,11,11,1
"3209","dicot-sim-388-8-20.rsml","dicot","388","8",23,12,12,1
"3210","dicot-sim-388-9-20.rsml","dicot","388","9",15,8,8,1
"3211","dicot-sim-389-1-20.rsml","dicot","389","1",303,152,152,1
"3212","dicot-sim-389-10-20.rsml","dicot","389","10",317,159,159,1
"3213","dicot-sim-389-2-20.rsml","dicot","389","2",315,158,158,1
"3214","dicot-sim-389-3-20.rsml","dicot","389","3",315,158,158,1
"3215","dicot-sim-389-4-20.rsml","dicot","389","4",323,162,162,1
"3216","dicot-sim-389-5-20.rsml","dicot","389","5",303,152,152,1
"3217","dicot-sim-389-6-20.rsml","dicot","389","6",313,157,157,1
"3218","dicot-sim-389-7-20.rsml","dicot","389","7",319,160,160,1
"3219","dicot-sim-389-8-20.rsml","dicot","389","8",305,153,153,1
"3220","dicot-sim-389-9-20.rsml","dicot","389","9",317,159,159,1
"3221","dicot-sim-39-1-20.rsml","dicot","39","1",23,12,12,1
"3222","dicot-sim-39-10-20.rsml","dicot","39","10",19,10,10,1
"3223","dicot-sim-39-2-20.rsml","dicot","39","2",35,18,18,1
"3224","dicot-sim-39-3-20.rsml","dicot","39","3",23,12,12,1
"3225","dicot-sim-39-4-20.rsml","dicot","39","4",33,17,17,1
"3226","dicot-sim-39-5-20.rsml","dicot","39","5",23,12,12,1
"3227","dicot-sim-39-6-20.rsml","dicot","39","6",29,15,15,1
"3228","dicot-sim-39-7-20.rsml","dicot","39","7",17,9,9,1
"3229","dicot-sim-39-8-20.rsml","dicot","39","8",33,17,17,1
"3230","dicot-sim-39-9-20.rsml","dicot","39","9",17,9,9,1
"3231","dicot-sim-390-1-20.rsml","dicot","390","1",15,8,8,1
"3232","dicot-sim-390-10-20.rsml","dicot","390","10",23,12,12,1
"3233","dicot-sim-390-2-20.rsml","dicot","390","2",17,9,9,1
"3234","dicot-sim-390-3-20.rsml","dicot","390","3",13,7,7,1
"3235","dicot-sim-390-4-20.rsml","dicot","390","4",23,12,12,1
"3236","dicot-sim-390-5-20.rsml","dicot","390","5",25,13,13,1
"3237","dicot-sim-390-6-20.rsml","dicot","390","6",13,7,7,1
"3238","dicot-sim-390-7-20.rsml","dicot","390","7",11,6,6,1
"3239","dicot-sim-390-8-20.rsml","dicot","390","8",17,9,9,1
"3240","dicot-sim-390-9-20.rsml","dicot","390","9",17,9,9,1
"3241","dicot-sim-391-1-20.rsml","dicot","391","1",147,74,74,1
"3242","dicot-sim-391-10-20.rsml","dicot","391","10",149,75,75,1
"3243","dicot-sim-391-2-20.rsml","dicot","391","2",149,75,75,1
"3244","dicot-sim-391-3-20.rsml","dicot","391","3",155,78,78,1
"3245","dicot-sim-391-4-20.rsml","dicot","391","4",147,74,74,1
"3246","dicot-sim-391-5-20.rsml","dicot","391","5",145,73,73,1
"3247","dicot-sim-391-6-20.rsml","dicot","391","6",149,75,75,1
"3248","dicot-sim-391-7-20.rsml","dicot","391","7",145,73,73,1
"3249","dicot-sim-391-8-20.rsml","dicot","391","8",151,76,76,1
"3250","dicot-sim-391-9-20.rsml","dicot","391","9",151,76,76,1
"3251","dicot-sim-392-1-20.rsml","dicot","392","1",29,15,15,1
"3252","dicot-sim-392-10-20.rsml","dicot","392","10",37,19,19,1
"3253","dicot-sim-392-2-20.rsml","dicot","392","2",29,15,15,1
"3254","dicot-sim-392-3-20.rsml","dicot","392","3",33,17,17,1
"3255","dicot-sim-392-4-20.rsml","dicot","392","4",35,18,18,1
"3256","dicot-sim-392-5-20.rsml","dicot","392","5",29,15,15,1
"3257","dicot-sim-392-6-20.rsml","dicot","392","6",37,19,19,1
"3258","dicot-sim-392-7-20.rsml","dicot","392","7",25,13,13,1
"3259","dicot-sim-392-8-20.rsml","dicot","392","8",27,14,14,1
"3260","dicot-sim-392-9-20.rsml","dicot","392","9",27,14,14,1
"3261","dicot-sim-393-1-20.rsml","dicot","393","1",17,9,9,1
"3262","dicot-sim-393-10-20.rsml","dicot","393","10",29,15,15,1
"3263","dicot-sim-393-2-20.rsml","dicot","393","2",35,18,18,1
"3264","dicot-sim-393-3-20.rsml","dicot","393","3",37,19,19,1
"3265","dicot-sim-393-4-20.rsml","dicot","393","4",25,13,13,1
"3266","dicot-sim-393-5-20.rsml","dicot","393","5",35,18,18,1
"3267","dicot-sim-393-6-20.rsml","dicot","393","6",23,12,12,1
"3268","dicot-sim-393-7-20.rsml","dicot","393","7",25,13,13,1
"3269","dicot-sim-393-8-20.rsml","dicot","393","8",33,17,17,1
"3270","dicot-sim-393-9-20.rsml","dicot","393","9",31,16,16,1
"3271","dicot-sim-394-1-20.rsml","dicot","394","1",53,27,27,1
"3272","dicot-sim-394-10-20.rsml","dicot","394","10",51,26,26,1
"3273","dicot-sim-394-2-20.rsml","dicot","394","2",57,29,29,1
"3274","dicot-sim-394-3-20.rsml","dicot","394","3",57,29,29,1
"3275","dicot-sim-394-4-20.rsml","dicot","394","4",69,35,35,1
"3276","dicot-sim-394-5-20.rsml","dicot","394","5",65,33,33,1
"3277","dicot-sim-394-6-20.rsml","dicot","394","6",73,37,37,1
"3278","dicot-sim-394-7-20.rsml","dicot","394","7",63,32,32,1
"3279","dicot-sim-394-8-20.rsml","dicot","394","8",73,37,37,1
"3280","dicot-sim-394-9-20.rsml","dicot","394","9",69,35,35,1
"3281","dicot-sim-395-1-20.rsml","dicot","395","1",37,19,19,1
"3282","dicot-sim-395-10-20.rsml","dicot","395","10",27,14,14,1
"3283","dicot-sim-395-2-20.rsml","dicot","395","2",27,14,14,1
"3284","dicot-sim-395-3-20.rsml","dicot","395","3",39,20,20,1
"3285","dicot-sim-395-4-20.rsml","dicot","395","4",39,20,20,1
"3286","dicot-sim-395-5-20.rsml","dicot","395","5",39,20,20,1
"3287","dicot-sim-395-6-20.rsml","dicot","395","6",39,20,20,1
"3288","dicot-sim-395-7-20.rsml","dicot","395","7",31,16,16,1
"3289","dicot-sim-395-8-20.rsml","dicot","395","8",37,19,19,1
"3290","dicot-sim-395-9-20.rsml","dicot","395","9",45,23,23,1
"3291","dicot-sim-396-1-20.rsml","dicot","396","1",133,67,67,1
"3292","dicot-sim-396-10-20.rsml","dicot","396","10",147,74,74,1
"3293","dicot-sim-396-2-20.rsml","dicot","396","2",125,63,63,1
"3294","dicot-sim-396-3-20.rsml","dicot","396","3",133,67,67,1
"3295","dicot-sim-396-4-20.rsml","dicot","396","4",123,62,62,1
"3296","dicot-sim-396-5-20.rsml","dicot","396","5",117,59,59,1
"3297","dicot-sim-396-6-20.rsml","dicot","396","6",139,70,70,1
"3298","dicot-sim-396-7-20.rsml","dicot","396","7",113,57,57,1
"3299","dicot-sim-396-8-20.rsml","dicot","396","8",139,70,70,1
"3300","dicot-sim-396-9-20.rsml","dicot","396","9",125,63,63,1
"3301","dicot-sim-397-1-15.rsml","dicot","397","1",155,78,78,1
"3302","dicot-sim-397-10-15.rsml","dicot","397","10",155,78,78,1
"3303","dicot-sim-397-2-16.rsml","dicot","397","2",175,88,88,1
"3304","dicot-sim-397-3-15.rsml","dicot","397","3",159,80,80,1
"3305","dicot-sim-397-4-16.rsml","dicot","397","4",167,84,84,1
"3306","dicot-sim-397-5-16.rsml","dicot","397","5",163,82,82,1
"3307","dicot-sim-397-6-15.rsml","dicot","397","6",153,77,77,1
"3308","dicot-sim-397-7-15.rsml","dicot","397","7",155,78,78,1
"3309","dicot-sim-397-8-16.rsml","dicot","397","8",179,90,90,1
"3310","dicot-sim-397-9-16.rsml","dicot","397","9",175,88,88,1
"3311","dicot-sim-398-1-20.rsml","dicot","398","1",51,26,26,1
"3312","dicot-sim-398-10-20.rsml","dicot","398","10",65,33,33,1
"3313","dicot-sim-398-2-20.rsml","dicot","398","2",51,26,26,1
"3314","dicot-sim-398-3-20.rsml","dicot","398","3",51,26,26,1
"3315","dicot-sim-398-4-20.rsml","dicot","398","4",51,26,26,1
"3316","dicot-sim-398-5-20.rsml","dicot","398","5",53,27,27,1
"3317","dicot-sim-398-6-20.rsml","dicot","398","6",59,30,30,1
"3318","dicot-sim-398-7-20.rsml","dicot","398","7",59,30,30,1
"3319","dicot-sim-398-8-20.rsml","dicot","398","8",53,27,27,1
"3320","dicot-sim-398-9-20.rsml","dicot","398","9",63,32,32,1
"3321","dicot-sim-399-1-20.rsml","dicot","399","1",99,50,50,1
"3322","dicot-sim-399-10-20.rsml","dicot","399","10",105,53,53,1
"3323","dicot-sim-399-2-20.rsml","dicot","399","2",105,53,53,1
"3324","dicot-sim-399-3-20.rsml","dicot","399","3",93,47,47,1
"3325","dicot-sim-399-4-20.rsml","dicot","399","4",103,52,52,1
"3326","dicot-sim-399-5-20.rsml","dicot","399","5",107,54,54,1
"3327","dicot-sim-399-6-20.rsml","dicot","399","6",101,51,51,1
"3328","dicot-sim-399-7-20.rsml","dicot","399","7",103,52,52,1
"3329","dicot-sim-399-8-20.rsml","dicot","399","8",101,51,51,1
"3330","dicot-sim-399-9-20.rsml","dicot","399","9",97,49,49,1
"3331","dicot-sim-4-1-20.rsml","dicot","4","1",131,66,66,1
"3332","dicot-sim-4-10-20.rsml","dicot","4","10",139,70,70,1
"3333","dicot-sim-4-2-20.rsml","dicot","4","2",129,65,65,1
"3334","dicot-sim-4-3-20.rsml","dicot","4","3",127,64,64,1
"3335","dicot-sim-4-4-20.rsml","dicot","4","4",135,68,68,1
"3336","dicot-sim-4-5-20.rsml","dicot","4","5",143,72,72,1
"3337","dicot-sim-4-6-20.rsml","dicot","4","6",137,69,69,1
"3338","dicot-sim-4-7-20.rsml","dicot","4","7",133,67,67,1
"3339","dicot-sim-4-8-20.rsml","dicot","4","8",151,76,76,1
"3340","dicot-sim-4-9-20.rsml","dicot","4","9",139,70,70,1
"3341","dicot-sim-40-1-20.rsml","dicot","40","1",77,39,39,1
"3342","dicot-sim-40-10-20.rsml","dicot","40","10",89,45,45,1
"3343","dicot-sim-40-2-20.rsml","dicot","40","2",93,47,47,1
"3344","dicot-sim-40-3-20.rsml","dicot","40","3",95,48,48,1
"3345","dicot-sim-40-4-20.rsml","dicot","40","4",87,44,44,1
"3346","dicot-sim-40-5-20.rsml","dicot","40","5",91,46,46,1
"3347","dicot-sim-40-6-20.rsml","dicot","40","6",75,38,38,1
"3348","dicot-sim-40-7-20.rsml","dicot","40","7",81,41,41,1
"3349","dicot-sim-40-8-20.rsml","dicot","40","8",99,50,50,1
"3350","dicot-sim-40-9-20.rsml","dicot","40","9",83,42,42,1
"3351","dicot-sim-400-1-20.rsml","dicot","400","1",17,9,9,1
"3352","dicot-sim-400-10-20.rsml","dicot","400","10",13,7,7,1
"3353","dicot-sim-400-2-20.rsml","dicot","400","2",9,5,5,1
"3354","dicot-sim-400-3-20.rsml","dicot","400","3",17,9,9,1
"3355","dicot-sim-400-4-20.rsml","dicot","400","4",17,9,9,1
"3356","dicot-sim-400-5-20.rsml","dicot","400","5",19,10,10,1
"3357","dicot-sim-400-6-20.rsml","dicot","400","6",21,11,11,1
"3358","dicot-sim-400-7-20.rsml","dicot","400","7",15,8,8,1
"3359","dicot-sim-400-8-20.rsml","dicot","400","8",21,11,11,1
"3360","dicot-sim-400-9-20.rsml","dicot","400","9",17,9,9,1
"3361","dicot-sim-401-1-18.rsml","dicot","401","1",165,83,83,1
"3362","dicot-sim-401-10-18.rsml","dicot","401","10",171,86,86,1
"3363","dicot-sim-401-2-18.rsml","dicot","401","2",161,81,81,1
"3364","dicot-sim-401-3-18.rsml","dicot","401","3",167,84,84,1
"3365","dicot-sim-401-4-18.rsml","dicot","401","4",175,88,88,1
"3366","dicot-sim-401-5-18.rsml","dicot","401","5",163,82,82,1
"3367","dicot-sim-401-6-18.rsml","dicot","401","6",175,88,88,1
"3368","dicot-sim-401-7-18.rsml","dicot","401","7",161,81,81,1
"3369","dicot-sim-401-8-19.rsml","dicot","401","8",171,86,86,1
"3370","dicot-sim-401-9-19.rsml","dicot","401","9",173,87,87,1
"3371","dicot-sim-402-1-18.rsml","dicot","402","1",235,118,118,1
"3372","dicot-sim-402-10-18.rsml","dicot","402","10",249,125,125,1
"3373","dicot-sim-402-2-18.rsml","dicot","402","2",243,122,122,1
"3374","dicot-sim-402-3-18.rsml","dicot","402","3",247,124,124,1
"3375","dicot-sim-402-4-18.rsml","dicot","402","4",247,124,124,1
"3376","dicot-sim-402-5-19.rsml","dicot","402","5",285,143,143,1
"3377","dicot-sim-402-6-19.rsml","dicot","402","6",265,133,133,1
"3378","dicot-sim-402-7-18.rsml","dicot","402","7",243,122,122,1
"3379","dicot-sim-402-8-19.rsml","dicot","402","8",259,130,130,1
"3380","dicot-sim-402-9-19.rsml","dicot","402","9",263,132,132,1
"3381","dicot-sim-403-1-20.rsml","dicot","403","1",77,39,39,1
"3382","dicot-sim-403-10-20.rsml","dicot","403","10",69,35,35,1
"3383","dicot-sim-403-2-20.rsml","dicot","403","2",63,32,32,1
"3384","dicot-sim-403-3-20.rsml","dicot","403","3",69,35,35,1
"3385","dicot-sim-403-4-20.rsml","dicot","403","4",87,44,44,1
"3386","dicot-sim-403-5-20.rsml","dicot","403","5",71,36,36,1
"3387","dicot-sim-403-6-20.rsml","dicot","403","6",67,34,34,1
"3388","dicot-sim-403-7-20.rsml","dicot","403","7",85,43,43,1
"3389","dicot-sim-403-8-20.rsml","dicot","403","8",61,31,31,1
"3390","dicot-sim-403-9-20.rsml","dicot","403","9",63,32,32,1
"3391","dicot-sim-404-1-20.rsml","dicot","404","1",15,8,8,1
"3392","dicot-sim-404-10-20.rsml","dicot","404","10",11,6,6,1
"3393","dicot-sim-404-2-20.rsml","dicot","404","2",17,9,9,1
"3394","dicot-sim-404-3-20.rsml","dicot","404","3",15,8,8,1
"3395","dicot-sim-404-4-20.rsml","dicot","404","4",17,9,9,1
"3396","dicot-sim-404-5-20.rsml","dicot","404","5",15,8,8,1
"3397","dicot-sim-404-6-20.rsml","dicot","404","6",19,10,10,1
"3398","dicot-sim-404-7-20.rsml","dicot","404","7",15,8,8,1
"3399","dicot-sim-404-8-20.rsml","dicot","404","8",17,9,9,1
"3400","dicot-sim-404-9-20.rsml","dicot","404","9",23,12,12,1
"3401","dicot-sim-405-1-20.rsml","dicot","405","1",33,17,17,1
"3402","dicot-sim-405-10-20.rsml","dicot","405","10",31,16,16,1
"3403","dicot-sim-405-2-20.rsml","dicot","405","2",29,15,15,1
"3404","dicot-sim-405-3-20.rsml","dicot","405","3",29,15,15,1
"3405","dicot-sim-405-4-20.rsml","dicot","405","4",47,24,24,1
"3406","dicot-sim-405-5-20.rsml","dicot","405","5",31,16,16,1
"3407","dicot-sim-405-6-20.rsml","dicot","405","6",45,23,23,1
"3408","dicot-sim-405-7-20.rsml","dicot","405","7",41,21,21,1
"3409","dicot-sim-405-8-20.rsml","dicot","405","8",23,12,12,1
"3410","dicot-sim-405-9-20.rsml","dicot","405","9",33,17,17,1
