"","image","specie","group","id","tree_size","tree_magnitude","tree_altitude","tree_index"
"9363","monocot-sim-492-2-10.rsml","monocot","492","2",969,492,74,0.15040651
"9364","monocot-sim-492-3-10.rsml","monocot","492","3",955,485,69,0.14226805
"9365","monocot-sim-492-4-10.rsml","monocot","492","4",969,492,67,0.13617887
"9366","monocot-sim-492-5-10.rsml","monocot","492","5",951,483,71,0.14699793
"9367","monocot-sim-492-6-10.rsml","monocot","492","6",973,494,68,0.13765182
"9368","monocot-sim-492-7-10.rsml","monocot","492","7",957,486,78,0.16049382
"9369","monocot-sim-492-8-10.rsml","monocot","492","8",965,490,68,0.13877551
"9370","monocot-sim-492-9-10.rsml","monocot","492","9",973,494,71,0.1437247
"9371","monocot-sim-493-1-20.rsml","monocot","493","1",502,253,77,0.3043478
"9372","monocot-sim-493-10-20.rsml","monocot","493","10",528,266,78,0.2932331
"9373","monocot-sim-493-2-20.rsml","monocot","493","2",486,245,76,0.3102041
"9374","monocot-sim-493-3-20.rsml","monocot","493","3",474,239,68,0.28451884
"9375","monocot-sim-493-4-20.rsml","monocot","493","4",498,251,71,0.28286853
"9376","monocot-sim-493-5-20.rsml","monocot","493","5",502,253,71,0.2806324
"9377","monocot-sim-493-6-20.rsml","monocot","493","6",518,261,72,0.27586207
"9378","monocot-sim-493-7-20.rsml","monocot","493","7",496,250,69,0.276
"9379","monocot-sim-493-8-20.rsml","monocot","493","8",504,254,78,0.30708662
"9380","monocot-sim-493-9-20.rsml","monocot","493","9",528,266,75,0.28195488
"9381","monocot-sim-494-1-20.rsml","monocot","494","1",682,345,65,0.1884058
"9382","monocot-sim-494-10-20.rsml","monocot","494","10",704,356,68,0.19101124
"9383","monocot-sim-494-2-20.rsml","monocot","494","2",680,344,60,0.1744186
"9384","monocot-sim-494-3-20.rsml","monocot","494","3",670,339,65,0.19174041
"9385","monocot-sim-494-4-20.rsml","monocot","494","4",722,365,66,0.18082191
"9386","monocot-sim-494-5-20.rsml","monocot","494","5",696,352,67,0.1903409
"9387","monocot-sim-494-6-20.rsml","monocot","494","6",710,359,66,0.18384402
"9388","monocot-sim-494-7-20.rsml","monocot","494","7",708,358,58,0.16201118
"9389","monocot-sim-494-8-20.rsml","monocot","494","8",698,353,64,0.18130311
"9390","monocot-sim-494-9-20.rsml","monocot","494","9",694,351,65,0.18518518
"9391","monocot-sim-495-1-20.rsml","monocot","495","1",211,107,64,0.5981308
"9392","monocot-sim-495-10-20.rsml","monocot","495","10",209,106,64,0.6037736
"9393","monocot-sim-495-2-20.rsml","monocot","495","2",215,109,61,0.559633
"9394","monocot-sim-495-3-20.rsml","monocot","495","3",215,109,64,0.58715594
"9395","monocot-sim-495-4-20.rsml","monocot","495","4",205,104,59,0.5673077
"9396","monocot-sim-495-5-20.rsml","monocot","495","5",211,107,59,0.55140185
"9397","monocot-sim-495-6-20.rsml","monocot","495","6",209,106,63,0.5943396
"9398","monocot-sim-495-7-20.rsml","monocot","495","7",197,100,55,0.55
"9399","monocot-sim-495-8-20.rsml","monocot","495","8",211,107,62,0.5794392
"9400","monocot-sim-495-9-20.rsml","monocot","495","9",213,108,59,0.5462963
"9401","monocot-sim-496-1-20.rsml","monocot","496","1",236,121,37,0.30578512
"9402","monocot-sim-496-10-20.rsml","monocot","496","10",256,131,42,0.32061067
"9403","monocot-sim-496-2-20.rsml","monocot","496","2",276,141,48,0.34042552
"9404","monocot-sim-496-3-20.rsml","monocot","496","3",258,132,37,0.28030303
"9405","monocot-sim-496-4-20.rsml","monocot","496","4",266,136,42,0.30882353
"9406","monocot-sim-496-5-20.rsml","monocot","496","5",254,130,40,0.30769232
"9407","monocot-sim-496-6-20.rsml","monocot","496","6",260,133,38,0.2857143
"9408","monocot-sim-496-7-20.rsml","monocot","496","7",276,141,44,0.31205675
"9409","monocot-sim-496-8-20.rsml","monocot","496","8",270,138,42,0.3043478
"9410","monocot-sim-496-9-20.rsml","monocot","496","9",250,128,46,0.359375
"9411","monocot-sim-497-1-20.rsml","monocot","497","1",206,104,65,0.625
"9412","monocot-sim-497-10-20.rsml","monocot","497","10",204,103,62,0.60194176
"9413","monocot-sim-497-2-20.rsml","monocot","497","2",204,103,61,0.592233
"9414","monocot-sim-497-3-20.rsml","monocot","497","3",190,96,60,0.625
"9415","monocot-sim-497-4-20.rsml","monocot","497","4",194,98,61,0.622449
"9416","monocot-sim-497-5-20.rsml","monocot","497","5",192,97,59,0.6082474
"9417","monocot-sim-497-6-20.rsml","monocot","497","6",206,104,62,0.59615386
"9418","monocot-sim-497-7-20.rsml","monocot","497","7",198,100,63,0.63
"9419","monocot-sim-497-8-20.rsml","monocot","497","8",192,97,58,0.5979381
"9420","monocot-sim-497-9-20.rsml","monocot","497","9",206,104,62,0.59615386
"9421","monocot-sim-498-1-20.rsml","monocot","498","1",623,317,47,0.14826499
"9422","monocot-sim-498-10-20.rsml","monocot","498","10",611,311,38,0.1221865
"9423","monocot-sim-498-2-20.rsml","monocot","498","2",647,329,48,0.14589666
"9424","monocot-sim-498-3-20.rsml","monocot","498","3",597,304,38,0.125
"9425","monocot-sim-498-4-20.rsml","monocot","498","4",603,307,45,0.1465798
"9426","monocot-sim-498-5-20.rsml","monocot","498","5",647,329,39,0.11854103
"9427","monocot-sim-498-6-20.rsml","monocot","498","6",643,327,50,0.1529052
"9428","monocot-sim-498-7-20.rsml","monocot","498","7",661,336,45,0.13392857
"9429","monocot-sim-498-8-20.rsml","monocot","498","8",615,313,43,0.1373802
"9430","monocot-sim-498-9-20.rsml","monocot","498","9",603,307,39,0.12703583
"9431","monocot-sim-499-1-20.rsml","monocot","499","1",172,91,19,0.20879121
"9432","monocot-sim-499-10-20.rsml","monocot","499","10",150,80,17,0.2125
"9433","monocot-sim-499-2-20.rsml","monocot","499","2",140,75,18,0.24
"9434","monocot-sim-499-3-20.rsml","monocot","499","3",180,95,17,0.17894737
"9435","monocot-sim-499-4-20.rsml","monocot","499","4",152,81,18,0.22222222
"9436","monocot-sim-499-5-20.rsml","monocot","499","5",176,93,20,0.21505377
"9437","monocot-sim-499-6-20.rsml","monocot","499","6",170,90,19,0.21111111
"9438","monocot-sim-499-7-20.rsml","monocot","499","7",178,94,19,0.20212767
"9439","monocot-sim-499-8-20.rsml","monocot","499","8",186,98,21,0.21428572
"9440","monocot-sim-499-9-20.rsml","monocot","499","9",174,92,18,0.19565217
"9441","monocot-sim-5-1-20.rsml","monocot","5","1",128,65,38,0.5846154
"9442","monocot-sim-5-10-20.rsml","monocot","5","10",132,67,38,0.5671642
"9443","monocot-sim-5-2-20.rsml","monocot","5","2",130,66,36,0.54545456
"9444","monocot-sim-5-3-20.rsml","monocot","5","3",136,69,37,0.5362319
"9445","monocot-sim-5-4-20.rsml","monocot","5","4",152,77,40,0.5194805
"9446","monocot-sim-5-5-20.rsml","monocot","5","5",142,72,41,0.5694444
"9447","monocot-sim-5-6-20.rsml","monocot","5","6",132,67,39,0.58208954
"9448","monocot-sim-5-7-20.rsml","monocot","5","7",130,66,34,0.5151515
"9449","monocot-sim-5-8-20.rsml","monocot","5","8",124,63,34,0.53968257
"9450","monocot-sim-5-9-20.rsml","monocot","5","9",128,65,34,0.52307695
"9451","monocot-sim-50-1-20.rsml","monocot","50","1",462,237,29,0.12236287
"9452","monocot-sim-50-10-20.rsml","monocot","50","10",466,239,35,0.14644352
"9453","monocot-sim-50-2-20.rsml","monocot","50","2",472,242,29,0.11983471
"9454","monocot-sim-50-3-20.rsml","monocot","50","3",440,226,31,0.13716814
"9455","monocot-sim-50-4-20.rsml","monocot","50","4",458,235,33,0.14042553
"9456","monocot-sim-50-5-20.rsml","monocot","50","5",428,220,31,0.14090909
"9457","monocot-sim-50-6-20.rsml","monocot","50","6",432,222,28,0.12612613
"9458","monocot-sim-50-7-20.rsml","monocot","50","7",470,241,30,0.12448133
"9459","monocot-sim-50-8-20.rsml","monocot","50","8",444,228,30,0.13157895
"9460","monocot-sim-50-9-20.rsml","monocot","50","9",460,236,39,0.16525424
"9461","monocot-sim-500-1-20.rsml","monocot","500","1",282,149,19,0.12751678
"9462","monocot-sim-500-10-20.rsml","monocot","500","10",306,161,21,0.13043478
"9463","monocot-sim-500-2-20.rsml","monocot","500","2",314,165,22,0.13333334
"9464","monocot-sim-500-3-20.rsml","monocot","500","3",298,157,20,0.12738854
"9465","monocot-sim-500-4-20.rsml","monocot","500","4",316,166,23,0.13855422
"9466","monocot-sim-500-5-20.rsml","monocot","500","5",294,155,21,0.13548388
"9467","monocot-sim-500-6-20.rsml","monocot","500","6",296,156,24,0.15384616
"9468","monocot-sim-500-7-20.rsml","monocot","500","7",308,162,20,0.12345679
"9469","monocot-sim-500-8-20.rsml","monocot","500","8",298,157,24,0.15286624
"9470","monocot-sim-500-9-20.rsml","monocot","500","9",290,153,22,0.14379086
"9471","monocot-sim-51-1-20.rsml","monocot","51","1",434,225,33,0.14666666
"9472","monocot-sim-51-10-20.rsml","monocot","51","10",394,205,29,0.14146341
"9473","monocot-sim-51-2-20.rsml","monocot","51","2",440,228,34,0.1491228
"9474","monocot-sim-51-3-20.rsml","monocot","51","3",474,245,37,0.15102041
"9475","monocot-sim-51-4-20.rsml","monocot","51","4",416,216,31,0.14351852
"9476","monocot-sim-51-5-20.rsml","monocot","51","5",416,216,37,0.1712963
"9477","monocot-sim-51-6-20.rsml","monocot","51","6",438,227,31,0.13656388
"9478","monocot-sim-51-7-20.rsml","monocot","51","7",418,217,39,0.1797235
"9479","monocot-sim-51-8-20.rsml","monocot","51","8",424,220,28,0.12727273
"9480","monocot-sim-51-9-20.rsml","monocot","51","9",432,224,31,0.13839285
"9481","monocot-sim-52-1-20.rsml","monocot","52","1",621,317,43,0.13564669
"9482","monocot-sim-52-10-20.rsml","monocot","52","10",613,313,45,0.14376996
"9483","monocot-sim-52-2-20.rsml","monocot","52","2",647,330,43,0.13030303
"9484","monocot-sim-52-3-20.rsml","monocot","52","3",633,323,47,0.14551084
"9485","monocot-sim-52-4-20.rsml","monocot","52","4",633,323,48,0.1486068
"9486","monocot-sim-52-5-20.rsml","monocot","52","5",629,321,39,0.12149533
"9487","monocot-sim-52-6-20.rsml","monocot","52","6",641,327,44,0.13455658
"9488","monocot-sim-52-7-20.rsml","monocot","52","7",647,330,49,0.14848486
"9489","monocot-sim-52-8-20.rsml","monocot","52","8",643,328,43,0.13109756
"9490","monocot-sim-52-9-20.rsml","monocot","52","9",635,324,46,0.14197531
"9491","monocot-sim-53-1-16.rsml","monocot","53","1",229,116,65,0.5603448
"9492","monocot-sim-53-10-16.rsml","monocot","53","10",235,119,67,0.56302524
"9493","monocot-sim-53-2-16.rsml","monocot","53","2",233,118,66,0.55932206
"9494","monocot-sim-53-3-16.rsml","monocot","53","3",235,119,67,0.56302524
"9495","monocot-sim-53-4-16.rsml","monocot","53","4",235,119,67,0.56302524
"9496","monocot-sim-53-5-15.rsml","monocot","53","5",201,102,62,0.60784316
"9497","monocot-sim-53-6-16.rsml","monocot","53","6",235,119,67,0.56302524
"9498","monocot-sim-53-7-15.rsml","monocot","53","7",201,102,62,0.60784316
"9499","monocot-sim-53-8-16.rsml","monocot","53","8",235,119,67,0.56302524
"9500","monocot-sim-53-9-16.rsml","monocot","53","9",233,118,67,0.5677966
"9501","monocot-sim-54-1-20.rsml","monocot","54","1",253,131,24,0.18320611
"9502","monocot-sim-54-10-20.rsml","monocot","54","10",251,130,23,0.17692308
"9503","monocot-sim-54-2-20.rsml","monocot","54","2",263,136,30,0.22058824
"9504","monocot-sim-54-3-20.rsml","monocot","54","3",263,136,27,0.1985294
"9505","monocot-sim-54-4-20.rsml","monocot","54","4",265,137,29,0.21167883
"9506","monocot-sim-54-5-20.rsml","monocot","54","5",263,136,23,0.16911764
"9507","monocot-sim-54-6-20.rsml","monocot","54","6",257,133,24,0.18045112
"9508","monocot-sim-54-7-20.rsml","monocot","54","7",267,138,32,0.23188406
"9509","monocot-sim-54-8-20.rsml","monocot","54","8",255,132,24,0.18181819
"9510","monocot-sim-54-9-20.rsml","monocot","54","9",237,123,25,0.20325203
"9511","monocot-sim-55-1-20.rsml","monocot","55","1",94,49,15,0.30612245
"9512","monocot-sim-55-10-20.rsml","monocot","55","10",98,51,17,0.33333334
"9513","monocot-sim-55-2-20.rsml","monocot","55","2",106,55,18,0.3272727
"9514","monocot-sim-55-3-20.rsml","monocot","55","3",88,46,16,0.3478261
"9515","monocot-sim-55-4-20.rsml","monocot","55","4",94,49,19,0.3877551
"9516","monocot-sim-55-5-20.rsml","monocot","55","5",82,43,15,0.3488372
"9517","monocot-sim-55-6-20.rsml","monocot","55","6",104,54,17,0.3148148
"9518","monocot-sim-55-7-20.rsml","monocot","55","7",100,52,18,0.34615386
"9519","monocot-sim-55-8-20.rsml","monocot","55","8",92,48,17,0.35416666
"9520","monocot-sim-55-9-20.rsml","monocot","55","9",92,48,14,0.29166666
"9521","monocot-sim-56-1-20.rsml","monocot","56","1",1104,559,65,0.11627907
"9522","monocot-sim-56-10-20.rsml","monocot","56","10",1058,536,59,0.110074624
"9523","monocot-sim-56-2-20.rsml","monocot","56","2",1122,568,67,0.11795775
"9524","monocot-sim-56-3-20.rsml","monocot","56","3",1068,541,71,0.13123845
"9525","monocot-sim-56-4-20.rsml","monocot","56","4",1074,544,70,0.12867647
"9526","monocot-sim-56-5-20.rsml","monocot","56","5",1076,545,72,0.13211009
"9527","monocot-sim-56-6-20.rsml","monocot","56","6",1084,549,69,0.12568305
"9528","monocot-sim-56-7-20.rsml","monocot","56","7",1064,539,64,0.118738405
"9529","monocot-sim-56-8-20.rsml","monocot","56","8",1094,554,68,0.12274368
"9530","monocot-sim-56-9-20.rsml","monocot","56","9",1090,552,68,0.123188406
"9531","monocot-sim-57-1-16.rsml","monocot","57","1",948,478,77,0.16108787
"9532","monocot-sim-57-10-16.rsml","monocot","57","10",956,482,75,0.15560167
"9533","monocot-sim-57-2-17.rsml","monocot","57","2",1008,508,79,0.15551181
"9534","monocot-sim-57-3-17.rsml","monocot","57","3",1046,527,82,0.15559772
"9535","monocot-sim-57-4-17.rsml","monocot","57","4",1050,529,86,0.1625709
"9536","monocot-sim-57-5-16.rsml","monocot","57","5",958,483,78,0.16149068
"9537","monocot-sim-57-6-16.rsml","monocot","57","6",952,480,78,0.1625
"9538","monocot-sim-57-7-17.rsml","monocot","57","7",1032,520,84,0.16153847
"9539","monocot-sim-57-8-16.rsml","monocot","57","8",976,492,78,0.15853658
"9540","monocot-sim-57-9-16.rsml","monocot","57","9",956,482,80,0.16597511
"9541","monocot-sim-58-1-20.rsml","monocot","58","1",206,106,22,0.20754717
"9542","monocot-sim-58-10-20.rsml","monocot","58","10",198,102,23,0.2254902
"9543","monocot-sim-58-2-20.rsml","monocot","58","2",214,110,28,0.25454545
"9544","monocot-sim-58-3-20.rsml","monocot","58","3",208,107,28,0.26168224
"9545","monocot-sim-58-4-20.rsml","monocot","58","4",204,105,24,0.22857143
"9546","monocot-sim-58-5-20.rsml","monocot","58","5",198,102,22,0.21568628
"9547","monocot-sim-58-6-20.rsml","monocot","58","6",212,109,23,0.21100917
"9548","monocot-sim-58-7-20.rsml","monocot","58","7",196,101,25,0.24752475
"9549","monocot-sim-58-8-20.rsml","monocot","58","8",212,109,24,0.22018349
"9550","monocot-sim-58-9-20.rsml","monocot","58","9",210,108,27,0.25
"9551","monocot-sim-59-1-20.rsml","monocot","59","1",74,38,24,0.6315789
"9552","monocot-sim-59-10-20.rsml","monocot","59","10",64,33,19,0.57575756
"9553","monocot-sim-59-2-20.rsml","monocot","59","2",64,33,18,0.54545456
"9554","monocot-sim-59-3-20.rsml","monocot","59","3",74,38,22,0.57894737
"9555","monocot-sim-59-4-20.rsml","monocot","59","4",62,32,19,0.59375
"9556","monocot-sim-59-5-20.rsml","monocot","59","5",72,37,25,0.6756757
"9557","monocot-sim-59-6-20.rsml","monocot","59","6",78,40,21,0.525
"9558","monocot-sim-59-7-20.rsml","monocot","59","7",54,28,16,0.5714286
"9559","monocot-sim-59-8-20.rsml","monocot","59","8",70,36,21,0.5833333
"9560","monocot-sim-59-9-20.rsml","monocot","59","9",72,37,24,0.6486486
"9561","monocot-sim-6-1-16.rsml","monocot","6","1",843,425,93,0.21882352
"9562","monocot-sim-6-10-16.rsml","monocot","6","10",893,450,93,0.20666666
"9563","monocot-sim-6-2-16.rsml","monocot","6","2",885,446,89,0.19955157
"9564","monocot-sim-6-3-16.rsml","monocot","6","3",873,440,88,0.2
"9565","monocot-sim-6-4-16.rsml","monocot","6","4",873,440,87,0.19772728
"9566","monocot-sim-6-5-16.rsml","monocot","6","5",865,436,88,0.20183486
"9567","monocot-sim-6-6-16.rsml","monocot","6","6",875,441,92,0.20861678
"9568","monocot-sim-6-7-16.rsml","monocot","6","7",859,433,92,0.21247113
"9569","monocot-sim-6-8-16.rsml","monocot","6","8",897,452,93,0.20575221
"9570","monocot-sim-6-9-16.rsml","monocot","6","9",881,444,86,0.1936937
"9571","monocot-sim-60-1-16.rsml","monocot","60","1",293,148,59,0.39864865
"9572","monocot-sim-60-10-16.rsml","monocot","60","10",293,148,57,0.38513514
"9573","monocot-sim-60-2-16.rsml","monocot","60","2",291,147,57,0.3877551
"9574","monocot-sim-60-3-16.rsml","monocot","60","3",295,149,54,0.36241612
"9575","monocot-sim-60-4-16.rsml","monocot","60","4",277,140,57,0.40714285
"9576","monocot-sim-60-5-16.rsml","monocot","60","5",293,148,59,0.39864865
"9577","monocot-sim-60-6-16.rsml","monocot","60","6",299,151,60,0.397351
"9578","monocot-sim-60-7-17.rsml","monocot","60","7",331,167,66,0.39520958
"9579","monocot-sim-60-8-17.rsml","monocot","60","8",323,163,63,0.38650307
"9580","monocot-sim-60-9-16.rsml","monocot","60","9",281,142,55,0.38732395
"9581","monocot-sim-61-1-20.rsml","monocot","61","1",70,41,12,0.29268292
"9582","monocot-sim-61-10-20.rsml","monocot","61","10",78,45,12,0.26666668
"9583","monocot-sim-61-2-20.rsml","monocot","61","2",68,40,12,0.3
"9584","monocot-sim-61-3-20.rsml","monocot","61","3",64,38,12,0.31578946
"9585","monocot-sim-61-4-20.rsml","monocot","61","4",54,33,12,0.36363637
"9586","monocot-sim-61-5-20.rsml","monocot","61","5",60,36,12,0.33333334
"9587","monocot-sim-61-6-20.rsml","monocot","61","6",64,38,12,0.31578946
"9588","monocot-sim-61-7-20.rsml","monocot","61","7",58,35,12,0.34285715
"9589","monocot-sim-61-8-20.rsml","monocot","61","8",58,35,12,0.34285715
"9590","monocot-sim-61-9-20.rsml","monocot","61","9",80,46,12,0.26086956
"9591","monocot-sim-62-1-20.rsml","monocot","62","1",674,347,35,0.10086455
"9592","monocot-sim-62-10-20.rsml","monocot","62","10",654,337,36,0.10682493
"9593","monocot-sim-62-2-20.rsml","monocot","62","2",686,353,37,0.10481586
"9594","monocot-sim-62-3-20.rsml","monocot","62","3",672,346,37,0.10693642
"9595","monocot-sim-62-4-20.rsml","monocot","62","4",678,349,38,0.108882524
"9596","monocot-sim-62-5-20.rsml","monocot","62","5",694,357,35,0.09803922
"9597","monocot-sim-62-6-20.rsml","monocot","62","6",664,342,38,0.11111111
"9598","monocot-sim-62-7-20.rsml","monocot","62","7",696,358,37,0.10335196
"9599","monocot-sim-62-8-20.rsml","monocot","62","8",674,347,37,0.10662824
"9600","monocot-sim-62-9-20.rsml","monocot","62","9",686,353,35,0.09915014
"9601","monocot-sim-63-1-20.rsml","monocot","63","1",205,105,41,0.3904762
"9602","monocot-sim-63-10-20.rsml","monocot","63","10",199,102,37,0.3627451
"9603","monocot-sim-63-2-20.rsml","monocot","63","2",201,103,37,0.3592233
"9604","monocot-sim-63-3-20.rsml","monocot","63","3",207,106,42,0.3962264
"9605","monocot-sim-63-4-20.rsml","monocot","63","4",207,106,36,0.33962265
"9606","monocot-sim-63-5-20.rsml","monocot","63","5",201,103,37,0.3592233
"9607","monocot-sim-63-6-20.rsml","monocot","63","6",213,109,40,0.36697248
"9608","monocot-sim-63-7-20.rsml","monocot","63","7",205,105,38,0.36190477
"9609","monocot-sim-63-8-20.rsml","monocot","63","8",203,104,38,0.3653846
"9610","monocot-sim-63-9-20.rsml","monocot","63","9",199,102,37,0.3627451
"9611","monocot-sim-64-1-8.rsml","monocot","64","1",772,392,70,0.17857143
"9612","monocot-sim-64-10-8.rsml","monocot","64","10",788,400,74,0.185
"9613","monocot-sim-64-2-8.rsml","monocot","64","2",782,397,75,0.18891688
"9614","monocot-sim-64-3-8.rsml","monocot","64","3",784,398,77,0.19346733
"9615","monocot-sim-64-4-8.rsml","monocot","64","4",782,397,76,0.19143577
"9616","monocot-sim-64-5-8.rsml","monocot","64","5",774,393,76,0.19338423
"9617","monocot-sim-64-6-8.rsml","monocot","64","6",774,393,72,0.18320611
"9618","monocot-sim-64-7-8.rsml","monocot","64","7",776,394,73,0.18527919
"9619","monocot-sim-64-8-8.rsml","monocot","64","8",778,395,73,0.18481013
"9620","monocot-sim-64-9-8.rsml","monocot","64","9",796,404,70,0.17326732
"9621","monocot-sim-65-1-17.rsml","monocot","65","1",821,415,65,0.15662651
"9622","monocot-sim-65-10-18.rsml","monocot","65","10",749,379,57,0.15039578
"9623","monocot-sim-65-2-18.rsml","monocot","65","2",739,374,59,0.157754
"9624","monocot-sim-65-3-17.rsml","monocot","65","3",789,399,59,0.14786968
"9625","monocot-sim-65-4-17.rsml","monocot","65","4",841,425,65,0.15294118
"9626","monocot-sim-65-5-17.rsml","monocot","65","5",817,413,60,0.14527845
"9627","monocot-sim-65-6-17.rsml","monocot","65","6",717,363,59,0.16253443
"9628","monocot-sim-65-7-17.rsml","monocot","65","7",853,431,66,0.15313224
"9629","monocot-sim-65-8-17.rsml","monocot","65","8",807,408,63,0.15441176
"9630","monocot-sim-65-9-18.rsml","monocot","65","9",697,353,58,0.16430596
"9631","monocot-sim-66-1-20.rsml","monocot","66","1",500,252,111,0.44047618
"9632","monocot-sim-66-10-20.rsml","monocot","66","10",496,250,114,0.456
"9633","monocot-sim-66-2-20.rsml","monocot","66","2",526,265,116,0.43773586
"9634","monocot-sim-66-3-20.rsml","monocot","66","3",508,256,109,0.42578125
"9635","monocot-sim-66-4-20.rsml","monocot","66","4",504,254,110,0.43307087
"9636","monocot-sim-66-5-20.rsml","monocot","66","5",526,265,114,0.4301887
"9637","monocot-sim-66-6-20.rsml","monocot","66","6",514,259,111,0.42857143
"9638","monocot-sim-66-7-20.rsml","monocot","66","7",508,256,110,0.4296875
"9639","monocot-sim-66-8-20.rsml","monocot","66","8",528,266,117,0.43984962
"9640","monocot-sim-66-9-20.rsml","monocot","66","9",524,264,115,0.43560606
"9641","monocot-sim-67-1-18.rsml","monocot","67","1",498,251,86,0.3426295
"9642","monocot-sim-67-10-18.rsml","monocot","67","10",548,276,84,0.3043478
"9643","monocot-sim-67-2-18.rsml","monocot","67","2",512,258,83,0.32170543
"9644","monocot-sim-67-3-18.rsml","monocot","67","3",516,260,75,0.28846154
"9645","monocot-sim-67-4-18.rsml","monocot","67","4",508,256,77,0.30078125
"9646","monocot-sim-67-5-18.rsml","monocot","67","5",538,271,84,0.3099631
"9647","monocot-sim-67-6-18.rsml","monocot","67","6",536,270,82,0.3037037
"9648","monocot-sim-67-7-19.rsml","monocot","67","7",562,283,86,0.30388692
"9649","monocot-sim-67-8-18.rsml","monocot","67","8",494,249,82,0.32931727
"9650","monocot-sim-67-9-18.rsml","monocot","67","9",524,264,83,0.31439394
"9651","monocot-sim-68-1-20.rsml","monocot","68","1",565,287,66,0.22996515
"9652","monocot-sim-68-10-20.rsml","monocot","68","10",591,300,66,0.22
"9653","monocot-sim-68-2-20.rsml","monocot","68","2",581,295,62,0.2101695
"9654","monocot-sim-68-3-20.rsml","monocot","68","3",579,294,74,0.25170067
"9655","monocot-sim-68-4-20.rsml","monocot","68","4",579,294,67,0.22789116
"9656","monocot-sim-68-5-20.rsml","monocot","68","5",573,291,62,0.21305841
"9657","monocot-sim-68-6-20.rsml","monocot","68","6",575,292,66,0.2260274
"9658","monocot-sim-68-7-20.rsml","monocot","68","7",579,294,65,0.22108844
"9659","monocot-sim-68-8-20.rsml","monocot","68","8",601,305,72,0.23606557
"9660","monocot-sim-68-9-20.rsml","monocot","68","9",605,307,66,0.21498372
"9661","monocot-sim-69-1-20.rsml","monocot","69","1",253,130,24,0.18461539
"9662","monocot-sim-69-10-20.rsml","monocot","69","10",263,135,24,0.17777778
"9663","monocot-sim-69-2-20.rsml","monocot","69","2",235,121,23,0.19008264
"9664","monocot-sim-69-3-20.rsml","monocot","69","3",249,128,24,0.1875
"9665","monocot-sim-69-4-20.rsml","monocot","69","4",249,128,26,0.203125
"9666","monocot-sim-69-5-20.rsml","monocot","69","5",249,128,24,0.1875
"9667","monocot-sim-69-6-20.rsml","monocot","69","6",265,136,25,0.18382353
"9668","monocot-sim-69-7-20.rsml","monocot","69","7",265,136,26,0.19117647
"9669","monocot-sim-69-8-20.rsml","monocot","69","8",259,133,24,0.18045112
"9670","monocot-sim-69-9-20.rsml","monocot","69","9",281,144,26,0.18055555
"9671","monocot-sim-7-1-20.rsml","monocot","7","1",118,61,32,0.52459013
"9672","monocot-sim-7-10-20.rsml","monocot","7","10",106,55,31,0.56363636
"9673","monocot-sim-7-2-20.rsml","monocot","7","2",114,59,31,0.5254237
"9674","monocot-sim-7-3-20.rsml","monocot","7","3",110,57,33,0.57894737
"9675","monocot-sim-7-4-20.rsml","monocot","7","4",118,61,30,0.4918033
"9676","monocot-sim-7-5-20.rsml","monocot","7","5",114,59,31,0.5254237
"9677","monocot-sim-7-6-20.rsml","monocot","7","6",108,56,30,0.53571427
"9678","monocot-sim-7-7-20.rsml","monocot","7","7",102,53,27,0.509434
"9679","monocot-sim-7-8-20.rsml","monocot","7","8",106,55,30,0.54545456
"9680","monocot-sim-7-9-20.rsml","monocot","7","9",94,49,27,0.5510204
"9681","monocot-sim-70-1-15.rsml","monocot","70","1",847,430,63,0.14651163
"9682","monocot-sim-70-10-15.rsml","monocot","70","10",817,415,59,0.14216867
"9683","monocot-sim-70-2-15.rsml","monocot","70","2",835,424,56,0.13207547
"9684","monocot-sim-70-3-15.rsml","monocot","70","3",827,420,57,0.13571429
"9685","monocot-sim-70-4-15.rsml","monocot","70","4",817,415,63,0.15180723
"9686","monocot-sim-70-5-15.rsml","monocot","70","5",817,415,60,0.14457831
"9687","monocot-sim-70-6-15.rsml","monocot","70","6",847,430,58,0.13488372
"9688","monocot-sim-70-7-15.rsml","monocot","70","7",817,415,58,0.13975903
"9689","monocot-sim-70-8-15.rsml","monocot","70","8",847,430,59,0.1372093
"9690","monocot-sim-70-9-15.rsml","monocot","70","9",823,418,61,0.14593302
"9691","monocot-sim-71-1-20.rsml","monocot","71","1",384,195,43,0.22051282
"9692","monocot-sim-71-10-20.rsml","monocot","71","10",380,193,42,0.21761657
"9693","monocot-sim-71-2-20.rsml","monocot","71","2",382,194,47,0.24226804
"9694","monocot-sim-71-3-20.rsml","monocot","71","3",390,198,46,0.23232323
"9695","monocot-sim-71-4-20.rsml","monocot","71","4",388,197,52,0.26395938
"9696","monocot-sim-71-5-20.rsml","monocot","71","5",376,191,49,0.2565445
"9697","monocot-sim-71-6-20.rsml","monocot","71","6",404,205,49,0.23902439
"9698","monocot-sim-71-7-20.rsml","monocot","71","7",396,201,48,0.23880596
"9699","monocot-sim-71-8-20.rsml","monocot","71","8",390,198,49,0.24747474
"9700","monocot-sim-71-9-20.rsml","monocot","71","9",382,194,50,0.25773194
"9701","monocot-sim-72-1-20.rsml","monocot","72","1",1201,607,98,0.16144976
"9702","monocot-sim-72-10-20.rsml","monocot","72","10",1217,615,101,0.16422765
"9703","monocot-sim-72-2-20.rsml","monocot","72","2",1229,621,98,0.15780999
