image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index,overlap
dicot-sim-1-1-25.rsml,117.14516,2.3706667,99.99133,23.621733,1,104.0,104.999,0.26349956,0.406834,2,11.0,6.0730777,0.1624011,29.00407,5,3.0,3.0,1.0,0.0
dicot-sim-1-10-25.rsml,129.81331,8.043334,99.99133,22.89042,1,104.0,104.99618,0.25861618,0.15256304,3,23.0,8.272379,0.1514814,33.889095,7,4.0,4.0,1.0,0.2
dicot-sim-1-2-25.rsml,138.43242,8.89,99.99133,23.301596,1,104.0,104.99988,0.26165742,0.15256296,3,32.0,11.144179,0.16076817,37.69949,7,4.0,4.0,1.0,0.0
dicot-sim-1-3-25.rsml,146.04002,11.43,99.99133,22.153551,1,104.0,104.99492,0.26320863,0.11300971,5,40.0,8.209025,0.15659696,27.976337,11,6.0,6.0,1.0,0.23529412
dicot-sim-1-4-25.rsml,134.77342,2.7093334,99.99133,25.10907,1,104.0,104.99865,0.26838532,0.08136698,4,28.0,7.443695,0.15767492,33.29376,9,5.0,5.0,1.0,0.0
dicot-sim-1-5-25.rsml,104.99601,0.33866668,99.99133,22.879152,1,104.0,104.99601,0.24400727,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0
dicot-sim-1-6-25.rsml,128.88489,6.3500004,99.99133,22.841526,1,104.0,104.99576,0.25792062,0.30512616,3,22.0,7.963046,0.15621118,34.755047,7,4.0,4.0,1.0,0.2
dicot-sim-1-7-25.rsml,126.34441,4.402667,99.99133,23.871525,1,104.0,104.9995,0.27209827,0.305126,3,20.0,7.114974,0.15023099,47.13715,7,4.0,4.0,1.0,0.22222222
dicot-sim-1-8-25.rsml,129.34052,9.906,99.99133,23.23287,1,104.0,104.99411,0.25264055,0.40683487,2,23.0,12.173205,0.16561934,46.311874,5,3.0,3.0,1.0,0.125
dicot-sim-1-9-25.rsml,150.95111,6.688667,99.99133,24.217358,1,104.0,104.99812,0.2742296,0.10170873,5,43.0,9.1905985,0.15947364,24.089672,11,6.0,6.0,1.0,0.05263158
dicot-sim-10-1-25.rsml,2455.7515,53.763336,194.98734,18.481466,1,199.0,199.99956,0.62259847,0.5848476,234,2135.0,9.639967,0.11335313,65.72228,469,235.0,235.0,1.0,0.5950783
dicot-sim-10-10-25.rsml,2746.4229,57.573334,194.98734,18.945116,1,199.0,199.99547,0.6213654,0.5467233,247,2423.0,10.309421,0.114080146,68.14155,495,248.0,248.0,1.0,0.6145308
dicot-sim-10-2-25.rsml,2843.5552,57.23467,194.98734,17.954618,1,199.0,199.99956,0.603748,0.5424991,265,2517.0,9.975681,0.11133253,68.64296,531,266.0,266.0,1.0,0.617561
dicot-sim-10-3-25.rsml,2523.487,50.546,194.98734,18.97482,1,199.0,199.99994,0.6280111,0.5939147,225,2208.0,10.326611,0.11454974,68.927536,451,226.0,226.0,1.0,0.60045147
dicot-sim-10-4-25.rsml,2094.3782,59.01267,194.98734,18.413168,1,199.0,199.99757,0.6288048,0.5530797,179,1809.0,10.58313,0.11580016,67.44391,359,180.0,180.0,1.0,0.54761904
dicot-sim-10-5-25.rsml,2153.8044,55.541336,194.98734,18.851902,1,199.0,199.99721,0.55611694,0.5926274,189,1860.0,10.3376045,0.11213437,67.78788,379,190.0,190.0,1.0,0.551265
dicot-sim-10-6-25.rsml,2288.0564,57.573334,194.98734,19.136202,1,199.0,199.99689,0.5956263,0.6697332,214,1987.0,9.757291,0.11333787,66.11171,429,215.0,215.0,1.0,0.56574184
dicot-sim-10-7-25.rsml,2076.037,48.090668,194.98734,18.984598,1,199.0,199.9953,0.5911306,0.65280074,198,1772.0,9.4749565,0.11520575,63.491615,397,199.0,199.0,1.0,0.5725699
dicot-sim-10-8-25.rsml,2659.7854,57.573334,194.98734,18.066938,1,199.0,199.99855,0.6335484,0.5580647,238,2332.0,10.335239,0.11332112,67.75585,477,239.0,239.0,1.0,0.61182797
dicot-sim-10-9-25.rsml,2417.1814,57.74267,194.98734,18.883425,1,199.0,199.99559,0.6042793,0.5652501,220,2102.0,10.078114,0.114329964,66.02073,441,221.0,221.0,1.0,0.6028538
dicot-sim-100-1-17.rsml,5295.1685,60.28267,174.92134,22.10679,1,179.0,179.99791,1.3943689,0.55228996,417,4889.0,12.266597,0.20687665,48.65064,835,418.0,418.0,1.0,0.64350456
dicot-sim-100-10-16.rsml,5420.7476,50.969334,164.93068,22.126379,1,169.0,169.9979,1.4638673,0.53369004,425,5006.0,12.354706,0.21366961,45.840122,851,426.0,426.0,1.0,0.65648854
dicot-sim-100-2-16.rsml,4395.169,44.196003,164.93068,21.639923,1,169.0,169.99788,1.248016,0.53612196,349,4027.0,12.106507,0.20724949,47.041374,699,350.0,350.0,1.0,0.64316547
dicot-sim-100-3-17.rsml,4993.401,58.166,174.92134,21.901104,1,179.0,179.99709,1.3686985,0.569897,394,4597.0,12.21676,0.21071494,46.7261,789,395.0,395.0,1.0,0.6424474
dicot-sim-100-4-15.rsml,4645.7085,50.969334,154.94,21.98699,1,159.0,160.0,1.2381878,0.5197967,360,4285.0,12.4603,0.21024564,45.68971,721,361.0,361.0,1.0,0.6445993
dicot-sim-100-5-16.rsml,4961.028,54.864002,164.93068,22.030762,1,169.0,169.99911,1.3268173,0.51369137,383,4572.0,12.5092125,0.20895417,45.744083,767,384.0,384.0,1.0,0.6446602
dicot-sim-100-6-17.rsml,4959.4844,54.271336,174.92134,21.395685,1,179.0,179.99898,1.3307915,0.57960343,402,4559.0,11.889266,0.20419785,52.769783,805,403.0,403.0,1.0,0.6435331
dicot-sim-100-7-15.rsml,4311.034,60.367336,154.94,22.01982,1,159.0,159.99988,1.2355387,0.53697896,331,3972.0,12.54089,0.21726473,47.233578,663,332.0,332.0,1.0,0.627994
dicot-sim-100-8-16.rsml,4416.041,51.138668,164.93068,21.593775,1,169.0,169.99992,1.255778,0.54908633,356,4045.0,11.927081,0.20635685,49.09654,713,357.0,357.0,1.0,0.6267507
dicot-sim-100-9-15.rsml,4896.75,51.39267,154.94,22.266636,1,159.0,159.99991,1.2708904,0.5552039,375,4519.0,12.631331,0.21423694,46.36687,751,376.0,376.0,1.0,0.6563732
dicot-sim-101-1-25.rsml,747.77966,25.315334,289.98334,21.140652,1,294.0,294.9996,0.49225545,0.41901934,40,432.0,11.319498,0.10311761,34.691654,81,41.0,41.0,1.0,0.30864197
dicot-sim-101-10-25.rsml,897.8805,31.242,289.98334,21.62983,1,294.0,294.9998,0.49063334,0.44400772,62,574.0,9.723884,0.09392165,41.64529,125,63.0,63.0,1.0,0.3360996
dicot-sim-101-2-25.rsml,859.43646,32.342667,289.98334,22.07746,1,294.0,294.996,0.4813607,0.29158038,55,536.0,10.262552,0.09642845,41.41536,111,56.0,56.0,1.0,0.317757
dicot-sim-101-3-25.rsml,769.5552,21.166668,289.98334,20.865566,1,294.0,294.9986,0.48351395,0.6690052,47,451.0,10.096953,0.09714689,42.483692,95,48.0,48.0,1.0,0.34408602
dicot-sim-101-4-25.rsml,796.3546,19.219334,289.98334,21.865185,1,294.0,294.99985,0.47675464,0.22219902,47,477.0,10.667122,0.10067854,39.016968,95,48.0,48.0,1.0,0.36363637
dicot-sim-101-5-25.rsml,744.49493,21.759335,289.98334,22.061089,1,294.0,294.99713,0.47233596,0.56901914,47,421.0,9.563784,0.09401269,43.30618,95,48.0,48.0,1.0,0.28961748
dicot-sim-101-6-25.rsml,712.015,28.448002,289.98334,21.231098,1,294.0,294.9997,0.4849816,0.1188981,31,400.0,13.452109,0.10275351,43.54092,63,32.0,32.0,1.0,0.24264705
dicot-sim-101-7-25.rsml,801.45197,19.219334,289.98334,21.603664,1,294.0,294.9976,0.46404025,0.21764453,48,486.0,10.551132,0.1002774,42.949734,97,49.0,49.0,1.0,0.2763819
dicot-sim-101-8-25.rsml,905.20435,28.363335,289.98334,21.8818,1,294.0,294.99817,0.4846121,0.4913165,60,582.0,10.170102,0.097577564,46.43379,121,61.0,61.0,1.0,0.40336135
dicot-sim-101-9-25.rsml,714.95013,25.738667,289.98334,21.605488,1,294.0,294.99768,0.48683673,0.1431712,40,401.0,10.498814,0.10362867,33.388542,81,41.0,41.0,1.0,0.25
dicot-sim-102-1-25.rsml,1326.4171,31.496,404.9607,22.907057,1,409.0,410.0,0.5821411,0.10995785,38,893.0,24.116241,0.22143371,30.584768,77,39.0,39.0,1.0,0.18803419
dicot-sim-102-10-25.rsml,1485.653,37.930668,404.9607,22.723463,1,409.0,409.9966,0.64052,0.12590577,44,1049.0,24.446735,0.22169723,25.301153,89,45.0,45.0,1.0,0.16071428
dicot-sim-102-2-25.rsml,1714.1985,35.475334,404.9607,23.02831,1,409.0,409.99814,0.64021266,0.15272322,51,1273.0,25.572556,0.22244103,25.694954,103,52.0,52.0,1.0,0.22916667
dicot-sim-102-3-25.rsml,1609.0024,34.544003,404.9607,22.764948,1,409.0,409.99756,0.6310836,0.1373515,48,1171.0,24.979269,0.22079392,30.307402,97,49.0,49.0,1.0,0.17320262
dicot-sim-102-4-25.rsml,1920.5956,38.100002,404.9607,22.645414,1,409.0,409.99985,0.6462825,0.15217857,52,1481.0,29.049923,0.22366945,26.306618,105,53.0,53.0,1.0,0.22894737
dicot-sim-102-5-25.rsml,1761.5039,38.946667,404.9607,23.192484,1,409.0,410.0,0.65982443,0.14504722,49,1326.0,27.581715,0.22544158,27.125856,99,50.0,50.0,1.0,0.16129032
dicot-sim-102-6-25.rsml,1986.1788,43.095333,404.9607,22.583357,1,409.0,409.99677,0.6203769,0.1514909,50,1548.0,31.523638,0.2234299,30.892223,101,51.0,51.0,1.0,0.22395833
dicot-sim-102-7-25.rsml,1792.7883,43.772667,404.9607,22.810862,1,409.0,409.99722,0.614339,0.14757551,51,1355.0,27.113558,0.22115004,29.749636,103,52.0,52.0,1.0,0.23054755
dicot-sim-102-8-25.rsml,1797.8123,36.322002,404.9607,22.508812,1,409.0,409.99728,0.60367036,0.14339976,49,1362.0,28.322758,0.22391571,25.113184,99,50.0,50.0,1.0,0.23295455
dicot-sim-102-9-25.rsml,1807.5099,37.253334,404.9607,23.298306,1,409.0,409.9967,0.6574102,0.15688826,53,1370.0,26.36817,0.22230542,27.563925,107,54.0,54.0,1.0,0.24788733
dicot-sim-103-1-25.rsml,6074.7817,53.34,344.932,19.338707,1,350.0,350.00003,0.90768987,0.67483157,656,5411.0,8.726804,0.076026745,60.19387,1313,657.0,657.0,1.0,0.6632611
dicot-sim-103-10-25.rsml,6269.7944,51.816,344.932,18.599249,1,349.0,349.99805,0.906604,0.6636069,673,5571.0,8.79613,0.07516019,61.699677,1347,674.0,674.0,1.0,0.6678614
dicot-sim-103-2-25.rsml,5980.5464,59.859337,344.932,18.947338,1,349.0,349.99655,0.9035499,0.67872626,602,5330.0,9.353071,0.07867095,60.153744,1205,603.0,603.0,1.0,0.65581596
dicot-sim-103-3-25.rsml,6429.4644,49.784,344.932,18.651598,1,349.0,349.9981,0.9286685,0.5866505,716,5728.0,8.490876,0.07525797,62.73846,1433,717.0,717.0,1.0,0.66109425
dicot-sim-103-4-25.rsml,5940.1313,52.324,344.932,19.081623,1,349.0,349.9991,0.9114704,0.54468924,608,5271.0,9.194297,0.079054594,61.519287,1217,609.0,609.0,1.0,0.6498054
dicot-sim-103-5-25.rsml,6725.288,55.626003,344.932,18.696482,1,349.0,349.99957,0.93874013,0.6094265,744,6020.0,8.568936,0.075385645,61.659733,1489,745.0,745.0,1.0,0.6706435
dicot-sim-103-6-25.rsml,5863.0225,47.498,344.932,19.696041,1,349.0,349.9963,0.9282496,0.7229545,615,5198.0,8.964274,0.07741095,57.61088,1231,616.0,616.0,1.0,0.66449654
dicot-sim-103-7-25.rsml,6087.225,48.598667,344.932,18.855173,1,350.0,350.00003,0.8954704,0.6340487,668,5410.0,8.588658,0.075347915,62.439365,1337,669.0,669.0,1.0,0.6564144
dicot-sim-103-8-25.rsml,6436.4004,60.28267,344.932,18.926815,1,349.0,349.9996,0.8854968,0.7332808,690,5727.0,8.820873,0.07605832,62.05472,1381,691.0,691.0,1.0,0.6604142
dicot-sim-103-9-25.rsml,5874.2397,56.72667,344.932,19.333235,1,349.0,349.9977,0.8842262,0.68842316,601,5238.0,9.191756,0.078648575,60.63983,1203,602.0,602.0,1.0,0.6593695
dicot-sim-104-1-25.rsml,799.4573,34.713333,229.95468,20.589228,1,234.0,234.99992,0.4808634,0.47308072,62,539.0,9.104152,0.12318742,65.81529,125,63.0,63.0,1.0,0.40772533
dicot-sim-104-10-25.rsml,825.1563,29.125334,229.95468,20.331068,1,234.0,234.99774,0.49468753,0.67234945,69,555.0,8.553024,0.12491384,67.319244,139,70.0,70.0,1.0,0.34241244
dicot-sim-104-2-25.rsml,847.249,31.242,229.95468,20.716522,1,234.0,234.9999,0.49256447,0.34352234,69,574.0,8.873171,0.124215804,61.08323,139,70.0,70.0,1.0,0.488
dicot-sim-104-3-25.rsml,870.30145,33.35867,229.95468,20.882347,1,234.0,234.999,0.48597828,0.8258093,74,593.0,8.585168,0.11667788,65.43043,149,75.0,75.0,1.0,0.44194758
dicot-sim-104-4-25.rsml,959.7105,37.592003,229.95468,20.140366,1,234.0,234.99896,0.48409724,0.74958897,73,685.0,9.927554,0.120008565,71.20722,147,74.0,74.0,1.0,0.45620438
dicot-sim-104-5-25.rsml,892.571,27.347334,229.95468,20.983389,1,234.0,234.99896,0.5064496,0.78971905,75,622.0,8.76763,0.1148652,61.365658,151,76.0,76.0,1.0,0.37634408
dicot-sim-104-6-25.rsml,741.8403,26.67,229.95468,20.131319,1,234.0,234.99556,0.49175456,0.65700585,55,481.0,9.215359,0.12696171,65.61312,111,56.0,56.0,1.0,0.42647058
dicot-sim-104-7-25.rsml,954.4591,31.834667,229.95468,21.232918,1,234.0,235.00002,0.5148446,0.7548521,83,677.0,8.668184,0.114904046,71.49635,167,84.0,84.0,1.0,0.46843854
dicot-sim-104-8-25.rsml,901.8823,25.823334,229.95468,20.838024,1,234.0,234.99889,0.49211037,0.6703059,76,627.0,8.774782,0.118050605,65.25415,153,77.0,77.0,1.0,0.4326241
dicot-sim-104-9-25.rsml,715.2293,32.342667,229.95468,20.369986,1,234.0,234.9994,0.47298208,0.54363406,62,446.0,7.7456403,0.11264695,61.934555,125,63.0,63.0,1.0,0.34375
dicot-sim-105-1-25.rsml,529.95966,45.550667,169.92601,22.56305,1,174.0,174.99182,0.29184532,0.20997754,29,340.0,12.240269,0.11785174,55.841145,59,30.0,30.0,1.0,0.18796992
dicot-sim-105-10-25.rsml,554.4067,45.974003,169.92601,24.131945,1,174.0,174.99135,0.29730296,0.22655259,32,361.0,11.856731,0.11893932,53.157196,65,33.0,33.0,1.0,0.27702704
dicot-sim-105-2-25.rsml,644.2047,47.667336,169.92601,22.359192,1,174.0,174.99973,0.29453754,0.2678912,37,449.0,12.681213,0.121401146,52.38836,75,38.0,38.0,1.0,0.2247191
dicot-sim-105-3-25.rsml,566.85925,41.571335,169.92601,23.316738,1,174.0,174.9872,0.30912182,0.21722344,30,376.0,13.062404,0.1218915,57.7865,61,31.0,31.0,1.0,0.21428572
dicot-sim-105-4-25.rsml,546.20844,51.054,169.92601,23.39301,1,175.0,175.00003,0.2975874,0.19822307,28,358.0,13.257441,0.11936148,55.162045,57,29.0,29.0,1.0,0.2074074
dicot-sim-105-5-25.rsml,496.96143,39.116,169.92601,21.700443,1,174.0,174.99933,0.29864442,0.23707819,32,305.0,10.061316,0.11985723,50.43478,65,33.0,33.0,1.0,0.24087591
dicot-sim-105-6-25.rsml,531.04065,33.697334,169.92601,20.9301,1,174.0,174.99016,0.2941579,0.22227402,30,344.0,11.86835,0.12181577,50.619762,61,31.0,31.0,1.0,0.23741007
dicot-sim-105-7-25.rsml,616.88934,46.820667,169.92601,23.243458,1,174.0,174.99109,0.31257662,0.23514552,31,427.0,14.254783,0.12652625,58.432125,63,32.0,32.0,1.0,0.30718955
dicot-sim-105-8-25.rsml,592.7022,41.571335,169.92601,22.973728,1,174.0,174.99962,0.3038345,0.21946177,31,403.0,13.47428,0.12071306,54.38823,63,32.0,32.0,1.0,0.19205298
dicot-sim-105-9-25.rsml,589.1455,46.312668,169.92601,22.924337,1,174.0,174.99695,0.2868484,0.23310499,30,398.0,13.804955,0.12201368,59.3391,61,31.0,31.0,1.0,0.23448277
dicot-sim-106-1-25.rsml,438.13727,35.983334,304.96933,23.084503,1,309.0,309.9994,0.36921415,0.16929854,11,123.0,11.648899,0.1629629,58.074703,23,12.0,12.0,1.0,0.2826087
dicot-sim-106-10-25.rsml,451.82074,39.793335,304.96933,23.351572,1,309.0,309.99966,0.36783972,0.109134585,12,135.0,11.818419,0.17338592,59.005253,25,13.0,13.0,1.0,0.22
dicot-sim-106-2-25.rsml,474.34622,22.86,304.96933,20.476435,1,309.0,309.99945,0.3615114,0.10348967,15,159.0,10.956454,0.16859631,59.661453,31,16.0,16.0,1.0,0.21666667
dicot-sim-106-3-25.rsml,504.96747,38.69267,304.96933,24.184763,1,309.0,309.99716,0.3568665,0.08390453,13,187.0,14.997711,0.16876897,62.21643,27,14.0,14.0,1.0,0.21311475
dicot-sim-106-4-25.rsml,476.71527,30.564667,304.96933,23.144802,1,309.0,309.99664,0.3827601,0.1364182,15,158.0,11.114575,0.16954215,51.310486,31,16.0,16.0,1.0,0.2
dicot-sim-106-5-25.rsml,472.4283,26.162,304.96933,24.374086,1,309.0,309.99255,0.37781864,0.09681292,15,152.0,10.829049,0.16918407,57.027214,31,16.0,16.0,1.0,0.20338982
dicot-sim-106-6-25.rsml,557.0213,36.068,304.96933,24.098291,1,309.0,309.99396,0.3809776,0.11856596,16,238.0,15.439208,0.16708456,60.46866,33,17.0,17.0,1.0,0.32098764
dicot-sim-106-7-25.rsml,573.2913,43.349335,304.96933,23.345331,1,309.0,309.9935,0.3680584,0.12671736,19,253.0,13.857779,0.16671035,49.414375,39,20.0,20.0,1.0,0.25531915
dicot-sim-106-8-25.rsml,518.9103,33.443333,304.96933,22.065628,1,309.0,309.98544,0.36458528,0.14788522,17,201.0,12.289698,0.16090824,60.557022,35,18.0,18.0,1.0,0.36
dicot-sim-106-9-25.rsml,420.78363,34.29,304.96933,23.432081,1,309.0,309.99463,0.36245212,0.07622097,8,106.0,13.848636,0.16160013,57.232067,17,9.0,9.0,1.0,0.10526316
dicot-sim-107-1-25.rsml,721.20026,29.464,199.98267,22.881134,1,204.0,204.99992,0.8049604,0.21721962,33,497.0,15.642432,0.27284855,34.933228,67,34.0,34.0,1.0,0.16666667
dicot-sim-107-10-25.rsml,825.48065,29.802668,199.98267,23.82315,1,204.0,204.9989,0.7182938,0.21829769,38,599.0,16.328466,0.27387488,33.69354,77,39.0,39.0,1.0,0.16666667
dicot-sim-107-2-25.rsml,850.7447,28.109335,199.98267,22.826519,1,204.0,204.99986,0.8609862,0.24644552,39,624.0,16.557556,0.27973107,36.253025,79,40.0,40.0,1.0,0.23369566
dicot-sim-107-3-25.rsml,620.43646,29.464,199.98267,22.771252,1,204.0,204.99815,0.66652757,0.19205178,31,396.0,13.401238,0.2686387,36.806007,63,32.0,32.0,1.0,0.256
dicot-sim-107-4-25.rsml,679.8136,29.210001,199.98267,21.849583,1,204.0,204.99773,0.7346331,0.1907669,32,460.0,14.837997,0.2628278,38.60657,65,33.0,33.0,1.0,0.22857143
dicot-sim-107-5-25.rsml,678.4717,22.944668,199.98267,23.232145,1,204.0,204.9993,0.7618131,0.19308443,33,456.0,14.34765,0.2706787,33.930897,67,34.0,34.0,1.0,0.14788732
dicot-sim-107-6-25.rsml,768.03186,31.919334,199.98267,22.748291,1,204.0,204.99838,0.7676718,0.20106407,35,545.0,16.086672,0.2734888,33.127617,71,36.0,36.0,1.0,0.22699386
dicot-sim-107-7-25.rsml,594.49445,19.388668,199.98267,21.996592,1,204.0,204.99948,0.7017151,0.19443451,32,372.0,12.171716,0.26159918,33.11089,65,33.0,33.0,1.0,0.18253969
dicot-sim-107-8-25.rsml,685.8975,29.040668,199.98267,22.799227,1,204.0,204.9999,0.78226376,0.2047862,35,460.0,13.739932,0.26938507,33.81024,71,36.0,36.0,1.0,0.23648648
dicot-sim-107-9-25.rsml,657.6371,25.146,199.98267,22.891201,1,204.0,204.99942,0.7443157,0.18723333,32,435.0,14.144929,0.2659665,34.105698,65,33.0,33.0,1.0,0.25179857
dicot-sim-108-1-25.rsml,1418.101,44.45,234.95001,22.623428,1,239.0,239.9957,0.78634155,0.19091411,38,1160.0,31.002768,0.24122429,44.164593,77,39.0,39.0,1.0,0.23841059
dicot-sim-108-10-25.rsml,1588.0851,49.699333,234.95001,22.855623,1,239.0,239.99855,0.8409836,0.23612854,47,1323.0,28.68269,0.24305317,43.008553,95,48.0,48.0,1.0,0.26780626
dicot-sim-108-2-25.rsml,1272.9863,45.29667,234.95001,23.192278,1,239.0,239.99542,0.7988297,0.2110105,42,1011.0,24.595022,0.24087031,41.305115,85,43.0,43.0,1.0,0.2155477
dicot-sim-108-3-25.rsml,1513.1349,45.550667,234.95001,22.728554,1,239.0,239.99648,0.82844335,0.21559706,42,1252.0,30.312817,0.24156211,41.09522,85,43.0,43.0,1.0,0.23192771
dicot-sim-108-4-25.rsml,1313.1708,43.857334,234.95001,23.075079,1,239.0,239.99622,0.8077225,0.21101,42,1052.0,25.551777,0.2351028,43.27076,85,43.0,43.0,1.0,0.2585034
dicot-sim-108-5-25.rsml,1270.5197,42.502666,234.95001,22.975376,1,239.0,239.99728,0.77482504,0.21100931,42,1009.0,24.536247,0.23029946,38.37059,85,43.0,43.0,1.0,0.2535211
dicot-sim-108-6-25.rsml,1221.3866,40.386,234.95001,22.697504,1,239.0,239.99901,0.73111916,0.21603219,43,961.0,22.82297,0.22479185,40.935097,87,44.0,44.0,1.0,0.2080292
dicot-sim-108-7-25.rsml,1463.4052,48.260002,234.95001,23.933405,1,239.0,239.99913,0.7828946,0.22072852,43,1202.0,28.451305,0.22148041,45.238842,87,44.0,44.0,1.0,0.1981132
dicot-sim-108-8-25.rsml,1226.865,44.280666,234.95001,23.121964,1,239.0,239.9995,0.73877066,0.18365484,35,969.0,28.196157,0.23061498,33.61547,71,36.0,36.0,1.0,0.14814815
dicot-sim-108-9-25.rsml,1341.7983,42.079334,234.95001,22.847464,1,239.0,239.99757,0.79489976,0.21603315,43,1079.0,25.623272,0.23695552,43.121296,87,44.0,44.0,1.0,0.23389831
dicot-sim-109-1-25.rsml,4536.0044,52.66267,289.98334,22.418602,1,294.0,294.99326,0.729349,0.37210026,348,4060.0,12.186814,0.09779154,40.038902,697,349.0,349.0,1.0,0.6174636
dicot-sim-109-10-25.rsml,3765.2803,56.049335,289.98334,22.907978,1,294.0,294.9995,0.64209706,0.49868774,294,3319.0,11.803677,0.097156785,43.07011,589,295.0,295.0,1.0,0.58760333
dicot-sim-109-2-25.rsml,3883.6428,49.699333,289.98334,22.05102,1,294.0,294.99982,0.6808702,0.4155232,308,3431.0,11.651441,0.09768067,41.253136,617,309.0,309.0,1.0,0.61441016
dicot-sim-109-3-25.rsml,4013.194,51.985336,289.98334,21.862656,1,294.0,294.99994,0.69411457,0.39254653,302,3568.0,12.311901,0.098474495,42.890606,605,303.0,303.0,1.0,0.5890625
dicot-sim-109-4-25.rsml,4122.584,57.573334,289.98334,22.544243,1,294.0,294.99405,0.6922797,0.39012703,311,3672.0,12.307366,0.099612705,41.502117,623,312.0,312.0,1.0,0.5933385
dicot-sim-109-5-25.rsml,4297.259,49.530003,289.98334,22.434786,1,294.0,294.99854,0.6765852,0.39946514,342,3821.0,11.70252,0.09801738,39.33188,685,343.0,343.0,1.0,0.6097561
dicot-sim-109-6-25.rsml,4203.0522,53.424667,289.98334,21.889435,1,294.0,294.99774,0.7328264,0.44645932,327,3742.0,11.95124,0.09914941,40.497223,655,328.0,328.0,1.0,0.59529066
dicot-sim-109-7-25.rsml,3819.445,56.21867,289.98334,22.250984,1,294.0,294.99966,0.6604779,0.41252416,289,3373.0,12.1953125,0.09819514,42.239834,579,290.0,290.0,1.0,0.59409285
dicot-sim-109-8-25.rsml,3915.2048,49.445335,289.98334,22.13461,1,294.0,294.99942,0.66978824,0.3973041,316,3455.0,11.456347,0.09655364,43.01378,633,317.0,317.0,1.0,0.6029874
dicot-sim-109-9-25.rsml,3381.9482,48.937336,289.98334,22.165707,1,294.0,294.9984,0.68535185,0.41948763,248,2960.0,12.447375,0.1017658,41.94522,497,249.0,249.0,1.0,0.5746124
dicot-sim-11-1-8.rsml,2735.6316,41.571335,139.95401,22.80204,1,144.0,144.99712,4.989276,0.6079176,72,2549.0,35.981033,0.9857331,30.886679,145,73.0,73.0,1.0,0.5399361
dicot-sim-11-10-8.rsml,2611.4622,38.523335,139.95401,22.803505,1,144.0,144.9994,5.1930723,0.6079058,72,2431.0,34.256428,1.0359536,26.447485,145,73.0,73.0,1.0,0.60755336
dicot-sim-11-2-8.rsml,2914.6963,42.926003,139.95401,22.904179,1,144.0,144.99905,5.1641483,0.60790765,72,2730.0,38.46802,1.0002967,30.125711,145,73.0,73.0,1.0,0.6166667
dicot-sim-11-3-8.rsml,2814.4592,44.280666,139.95401,22.648628,1,144.0,144.99675,5.082089,0.60791945,72,2623.0,37.075863,0.9954228,28.617409,145,73.0,73.0,1.0,0.63141525
dicot-sim-11-4-8.rsml,2757.2295,42.756668,139.95401,22.717014,1,144.0,144.99883,5.1695404,0.60790884,72,2568.0,36.28098,1.0575712,31.300117,145,73.0,73.0,1.0,0.5898251
dicot-sim-11-5-8.rsml,2744.8354,42.333336,139.95401,22.965029,1,144.0,144.99983,5.3698826,0.6079037,72,2555.0,36.10883,1.0969137,27.464445,145,73.0,73.0,1.0,0.62916005
dicot-sim-11-6-8.rsml,2639.512,41.74067,139.95401,23.157122,1,144.0,144.99945,5.3446455,0.6079056,72,2453.0,34.646008,1.0752602,30.135586,145,73.0,73.0,1.0,0.5874587
dicot-sim-11-7-8.rsml,2968.685,45.466,139.95401,22.953482,1,144.0,144.9998,5.507415,0.60790384,72,2781.0,39.217842,1.0670422,31.331947,145,73.0,73.0,1.0,0.6098655
dicot-sim-11-8-8.rsml,2961.3987,42.502666,139.95401,22.967524,1,144.0,144.99547,5.4545445,0.607926,72,2775.0,39.116703,1.0567409,28.175343,145,73.0,73.0,1.0,0.61812776
dicot-sim-11-9-8.rsml,2729.823,42.756668,139.95401,22.570704,1,144.0,144.99947,5.4644465,0.60790557,72,2546.0,35.900326,1.0561774,29.992653,145,73.0,73.0,1.0,0.6134185
dicot-sim-110-1-25.rsml,4671.6377,45.381336,169.92601,20.12284,1,174.0,174.99828,0.70993257,0.7299946,506,4236.0,8.88664,0.10241017,54.194115,1013,507.0,507.0,1.0,0.6457524
dicot-sim-110-10-25.rsml,4434.073,43.688,169.92601,19.950344,1,174.0,174.99637,0.66755235,0.68643075,488,4018.0,8.727614,0.10146298,52.794693,977,489.0,489.0,1.0,0.65224916
dicot-sim-110-2-25.rsml,4916.412,57.74267,169.92601,19.778917,1,174.0,174.99045,0.7338361,0.72073776,539,4471.0,8.796701,0.104863465,53.99707,1079,540.0,540.0,1.0,0.6589267
dicot-sim-110-3-25.rsml,4450.73,43.264668,169.92601,19.326727,1,174.0,174.9996,0.6667503,0.6877282,486,4038.0,8.797798,0.10298931,54.567787,973,487.0,487.0,1.0,0.6653272
dicot-sim-110-4-25.rsml,4663.983,48.006,169.92601,20.090853,1,174.0,174.99986,0.71689594,0.75040984,507,4223.0,8.854009,0.10445575,52.587147,1015,508.0,508.0,1.0,0.647582
