"","image","specie","group","id","mean_prim_diameter","mean_lat_diameter"
"4074","dicot-sim-466-3-20.rsml","dicot","466","3",0.066388965,0.023060894
"4075","dicot-sim-466-4-20.rsml","dicot","466","4",0.07491593,0.025215084
"4076","dicot-sim-466-5-20.rsml","dicot","466","5",0.08316601,0.025683345
"4077","dicot-sim-466-6-20.rsml","dicot","466","6",0.07272037,0.024526732
"4078","dicot-sim-466-7-20.rsml","dicot","466","7",0.07909063,0.023912065
"4079","dicot-sim-466-8-20.rsml","dicot","466","8",0.07331972,0.024672046
"4080","dicot-sim-466-9-20.rsml","dicot","466","9",0.07780279,0.024429899
"4081","dicot-sim-467-1-20.rsml","dicot","467","1",0.053233474,0.021068102
"4082","dicot-sim-467-10-20.rsml","dicot","467","10",0.056171987,0.02181515
"4083","dicot-sim-467-2-20.rsml","dicot","467","2",0.054120116,0.021622242
"4084","dicot-sim-467-3-20.rsml","dicot","467","3",0.05574715,0.021225357
"4085","dicot-sim-467-4-20.rsml","dicot","467","4",0.054526053,0.021686448
"4086","dicot-sim-467-5-20.rsml","dicot","467","5",0.056442764,0.021221919
"4087","dicot-sim-467-6-20.rsml","dicot","467","6",0.057258446,0.021823904
"4088","dicot-sim-467-7-20.rsml","dicot","467","7",0.055006873,0.021476936
"4089","dicot-sim-467-8-20.rsml","dicot","467","8",0.0536537,0.021847058
"4090","dicot-sim-467-9-20.rsml","dicot","467","9",0.05426195,0.021908399
"4091","dicot-sim-468-1-20.rsml","dicot","468","1",0.048506215,0.017875835
"4092","dicot-sim-468-10-20.rsml","dicot","468","10",0.048930205,0.01453563
"4093","dicot-sim-468-2-20.rsml","dicot","468","2",0.049862877,0.017816002
"4094","dicot-sim-468-3-20.rsml","dicot","468","3",0.04768413,0.016964292
"4095","dicot-sim-468-4-20.rsml","dicot","468","4",0.048953626,0.017666878
"4096","dicot-sim-468-5-20.rsml","dicot","468","5",0.04899748,0.017364925
"4097","dicot-sim-468-6-20.rsml","dicot","468","6",0.04896827,0.016557792
"4098","dicot-sim-468-7-20.rsml","dicot","468","7",0.046581097,0.014437508
"4099","dicot-sim-468-8-20.rsml","dicot","468","8",0.047131028,0.018065305
"4100","dicot-sim-468-9-20.rsml","dicot","468","9",0.048298012,0.014982111
"4101","dicot-sim-469-1-20.rsml","dicot","469","1",0.07306748,0.01988174
"4102","dicot-sim-469-10-20.rsml","dicot","469","10",0.07293045,0.019877328
"4103","dicot-sim-469-2-20.rsml","dicot","469","2",0.07287709,0.019943522
"4104","dicot-sim-469-3-20.rsml","dicot","469","3",0.071158886,0.019859146
"4105","dicot-sim-469-4-20.rsml","dicot","469","4",0.07050882,0.020057956
"4106","dicot-sim-469-5-20.rsml","dicot","469","5",0.0743656,0.019934978
"4107","dicot-sim-469-6-20.rsml","dicot","469","6",0.07487899,0.019756647
"4108","dicot-sim-469-7-20.rsml","dicot","469","7",0.07175609,0.01996279
"4109","dicot-sim-469-8-20.rsml","dicot","469","8",0.07209473,0.020386167
"4110","dicot-sim-469-9-20.rsml","dicot","469","9",0.069672264,0.01957944
"4111","dicot-sim-47-1-20.rsml","dicot","47","1",0.08484181,0.018302567
"4112","dicot-sim-47-10-20.rsml","dicot","47","10",0.0793225,0.01855958
"4113","dicot-sim-47-2-20.rsml","dicot","47","2",0.07950086,0.01787169
"4114","dicot-sim-47-3-20.rsml","dicot","47","3",0.07799062,0.017757796
"4115","dicot-sim-47-4-20.rsml","dicot","47","4",0.08589424,0.018347042
"4116","dicot-sim-47-5-20.rsml","dicot","47","5",0.0754866,0.017610759
"4117","dicot-sim-47-6-20.rsml","dicot","47","6",0.08035984,0.018242255
"4118","dicot-sim-47-7-20.rsml","dicot","47","7",0.08425825,0.018475397
"4119","dicot-sim-47-8-20.rsml","dicot","47","8",0.081116445,0.018734105
"4120","dicot-sim-47-9-20.rsml","dicot","47","9",0.082518905,0.018835884
"4121","dicot-sim-470-1-20.rsml","dicot","470","1",0.10516398,0.02357366
"4122","dicot-sim-470-10-20.rsml","dicot","470","10",0.11147451,0.024347976
"4123","dicot-sim-470-2-20.rsml","dicot","470","2",0.10493266,0.024225507
"4124","dicot-sim-470-3-20.rsml","dicot","470","3",0.10501192,0.023696428
"4125","dicot-sim-470-4-20.rsml","dicot","470","4",0.1096895,0.024155868
"4126","dicot-sim-470-5-20.rsml","dicot","470","5",0.1036736,0.024334801
"4127","dicot-sim-470-6-20.rsml","dicot","470","6",0.105477475,0.02356821
"4128","dicot-sim-470-7-20.rsml","dicot","470","7",0.10666415,0.023538655
"4129","dicot-sim-470-8-20.rsml","dicot","470","8",0.107391044,0.023918843
"4130","dicot-sim-470-9-20.rsml","dicot","470","9",0.10627421,0.023352044
"4131","dicot-sim-471-1-20.rsml","dicot","471","1",0.112142004,0.022625633
"4132","dicot-sim-471-10-20.rsml","dicot","471","10",0.111704394,0.02253213
"4133","dicot-sim-471-2-20.rsml","dicot","471","2",0.10736222,0.022500446
"4134","dicot-sim-471-3-20.rsml","dicot","471","3",0.105797574,0.022543704
"4135","dicot-sim-471-4-20.rsml","dicot","471","4",0.106311426,0.022346545
"4136","dicot-sim-471-5-20.rsml","dicot","471","5",0.11235451,0.022719292
"4137","dicot-sim-471-6-20.rsml","dicot","471","6",0.10770764,0.023479749
"4138","dicot-sim-471-7-20.rsml","dicot","471","7",0.10980818,0.02288171
"4139","dicot-sim-471-8-20.rsml","dicot","471","8",0.11047063,0.022502434
"4140","dicot-sim-471-9-20.rsml","dicot","471","9",0.10535887,0.022766853
"4141","dicot-sim-472-1-20.rsml","dicot","472","1",0.031652987,0.013762901
"4142","dicot-sim-472-10-20.rsml","dicot","472","10",0.032761868,0.014377085
"4143","dicot-sim-472-2-20.rsml","dicot","472","2",0.03338766,0.013922209
"4144","dicot-sim-472-3-20.rsml","dicot","472","3",0.034047693,0.014337119
"4145","dicot-sim-472-4-20.rsml","dicot","472","4",0.033322338,0.014247011
"4146","dicot-sim-472-5-20.rsml","dicot","472","5",0.03302275,0.014403217
"4147","dicot-sim-472-6-20.rsml","dicot","472","6",0.032224633,0.014011458
"4148","dicot-sim-472-7-20.rsml","dicot","472","7",0.033191938,0.013741003
"4149","dicot-sim-472-8-20.rsml","dicot","472","8",0.033472933,0.014171733
"4150","dicot-sim-472-9-20.rsml","dicot","472","9",0.032757718,0.0144268405
"4151","dicot-sim-473-1-20.rsml","dicot","473","1",0.08520589,0.014296962
"4152","dicot-sim-473-10-20.rsml","dicot","473","10",0.085530184,0.014205604
"4153","dicot-sim-473-2-20.rsml","dicot","473","2",0.0864443,0.014492508
"4154","dicot-sim-473-3-20.rsml","dicot","473","3",0.08892511,0.014218447
"4155","dicot-sim-473-4-20.rsml","dicot","473","4",0.08721926,0.014168182
"4156","dicot-sim-473-5-20.rsml","dicot","473","5",0.09032526,0.014582599
"4157","dicot-sim-473-6-20.rsml","dicot","473","6",0.08847088,0.014522247
"4158","dicot-sim-473-7-20.rsml","dicot","473","7",0.09110645,0.014183663
"4159","dicot-sim-473-8-20.rsml","dicot","473","8",0.08649729,0.014273862
"4160","dicot-sim-473-9-20.rsml","dicot","473","9",0.08731793,0.014287513
"4161","dicot-sim-474-1-20.rsml","dicot","474","1",0.11631464,0.029705642
"4162","dicot-sim-474-10-20.rsml","dicot","474","10",0.11568117,0.030470636
"4163","dicot-sim-474-2-20.rsml","dicot","474","2",0.1038264,0.030176504
"4164","dicot-sim-474-3-20.rsml","dicot","474","3",0.103507586,0.029807057
"4165","dicot-sim-474-4-20.rsml","dicot","474","4",0.112020776,0.030267738
"4166","dicot-sim-474-5-20.rsml","dicot","474","5",0.1026109,0.030558914
"4167","dicot-sim-474-6-20.rsml","dicot","474","6",0.112403244,0.031881537
"4168","dicot-sim-474-7-20.rsml","dicot","474","7",0.113897845,0.029900262
"4169","dicot-sim-474-8-20.rsml","dicot","474","8",0.1153208,0.030426508
"4170","dicot-sim-474-9-20.rsml","dicot","474","9",0.10987854,0.030670976
"4171","dicot-sim-475-1-20.rsml","dicot","475","1",0.041139647,0.0151117
"4172","dicot-sim-475-10-20.rsml","dicot","475","10",0.038842123,0.015252069
"4173","dicot-sim-475-2-20.rsml","dicot","475","2",0.04225604,0.015491411
"4174","dicot-sim-475-3-20.rsml","dicot","475","3",0.04155389,0.016121866
"4175","dicot-sim-475-4-20.rsml","dicot","475","4",0.042004175,0.01605082
"4176","dicot-sim-475-5-20.rsml","dicot","475","5",0.040525932,0.015552559
"4177","dicot-sim-475-6-20.rsml","dicot","475","6",0.040018696,0.015722614
"4178","dicot-sim-475-7-20.rsml","dicot","475","7",0.04085222,0.015654247
"4179","dicot-sim-475-8-20.rsml","dicot","475","8",0.04132863,0.015933026
"4180","dicot-sim-475-9-20.rsml","dicot","475","9",0.040216006,0.0148792025
"4181","dicot-sim-476-1-20.rsml","dicot","476","1",0.087657794,0.014072669
"4182","dicot-sim-476-10-20.rsml","dicot","476","10",0.08537654,0.014492194
"4183","dicot-sim-476-2-20.rsml","dicot","476","2",0.09000768,0.014080247
"4184","dicot-sim-476-3-20.rsml","dicot","476","3",0.08700301,0.0144396005
"4185","dicot-sim-476-4-20.rsml","dicot","476","4",0.09060006,0.014082185
"4186","dicot-sim-476-5-20.rsml","dicot","476","5",0.08876855,0.014412339
"4187","dicot-sim-476-6-20.rsml","dicot","476","6",0.08495459,0.0139297815
"4188","dicot-sim-476-7-20.rsml","dicot","476","7",0.086947165,0.014036302
"4189","dicot-sim-476-8-20.rsml","dicot","476","8",0.08513595,0.01385643
"4190","dicot-sim-476-9-20.rsml","dicot","476","9",0.08825305,0.0140983
"4191","dicot-sim-477-1-20.rsml","dicot","477","1",0.06372185,0.021261748
"4192","dicot-sim-477-10-20.rsml","dicot","477","10",0.06599712,0.021145932
"4193","dicot-sim-477-2-20.rsml","dicot","477","2",0.06717136,0.021144042
"4194","dicot-sim-477-3-20.rsml","dicot","477","3",0.06664975,0.021312337
"4195","dicot-sim-477-4-20.rsml","dicot","477","4",0.065101184,0.0206968
"4196","dicot-sim-477-5-20.rsml","dicot","477","5",0.06362917,0.020316351
"4197","dicot-sim-477-6-20.rsml","dicot","477","6",0.06963119,0.021031883
"4198","dicot-sim-477-7-20.rsml","dicot","477","7",0.06474057,0.021044604
"4199","dicot-sim-477-8-20.rsml","dicot","477","8",0.062492248,0.021108652
"4200","dicot-sim-477-9-20.rsml","dicot","477","9",0.06829812,0.021402555
"4201","dicot-sim-478-1-20.rsml","dicot","478","1",0.027879827,0.00943687
"4202","dicot-sim-478-10-20.rsml","dicot","478","10",0.027094312,0.00914695
"4203","dicot-sim-478-2-20.rsml","dicot","478","2",0.027492821,0.009649991
"4204","dicot-sim-478-3-20.rsml","dicot","478","3",0.02694084,0.009524541
"4205","dicot-sim-478-4-20.rsml","dicot","478","4",0.027376777,0.009205793
"4206","dicot-sim-478-5-20.rsml","dicot","478","5",0.028395161,0.009677699
"4207","dicot-sim-478-6-20.rsml","dicot","478","6",0.027508467,0.009341267
"4208","dicot-sim-478-7-20.rsml","dicot","478","7",0.027270813,0.0094320625
"4209","dicot-sim-478-8-20.rsml","dicot","478","8",0.027820986,0.009276112
"4210","dicot-sim-478-9-20.rsml","dicot","478","9",0.02737,0.009438845
"4211","dicot-sim-479-1-20.rsml","dicot","479","1",0.05894538,0.019409902
"4212","dicot-sim-479-10-20.rsml","dicot","479","10",0.06330965,0.020460624
"4213","dicot-sim-479-2-20.rsml","dicot","479","2",0.060728177,0.018954746
"4214","dicot-sim-479-3-20.rsml","dicot","479","3",0.06204551,0.019437889
"4215","dicot-sim-479-4-20.rsml","dicot","479","4",0.06318685,0.019888043
"4216","dicot-sim-479-5-20.rsml","dicot","479","5",0.06270681,0.019477021
"4217","dicot-sim-479-6-20.rsml","dicot","479","6",0.06167499,0.019454539
"4218","dicot-sim-479-7-20.rsml","dicot","479","7",0.063041046,0.019650122
"4219","dicot-sim-479-8-20.rsml","dicot","479","8",0.05867275,0.019809792
"4220","dicot-sim-479-9-20.rsml","dicot","479","9",0.06120348,0.020359201
"4221","dicot-sim-48-1-20.rsml","dicot","48","1",0.055560682,0.013669137
"4222","dicot-sim-48-10-20.rsml","dicot","48","10",0.05377267,0.013605149
"4223","dicot-sim-48-2-20.rsml","dicot","48","2",0.054352008,0.01349394
"4224","dicot-sim-48-3-20.rsml","dicot","48","3",0.05542888,0.013595014
"4225","dicot-sim-48-4-20.rsml","dicot","48","4",0.055684946,0.013573431
"4226","dicot-sim-48-5-20.rsml","dicot","48","5",0.055769388,0.013821805
"4227","dicot-sim-48-6-20.rsml","dicot","48","6",0.054227084,0.013489768
"4228","dicot-sim-48-7-20.rsml","dicot","48","7",0.055571344,0.013647851
"4229","dicot-sim-48-8-20.rsml","dicot","48","8",0.05642646,0.013668619
"4230","dicot-sim-48-9-20.rsml","dicot","48","9",0.056090396,0.013665662
"4231","dicot-sim-480-1-20.rsml","dicot","480","1",0.06858725,0.018714266
"4232","dicot-sim-480-10-20.rsml","dicot","480","10",0.06529474,0.018638982
"4233","dicot-sim-480-2-20.rsml","dicot","480","2",0.06179268,0.018652765
"4234","dicot-sim-480-3-20.rsml","dicot","480","3",0.06935192,0.019135397
"4235","dicot-sim-480-4-20.rsml","dicot","480","4",0.06773541,0.018775333
"4236","dicot-sim-480-5-20.rsml","dicot","480","5",0.066508554,0.018903406
"4237","dicot-sim-480-6-20.rsml","dicot","480","6",0.0692899,0.018801419
"4238","dicot-sim-480-7-20.rsml","dicot","480","7",0.06794857,0.018994115
"4239","dicot-sim-480-8-20.rsml","dicot","480","8",0.06429548,0.018723896
"4240","dicot-sim-480-9-20.rsml","dicot","480","9",0.070272475,0.019146103
"4241","dicot-sim-481-1-20.rsml","dicot","481","1",0.12929894,0.023543233
"4242","dicot-sim-481-10-20.rsml","dicot","481","10",0.12869543,0.023103964
"4243","dicot-sim-481-2-20.rsml","dicot","481","2",0.13428755,0.023655195
"4244","dicot-sim-481-3-20.rsml","dicot","481","3",0.12486707,0.023763115
"4245","dicot-sim-481-4-20.rsml","dicot","481","4",0.13357197,0.023951652
"4246","dicot-sim-481-5-20.rsml","dicot","481","5",0.13036409,0.023820898
"4247","dicot-sim-481-6-20.rsml","dicot","481","6",0.13585353,0.023565479
"4248","dicot-sim-481-7-20.rsml","dicot","481","7",0.1360082,0.023871183
"4249","dicot-sim-481-8-20.rsml","dicot","481","8",0.13065603,0.023377025
"4250","dicot-sim-481-9-20.rsml","dicot","481","9",0.12777995,0.023321468
"4251","dicot-sim-482-1-20.rsml","dicot","482","1",0.0367072,0.011785537
"4252","dicot-sim-482-10-20.rsml","dicot","482","10",0.036664307,0.012331997
"4253","dicot-sim-482-2-20.rsml","dicot","482","2",0.038388256,0.011911746
"4254","dicot-sim-482-3-20.rsml","dicot","482","3",0.036992706,0.011706581
"4255","dicot-sim-482-4-20.rsml","dicot","482","4",0.03708844,0.012068355
"4256","dicot-sim-482-5-20.rsml","dicot","482","5",0.036842257,0.011839831
"4257","dicot-sim-482-6-20.rsml","dicot","482","6",0.037112724,0.0125918165
"4258","dicot-sim-482-7-20.rsml","dicot","482","7",0.03657245,0.011937816
"4259","dicot-sim-482-8-20.rsml","dicot","482","8",0.03661048,0.012108821
"4260","dicot-sim-482-9-20.rsml","dicot","482","9",0.036267675,0.0116578825
"4261","dicot-sim-483-1-20.rsml","dicot","483","1",0.054945625,0.017070264
"4262","dicot-sim-483-10-20.rsml","dicot","483","10",0.054427117,0.017204022
"4263","dicot-sim-483-2-20.rsml","dicot","483","2",0.059095375,0.017175348
"4264","dicot-sim-483-3-20.rsml","dicot","483","3",0.057138905,0.017151166
"4265","dicot-sim-483-4-20.rsml","dicot","483","4",0.054612793,0.016852241
"4266","dicot-sim-483-5-20.rsml","dicot","483","5",0.053875525,0.016833004
"4267","dicot-sim-483-6-20.rsml","dicot","483","6",0.05882406,0.016986782
"4268","dicot-sim-483-7-20.rsml","dicot","483","7",0.058179546,0.017281374
"4269","dicot-sim-483-8-20.rsml","dicot","483","8",0.05794478,0.017315544
"4270","dicot-sim-483-9-20.rsml","dicot","483","9",0.058243886,0.017032735
"4271","dicot-sim-484-1-20.rsml","dicot","484","1",0.040883955,0.01247987
"4272","dicot-sim-484-10-20.rsml","dicot","484","10",0.041637257,0.010265968
"4273","dicot-sim-484-2-20.rsml","dicot","484","2",0.04206765,0.014906972
"4274","dicot-sim-484-3-20.rsml","dicot","484","3",0.040220696,0.011228424
"4275","dicot-sim-484-4-20.rsml","dicot","484","4",0.04059902,0.0153352525
"4276","dicot-sim-484-5-20.rsml","dicot","484","5",0.042340234,0.011927481
"4277","dicot-sim-484-6-20.rsml","dicot","484","6",0.041954108,0.0132772075
"4278","dicot-sim-484-7-20.rsml","dicot","484","7",0.043293916,0.016824083
"4279","dicot-sim-484-8-20.rsml","dicot","484","8",0.040209778,0.012866173
"4280","dicot-sim-484-9-20.rsml","dicot","484","9",0.04060301,0.014003466
"4281","dicot-sim-485-1-10.rsml","dicot","485","1",0.36533886,0.08234704
"4282","dicot-sim-485-10-10.rsml","dicot","485","10",0.3579506,0.07492052
"4283","dicot-sim-485-2-10.rsml","dicot","485","2",0.3631323,0.07498421
"4284","dicot-sim-485-3-10.rsml","dicot","485","3",0.3627099,0.07842251
"4285","dicot-sim-485-4-10.rsml","dicot","485","4",0.3456319,0.07322869
"4286","dicot-sim-485-5-10.rsml","dicot","485","5",0.34961286,0.07754667
"4287","dicot-sim-485-6-10.rsml","dicot","485","6",0.35394344,0.075854056
"4288","dicot-sim-485-7-10.rsml","dicot","485","7",0.3601593,0.076858416
"4289","dicot-sim-485-8-10.rsml","dicot","485","8",0.35252234,0.075483344
"4290","dicot-sim-485-9-10.rsml","dicot","485","9",0.38182735,0.08412409
"4291","dicot-sim-486-1-15.rsml","dicot","486","1",0.1363132,0.019190056
"4292","dicot-sim-486-10-14.rsml","dicot","486","10",0.12937048,0.019503683
"4293","dicot-sim-486-2-14.rsml","dicot","486","2",0.12936667,0.019658448
"4294","dicot-sim-486-3-14.rsml","dicot","486","3",0.12531692,0.01870321
"4295","dicot-sim-486-4-15.rsml","dicot","486","4",0.13460498,0.019183865
"4296","dicot-sim-486-5-14.rsml","dicot","486","5",0.12580362,0.01898096
"4297","dicot-sim-486-6-15.rsml","dicot","486","6",0.13600543,0.019161802
"4298","dicot-sim-486-7-15.rsml","dicot","486","7",0.134297,0.018823588
"4299","dicot-sim-486-8-14.rsml","dicot","486","8",0.12610185,0.01921966
"4300","dicot-sim-486-9-15.rsml","dicot","486","9",0.13857234,0.019035557
"4301","dicot-sim-487-1-12.rsml","dicot","487","1",0.18661912,0.027033826
"4302","dicot-sim-487-10-12.rsml","dicot","487","10",0.1806774,0.027042639
"4303","dicot-sim-487-2-12.rsml","dicot","487","2",0.18578638,0.026685622
"4304","dicot-sim-487-3-12.rsml","dicot","487","3",0.17526779,0.025962984
"4305","dicot-sim-487-4-12.rsml","dicot","487","4",0.18406993,0.027753906
"4306","dicot-sim-487-5-12.rsml","dicot","487","5",0.17851236,0.026257036
"4307","dicot-sim-487-6-12.rsml","dicot","487","6",0.18067746,0.026734212
"4308","dicot-sim-487-7-12.rsml","dicot","487","7",0.17816216,0.026530288
"4309","dicot-sim-487-8-13.rsml","dicot","487","8",0.19401708,0.026483685
"4310","dicot-sim-487-9-13.rsml","dicot","487","9",0.18550558,0.026137315
"4311","dicot-sim-488-1-20.rsml","dicot","488","1",0.043436512,0.018451687
"4312","dicot-sim-488-10-20.rsml","dicot","488","10",0.043204907,0.018464625
"4313","dicot-sim-488-2-20.rsml","dicot","488","2",0.041786853,0.018406939
"4314","dicot-sim-488-3-20.rsml","dicot","488","3",0.043174505,0.018588098
"4315","dicot-sim-488-4-20.rsml","dicot","488","4",0.04160994,0.018065669
"4316","dicot-sim-488-5-20.rsml","dicot","488","5",0.049970437,0.01914962
"4317","dicot-sim-488-6-20.rsml","dicot","488","6",0.045053694,0.018580006
"4318","dicot-sim-488-7-20.rsml","dicot","488","7",0.04522332,0.019211859
"4319","dicot-sim-488-8-20.rsml","dicot","488","8",0.04386087,0.018306784
"4320","dicot-sim-488-9-20.rsml","dicot","488","9",0.037078544,0.019062255
"4321","dicot-sim-489-1-20.rsml","dicot","489","1",0.04515878,0.015330721
"4322","dicot-sim-489-10-20.rsml","dicot","489","10",0.043932226,0.016450994
"4323","dicot-sim-489-2-20.rsml","dicot","489","2",0.045370836,0.016264599
"4324","dicot-sim-489-3-20.rsml","dicot","489","3",0.045442354,0.015867276
"4325","dicot-sim-489-4-20.rsml","dicot","489","4",0.045844592,0.015735177
"4326","dicot-sim-489-5-20.rsml","dicot","489","5",0.04407498,0.015569578
"4327","dicot-sim-489-6-20.rsml","dicot","489","6",0.04511803,0.015301852
"4328","dicot-sim-489-7-20.rsml","dicot","489","7",0.04661057,0.016380318
"4329","dicot-sim-489-8-20.rsml","dicot","489","8",0.044222094,0.016388413
"4330","dicot-sim-489-9-20.rsml","dicot","489","9",0.045660533,0.016561117
"4331","dicot-sim-49-1-20.rsml","dicot","49","1",0.21859905,0.04471042
"4332","dicot-sim-49-10-20.rsml","dicot","49","10",0.2074824,0.04281553
"4333","dicot-sim-49-2-20.rsml","dicot","49","2",0.23507106,0.047632776
"4334","dicot-sim-49-3-20.rsml","dicot","49","3",0.22767094,0.046334364
"4335","dicot-sim-49-4-20.rsml","dicot","49","4",0.21767655,0.044460595
"4336","dicot-sim-49-5-20.rsml","dicot","49","5",0.23167457,0.045925587
"4337","dicot-sim-49-6-20.rsml","dicot","49","6",0.21553306,0.042989716
"4338","dicot-sim-49-7-20.rsml","dicot","49","7",0.21487248,0.045108486
"4339","dicot-sim-49-8-20.rsml","dicot","49","8",0.2134948,0.042829
"4340","dicot-sim-49-9-20.rsml","dicot","49","9",0.22524513,0.047744792
"4341","dicot-sim-490-1-20.rsml","dicot","490","1",0.16476266,0.017875943
"4342","dicot-sim-490-10-20.rsml","dicot","490","10",0.17653708,0.01824789
"4343","dicot-sim-490-2-20.rsml","dicot","490","2",0.16705912,0.017912678
"4344","dicot-sim-490-3-20.rsml","dicot","490","3",0.18074422,0.018687
"4345","dicot-sim-490-4-20.rsml","dicot","490","4",0.1725737,0.017909646
"4346","dicot-sim-490-5-20.rsml","dicot","490","5",0.17100693,0.018009046
"4347","dicot-sim-490-6-20.rsml","dicot","490","6",0.17117223,0.017969208
"4348","dicot-sim-490-7-20.rsml","dicot","490","7",0.17310484,0.018496959
"4349","dicot-sim-490-8-20.rsml","dicot","490","8",0.1743737,0.018337406
"4350","dicot-sim-490-9-20.rsml","dicot","490","9",0.17799942,0.01873275
"4351","dicot-sim-491-1-9.rsml","dicot","491","1",0.4887043,0.09141375
"4352","dicot-sim-491-10-9.rsml","dicot","491","10",0.4815975,0.08861115
"4353","dicot-sim-491-2-9.rsml","dicot","491","2",0.47869638,0.08791074
"4354","dicot-sim-491-3-9.rsml","dicot","491","3",0.4648221,0.088256694
"4355","dicot-sim-491-4-9.rsml","dicot","491","4",0.49055618,0.09102851
"4356","dicot-sim-491-5-9.rsml","dicot","491","5",0.46112183,0.08804942
"4357","dicot-sim-491-6-9.rsml","dicot","491","6",0.48719263,0.08891558
"4358","dicot-sim-491-7-9.rsml","dicot","491","7",0.4750924,0.089137584
"4359","dicot-sim-491-8-9.rsml","dicot","491","8",0.46488246,0.08504673
"4360","dicot-sim-491-9-9.rsml","dicot","491","9",0.4548134,0.08239003
"4361","dicot-sim-492-1-20.rsml","dicot","492","1",0.042454425,0.015028951
"4362","dicot-sim-492-10-20.rsml","dicot","492","10",0.042748146,0.015043069
"4363","dicot-sim-492-2-20.rsml","dicot","492","2",0.04167297,0.015206397
"4364","dicot-sim-492-3-20.rsml","dicot","492","3",0.042407975,0.014930634
"4365","dicot-sim-492-4-20.rsml","dicot","492","4",0.042287357,0.014580769
"4366","dicot-sim-492-5-20.rsml","dicot","492","5",0.042437844,0.014489506
"4367","dicot-sim-492-6-20.rsml","dicot","492","6",0.04266499,0.014813053
"4368","dicot-sim-492-7-20.rsml","dicot","492","7",0.04183659,0.015176873
"4369","dicot-sim-492-8-20.rsml","dicot","492","8",0.04168687,0.014387935
"4370","dicot-sim-492-9-20.rsml","dicot","492","9",0.04150353,0.01526236
"4371","dicot-sim-493-1-20.rsml","dicot","493","1",0.06900973,0.017849598
"4372","dicot-sim-493-10-20.rsml","dicot","493","10",0.06546884,0.017656036
"4373","dicot-sim-493-2-20.rsml","dicot","493","2",0.07204627,0.01846837
"4374","dicot-sim-493-3-20.rsml","dicot","493","3",0.068218164,0.018007817
"4375","dicot-sim-493-4-20.rsml","dicot","493","4",0.0678613,0.017859874
"4376","dicot-sim-493-5-20.rsml","dicot","493","5",0.06939522,0.017808584
"4377","dicot-sim-493-6-20.rsml","dicot","493","6",0.06886639,0.017914541
"4378","dicot-sim-493-7-20.rsml","dicot","493","7",0.06823381,0.0178618
"4379","dicot-sim-493-8-20.rsml","dicot","493","8",0.07019697,0.01780561
"4380","dicot-sim-493-9-20.rsml","dicot","493","9",0.068796635,0.017916257
"4381","dicot-sim-494-1-20.rsml","dicot","494","1",0.04604478,0.013930922
"4382","dicot-sim-494-10-20.rsml","dicot","494","10",0.04815713,0.013908946
"4383","dicot-sim-494-2-20.rsml","dicot","494","2",0.04810128,0.014269971
"4384","dicot-sim-494-3-20.rsml","dicot","494","3",0.049213942,0.0138241565
"4385","dicot-sim-494-4-20.rsml","dicot","494","4",0.0486034,0.013691351
"4386","dicot-sim-494-5-20.rsml","dicot","494","5",0.04764121,0.01386935
"4387","dicot-sim-494-6-20.rsml","dicot","494","6",0.048417863,0.014164935
"4388","dicot-sim-494-7-20.rsml","dicot","494","7",0.04787267,0.013777537
"4389","dicot-sim-494-8-20.rsml","dicot","494","8",0.047433134,0.013959769
"4390","dicot-sim-494-9-20.rsml","dicot","494","9",0.048337,0.0141481515
"4391","dicot-sim-495-1-20.rsml","dicot","495","1",0.044587567,0.018405162
"4392","dicot-sim-495-10-20.rsml","dicot","495","10",0.044794258,0.019228116
"4393","dicot-sim-495-2-20.rsml","dicot","495","2",0.0438921,0.018391058
"4394","dicot-sim-495-3-20.rsml","dicot","495","3",0.043973833,0.01864111
"4395","dicot-sim-495-4-20.rsml","dicot","495","4",0.045483418,0.019581681
"4396","dicot-sim-495-5-20.rsml","dicot","495","5",0.048964158,0.019764723
"4397","dicot-sim-495-6-20.rsml","dicot","495","6",0.047905996,0.019746682
"4398","dicot-sim-495-7-20.rsml","dicot","495","7",0.047155175,0.018879205
"4399","dicot-sim-495-8-20.rsml","dicot","495","8",0.049430523,0.019987952
"4400","dicot-sim-495-9-20.rsml","dicot","495","9",0.047611196,0.020125013
"4401","dicot-sim-496-1-20.rsml","dicot","496","1",0.055343196,0.026453493
"4402","dicot-sim-496-10-20.rsml","dicot","496","10",0.057386927,0.026624575
"4403","dicot-sim-496-2-20.rsml","dicot","496","2",0.05493772,0.025075588
"4404","dicot-sim-496-3-20.rsml","dicot","496","3",0.057671823,0.026255745
"4405","dicot-sim-496-4-20.rsml","dicot","496","4",0.05511723,0.026422203
"4406","dicot-sim-496-5-20.rsml","dicot","496","5",0.052834414,0.026130272
"4407","dicot-sim-496-6-20.rsml","dicot","496","6",0.053014394,0.025899157
"4408","dicot-sim-496-7-20.rsml","dicot","496","7",0.05507503,0.026281046
"4409","dicot-sim-496-8-20.rsml","dicot","496","8",0.054862436,0.026443709
"4410","dicot-sim-496-9-20.rsml","dicot","496","9",0.055972297,0.027308427
"4411","dicot-sim-497-1-20.rsml","dicot","497","1",0.08295275,0.013043917
"4412","dicot-sim-497-10-20.rsml","dicot","497","10",0.08092367,0.012845215
"4413","dicot-sim-497-2-20.rsml","dicot","497","2",0.079455696,0.013032523
