"","image","specie","group","id","mean_prim_diameter","mean_lat_diameter"
"2105","dicot-sim-289-4-20.rsml","dicot","289","4",0.084645465,0.022238076
"2106","dicot-sim-289-5-20.rsml","dicot","289","5",0.082136184,0.022491802
"2107","dicot-sim-289-6-20.rsml","dicot","289","6",0.08213343,0.022270847
"2108","dicot-sim-289-7-20.rsml","dicot","289","7",0.078857966,0.021937149
"2109","dicot-sim-289-8-20.rsml","dicot","289","8",0.0751933,0.022105336
"2110","dicot-sim-289-9-20.rsml","dicot","289","9",0.08438845,0.022052024
"2111","dicot-sim-29-1-15.rsml","dicot","29","1",0.13024922,0.021539945
"2112","dicot-sim-29-10-15.rsml","dicot","29","10",0.12687233,0.021321231
"2113","dicot-sim-29-2-15.rsml","dicot","29","2",0.12853873,0.021358788
"2114","dicot-sim-29-3-14.rsml","dicot","29","3",0.11521466,0.021434667
"2115","dicot-sim-29-4-15.rsml","dicot","29","4",0.12672521,0.021663582
"2116","dicot-sim-29-5-15.rsml","dicot","29","5",0.1257087,0.021438578
"2117","dicot-sim-29-6-15.rsml","dicot","29","6",0.1239995,0.021966498
"2118","dicot-sim-29-7-14.rsml","dicot","29","7",0.11509422,0.021065636
"2119","dicot-sim-29-8-14.rsml","dicot","29","8",0.12133222,0.021404607
"2120","dicot-sim-29-9-14.rsml","dicot","29","9",0.11785268,0.021668604
"2121","dicot-sim-290-1-20.rsml","dicot","290","1",0.13893566,0.038200736
"2122","dicot-sim-290-10-20.rsml","dicot","290","10",0.12500824,0.036484994
"2123","dicot-sim-290-2-20.rsml","dicot","290","2",0.13692759,0.03736492
"2124","dicot-sim-290-3-20.rsml","dicot","290","3",0.13460167,0.037476428
"2125","dicot-sim-290-4-20.rsml","dicot","290","4",0.13216475,0.038385596
"2126","dicot-sim-290-5-20.rsml","dicot","290","5",0.13794269,0.03848914
"2127","dicot-sim-290-6-20.rsml","dicot","290","6",0.14083834,0.03785831
"2128","dicot-sim-290-7-20.rsml","dicot","290","7",0.1286655,0.03764767
"2129","dicot-sim-290-8-20.rsml","dicot","290","8",0.13588291,0.03650647
"2130","dicot-sim-290-9-20.rsml","dicot","290","9",0.14192979,0.038837515
"2131","dicot-sim-291-1-20.rsml","dicot","291","1",0.06916297,0.019724322
"2132","dicot-sim-291-10-20.rsml","dicot","291","10",0.06898625,0.0194275
"2133","dicot-sim-291-2-20.rsml","dicot","291","2",0.06872498,0.019837897
"2134","dicot-sim-291-3-20.rsml","dicot","291","3",0.07200558,0.01993121
"2135","dicot-sim-291-4-20.rsml","dicot","291","4",0.06922637,0.019295944
"2136","dicot-sim-291-5-20.rsml","dicot","291","5",0.06530609,0.01886669
"2137","dicot-sim-291-6-20.rsml","dicot","291","6",0.0725485,0.019987715
"2138","dicot-sim-291-7-20.rsml","dicot","291","7",0.06921679,0.019778294
"2139","dicot-sim-291-8-20.rsml","dicot","291","8",0.07454071,0.019944325
"2140","dicot-sim-291-9-20.rsml","dicot","291","9",0.068554185,0.018895216
"2141","dicot-sim-292-1-20.rsml","dicot","292","1",0.15857646,0.01812761
"2142","dicot-sim-292-10-20.rsml","dicot","292","10",0.16284402,0.019110773
"2143","dicot-sim-292-2-20.rsml","dicot","292","2",0.15555267,0.018446859
"2144","dicot-sim-292-3-20.rsml","dicot","292","3",0.15540333,0.018707432
"2145","dicot-sim-292-4-20.rsml","dicot","292","4",0.16151664,0.018917076
"2146","dicot-sim-292-5-20.rsml","dicot","292","5",0.15573728,0.018648665
"2147","dicot-sim-292-6-20.rsml","dicot","292","6",0.15725763,0.0187122
"2148","dicot-sim-292-7-20.rsml","dicot","292","7",0.16136685,0.018517606
"2149","dicot-sim-292-8-20.rsml","dicot","292","8",0.16165596,0.018570116
"2150","dicot-sim-292-9-20.rsml","dicot","292","9",0.16316956,0.019698394
"2151","dicot-sim-293-1-20.rsml","dicot","293","1",0.04973135,0.014918822
"2152","dicot-sim-293-10-20.rsml","dicot","293","10",0.0488657,0.015090262
"2153","dicot-sim-293-2-20.rsml","dicot","293","2",0.050212916,0.014999628
"2154","dicot-sim-293-3-20.rsml","dicot","293","3",0.048917897,0.014649755
"2155","dicot-sim-293-4-20.rsml","dicot","293","4",0.048404254,0.0149533115
"2156","dicot-sim-293-5-20.rsml","dicot","293","5",0.047050506,0.014868247
"2157","dicot-sim-293-6-20.rsml","dicot","293","6",0.048973948,0.014575508
"2158","dicot-sim-293-7-20.rsml","dicot","293","7",0.049027972,0.014503752
"2159","dicot-sim-293-8-20.rsml","dicot","293","8",0.049505893,0.0146612
"2160","dicot-sim-293-9-20.rsml","dicot","293","9",0.048531752,0.0152769135
"2161","dicot-sim-294-1-20.rsml","dicot","294","1",0.052876253,0.012204798
"2162","dicot-sim-294-10-20.rsml","dicot","294","10",0.053874698,0.012050582
"2163","dicot-sim-294-2-20.rsml","dicot","294","2",0.0530124,0.012248416
"2164","dicot-sim-294-3-20.rsml","dicot","294","3",0.053929467,0.012094775
"2165","dicot-sim-294-4-20.rsml","dicot","294","4",0.052098054,0.011721552
"2166","dicot-sim-294-5-20.rsml","dicot","294","5",0.05188936,0.011739609
"2167","dicot-sim-294-6-20.rsml","dicot","294","6",0.052013524,0.011972316
"2168","dicot-sim-294-7-20.rsml","dicot","294","7",0.053539157,0.011966531
"2169","dicot-sim-294-8-20.rsml","dicot","294","8",0.052226745,0.011731087
"2170","dicot-sim-294-9-20.rsml","dicot","294","9",0.052953318,0.012206152
"2171","dicot-sim-295-1-20.rsml","dicot","295","1",0.04181696,0.014464678
"2172","dicot-sim-295-10-20.rsml","dicot","295","10",0.04116449,0.0145843495
"2173","dicot-sim-295-2-20.rsml","dicot","295","2",0.039873794,0.013221627
"2174","dicot-sim-295-3-20.rsml","dicot","295","3",0.041004483,0.013752445
"2175","dicot-sim-295-4-20.rsml","dicot","295","4",0.041701607,0.014405371
"2176","dicot-sim-295-5-20.rsml","dicot","295","5",0.04086979,0.013370519
"2177","dicot-sim-295-6-20.rsml","dicot","295","6",0.041347835,0.013668053
"2178","dicot-sim-295-7-20.rsml","dicot","295","7",0.040485207,0.013740318
"2179","dicot-sim-295-8-20.rsml","dicot","295","8",0.042769402,0.014176907
"2180","dicot-sim-295-9-20.rsml","dicot","295","9",0.040434614,0.013360934
"2181","dicot-sim-296-1-20.rsml","dicot","296","1",0.058703758,0.018916849
"2182","dicot-sim-296-10-20.rsml","dicot","296","10",0.059754953,0.019076755
"2183","dicot-sim-296-2-20.rsml","dicot","296","2",0.06257596,0.01902176
"2184","dicot-sim-296-3-20.rsml","dicot","296","3",0.060576573,0.018928098
"2185","dicot-sim-296-4-20.rsml","dicot","296","4",0.059762437,0.019599622
"2186","dicot-sim-296-5-20.rsml","dicot","296","5",0.061379172,0.018957607
"2187","dicot-sim-296-6-20.rsml","dicot","296","6",0.057725873,0.018687012
"2188","dicot-sim-296-7-20.rsml","dicot","296","7",0.05932014,0.018946465
"2189","dicot-sim-296-8-20.rsml","dicot","296","8",0.05839551,0.018169692
"2190","dicot-sim-296-9-20.rsml","dicot","296","9",0.05914741,0.01977071
"2191","dicot-sim-297-1-20.rsml","dicot","297","1",0.03523151,0.012086545
"2192","dicot-sim-297-10-20.rsml","dicot","297","10",0.034586146,0.011916579
"2193","dicot-sim-297-2-20.rsml","dicot","297","2",0.032387197,0.011660559
"2194","dicot-sim-297-3-20.rsml","dicot","297","3",0.034354102,0.012002244
"2195","dicot-sim-297-4-20.rsml","dicot","297","4",0.033505417,0.011909511
"2196","dicot-sim-297-5-20.rsml","dicot","297","5",0.0355874,0.011797747
"2197","dicot-sim-297-6-20.rsml","dicot","297","6",0.034171477,0.011657803
"2198","dicot-sim-297-7-20.rsml","dicot","297","7",0.034956284,0.011699865
"2199","dicot-sim-297-8-20.rsml","dicot","297","8",0.032881096,0.011674252
"2200","dicot-sim-297-9-20.rsml","dicot","297","9",0.033278406,0.011316322
"2201","dicot-sim-298-1-20.rsml","dicot","298","1",0.038333386,0.0138568245
"2202","dicot-sim-298-10-20.rsml","dicot","298","10",0.03500871,0.01409594
"2203","dicot-sim-298-2-20.rsml","dicot","298","2",0.037396956,0.014011789
"2204","dicot-sim-298-3-20.rsml","dicot","298","3",0.03649198,0.014596621
"2205","dicot-sim-298-4-20.rsml","dicot","298","4",0.035450347,0.013950617
"2206","dicot-sim-298-5-20.rsml","dicot","298","5",0.036307864,0.0142211765
"2207","dicot-sim-298-6-20.rsml","dicot","298","6",0.03750982,0.01403494
"2208","dicot-sim-298-7-20.rsml","dicot","298","7",0.037305757,0.013889544
"2209","dicot-sim-298-8-20.rsml","dicot","298","8",0.037861086,0.0146947345
"2210","dicot-sim-298-9-20.rsml","dicot","298","9",0.037121125,0.013793608
"2211","dicot-sim-299-1-20.rsml","dicot","299","1",0.027820325,0
"2212","dicot-sim-299-10-20.rsml","dicot","299","10",0.025258005,0
"2213","dicot-sim-299-2-20.rsml","dicot","299","2",0.025468394,0
"2214","dicot-sim-299-3-20.rsml","dicot","299","3",0.024855236,0
"2215","dicot-sim-299-4-20.rsml","dicot","299","4",0.025505561,0.0066681104
"2216","dicot-sim-299-5-20.rsml","dicot","299","5",0.02640379,0
"2217","dicot-sim-299-6-20.rsml","dicot","299","6",0.025447212,0
"2218","dicot-sim-299-7-20.rsml","dicot","299","7",0.02529152,0
"2219","dicot-sim-299-8-20.rsml","dicot","299","8",0.02636037,0
"2220","dicot-sim-299-9-20.rsml","dicot","299","9",0.026196474,0
"2221","dicot-sim-3-1-20.rsml","dicot","3","1",0.09564757,0.018609446
"2222","dicot-sim-3-10-20.rsml","dicot","3","10",0.09670089,0.018093394
"2223","dicot-sim-3-2-20.rsml","dicot","3","2",0.09657539,0.018737601
"2224","dicot-sim-3-3-20.rsml","dicot","3","3",0.09292195,0.01882893
"2225","dicot-sim-3-4-20.rsml","dicot","3","4",0.09947247,0.019086095
"2226","dicot-sim-3-5-20.rsml","dicot","3","5",0.0997441,0.018551957
"2227","dicot-sim-3-6-20.rsml","dicot","3","6",0.09224449,0.017967438
"2228","dicot-sim-3-7-20.rsml","dicot","3","7",0.09720689,0.018772217
"2229","dicot-sim-3-8-20.rsml","dicot","3","8",0.099936195,0.019056909
"2230","dicot-sim-3-9-20.rsml","dicot","3","9",0.099218056,0.019091114
"2231","dicot-sim-30-1-20.rsml","dicot","30","1",0.04587973,0.017638056
"2232","dicot-sim-30-10-20.rsml","dicot","30","10",0.04699847,0.017805949
"2233","dicot-sim-30-2-20.rsml","dicot","30","2",0.047129333,0.017888697
"2234","dicot-sim-30-3-20.rsml","dicot","30","3",0.047434688,0.017788976
"2235","dicot-sim-30-4-20.rsml","dicot","30","4",0.048249252,0.017622044
"2236","dicot-sim-30-5-20.rsml","dicot","30","5",0.046682898,0.017692097
"2237","dicot-sim-30-6-20.rsml","dicot","30","6",0.048422962,0.017634915
"2238","dicot-sim-30-7-20.rsml","dicot","30","7",0.047605585,0.017879741
"2239","dicot-sim-30-8-20.rsml","dicot","30","8",0.04689347,0.017561367
"2240","dicot-sim-30-9-20.rsml","dicot","30","9",0.048046585,0.017838132
"2241","dicot-sim-300-1-20.rsml","dicot","300","1",0.047650054,0.012379142
"2242","dicot-sim-300-10-20.rsml","dicot","300","10",0.046089932,0.01223271
"2243","dicot-sim-300-2-20.rsml","dicot","300","2",0.046725288,0.012118226
"2244","dicot-sim-300-3-20.rsml","dicot","300","3",0.04575905,0.012687959
"2245","dicot-sim-300-4-20.rsml","dicot","300","4",0.047069527,0.01214944
"2246","dicot-sim-300-5-20.rsml","dicot","300","5",0.047643617,0.011700996
"2247","dicot-sim-300-6-20.rsml","dicot","300","6",0.046420734,0.0119721
"2248","dicot-sim-300-7-20.rsml","dicot","300","7",0.048214838,0.012558983
"2249","dicot-sim-300-8-20.rsml","dicot","300","8",0.044687983,0.011865962
"2250","dicot-sim-300-9-20.rsml","dicot","300","9",0.050056998,0.012118077
"2251","dicot-sim-301-1-20.rsml","dicot","301","1",0.08253573,0.01998985
"2252","dicot-sim-301-10-20.rsml","dicot","301","10",0.07945504,0.019444585
"2253","dicot-sim-301-2-20.rsml","dicot","301","2",0.08271003,0.020140612
"2254","dicot-sim-301-3-20.rsml","dicot","301","3",0.08278368,0.019641653
"2255","dicot-sim-301-4-20.rsml","dicot","301","4",0.084482595,0.019734437
"2256","dicot-sim-301-5-20.rsml","dicot","301","5",0.08314168,0.020210395
"2257","dicot-sim-301-6-20.rsml","dicot","301","6",0.0795273,0.01891842
"2258","dicot-sim-301-7-20.rsml","dicot","301","7",0.079215124,0.019468036
"2259","dicot-sim-301-8-20.rsml","dicot","301","8",0.081763364,0.01970277
"2260","dicot-sim-301-9-20.rsml","dicot","301","9",0.08290321,0.019601835
"2261","dicot-sim-302-1-20.rsml","dicot","302","1",0.059223518,0.011828796
"2262","dicot-sim-302-10-20.rsml","dicot","302","10",0.057066634,0.012098686
"2263","dicot-sim-302-2-20.rsml","dicot","302","2",0.05968385,0.014117728
"2264","dicot-sim-302-3-20.rsml","dicot","302","3",0.061355285,0.016940353
"2265","dicot-sim-302-4-20.rsml","dicot","302","4",0.05557051,0.014216036
"2266","dicot-sim-302-5-20.rsml","dicot","302","5",0.0611894,0.014614972
"2267","dicot-sim-302-6-20.rsml","dicot","302","6",0.059859652,0.01512356
"2268","dicot-sim-302-7-20.rsml","dicot","302","7",0.058798935,0.013217308
"2269","dicot-sim-302-8-20.rsml","dicot","302","8",0.058183614,0.0132495565
"2270","dicot-sim-302-9-20.rsml","dicot","302","9",0.057963654,0.014604483
"2271","dicot-sim-303-1-18.rsml","dicot","303","1",0.16819169,0.03044979
"2272","dicot-sim-303-10-18.rsml","dicot","303","10",0.16897228,0.031451076
"2273","dicot-sim-303-2-18.rsml","dicot","303","2",0.16650173,0.030708604
"2274","dicot-sim-303-3-18.rsml","dicot","303","3",0.16937114,0.03022726
"2275","dicot-sim-303-4-18.rsml","dicot","303","4",0.17023432,0.030391177
"2276","dicot-sim-303-5-18.rsml","dicot","303","5",0.16987896,0.030656658
"2277","dicot-sim-303-6-18.rsml","dicot","303","6",0.17018254,0.030763542
"2278","dicot-sim-303-7-18.rsml","dicot","303","7",0.16831262,0.030474667
"2279","dicot-sim-303-8-18.rsml","dicot","303","8",0.16567841,0.030017309
"2280","dicot-sim-303-9-18.rsml","dicot","303","9",0.1763541,0.030450083
"2281","dicot-sim-304-1-20.rsml","dicot","304","1",0.16551481,0.0426424
"2282","dicot-sim-304-10-20.rsml","dicot","304","10",0.17347272,0.046215557
"2283","dicot-sim-304-2-20.rsml","dicot","304","2",0.16814369,0.04401089
"2284","dicot-sim-304-3-20.rsml","dicot","304","3",0.17600366,0.04145834
"2285","dicot-sim-304-4-20.rsml","dicot","304","4",0.17892578,0.04593298
"2286","dicot-sim-304-5-20.rsml","dicot","304","5",0.1611326,0.041281246
"2287","dicot-sim-304-6-20.rsml","dicot","304","6",0.17061111,0.041719463
"2288","dicot-sim-304-7-20.rsml","dicot","304","7",0.17248377,0.04446482
"2289","dicot-sim-304-8-20.rsml","dicot","304","8",0.16176982,0.040304493
"2290","dicot-sim-304-9-20.rsml","dicot","304","9",0.16577204,0.044774644
"2291","dicot-sim-305-1-20.rsml","dicot","305","1",0.07336195,0.022600813
"2292","dicot-sim-305-10-20.rsml","dicot","305","10",0.07087661,0.022603188
"2293","dicot-sim-305-2-20.rsml","dicot","305","2",0.073924005,0.022721307
"2294","dicot-sim-305-3-20.rsml","dicot","305","3",0.070034966,0.024010267
"2295","dicot-sim-305-4-20.rsml","dicot","305","4",0.07468189,0.022560984
"2296","dicot-sim-305-5-20.rsml","dicot","305","5",0.07160505,0.023178725
"2297","dicot-sim-305-6-20.rsml","dicot","305","6",0.07061991,0.022591542
"2298","dicot-sim-305-7-20.rsml","dicot","305","7",0.07293363,0.022995805
"2299","dicot-sim-305-8-20.rsml","dicot","305","8",0.07527401,0.023032734
"2300","dicot-sim-305-9-20.rsml","dicot","305","9",0.075773284,0.022311486
"2301","dicot-sim-306-1-20.rsml","dicot","306","1",0.04196396,0.01548535
"2302","dicot-sim-306-10-20.rsml","dicot","306","10",0.04289696,0.016113374
"2303","dicot-sim-306-2-20.rsml","dicot","306","2",0.043084837,0.015787931
"2304","dicot-sim-306-3-20.rsml","dicot","306","3",0.040902406,0.015426337
"2305","dicot-sim-306-4-20.rsml","dicot","306","4",0.04231527,0.015454853
"2306","dicot-sim-306-5-20.rsml","dicot","306","5",0.040453378,0.015418057
"2307","dicot-sim-306-6-20.rsml","dicot","306","6",0.04178699,0.015652949
"2308","dicot-sim-306-7-20.rsml","dicot","306","7",0.041380335,0.015316902
"2309","dicot-sim-306-8-20.rsml","dicot","306","8",0.04216508,0.01573179
"2310","dicot-sim-306-9-20.rsml","dicot","306","9",0.043103285,0.01560813
"2311","dicot-sim-307-1-20.rsml","dicot","307","1",0.056219183,0.013308507
"2312","dicot-sim-307-10-20.rsml","dicot","307","10",0.058503,0.013846447
"2313","dicot-sim-307-2-20.rsml","dicot","307","2",0.057191994,0.0136788655
"2314","dicot-sim-307-3-20.rsml","dicot","307","3",0.057287425,0.013448068
"2315","dicot-sim-307-4-20.rsml","dicot","307","4",0.054854363,0.0135300085
"2316","dicot-sim-307-5-20.rsml","dicot","307","5",0.05853907,0.013624151
"2317","dicot-sim-307-6-20.rsml","dicot","307","6",0.055417128,0.013566557
"2318","dicot-sim-307-7-20.rsml","dicot","307","7",0.057397965,0.0136051215
"2319","dicot-sim-307-8-20.rsml","dicot","307","8",0.05839543,0.013491966
"2320","dicot-sim-307-9-20.rsml","dicot","307","9",0.05659794,0.013587882
"2321","dicot-sim-308-1-20.rsml","dicot","308","1",0.031737592,0.009725759
"2322","dicot-sim-308-10-20.rsml","dicot","308","10",0.033353962,0.009797069
"2323","dicot-sim-308-2-20.rsml","dicot","308","2",0.030586112,0.009759844
"2324","dicot-sim-308-3-20.rsml","dicot","308","3",0.03140984,0.009420712
"2325","dicot-sim-308-4-20.rsml","dicot","308","4",0.03288838,0.010405035
"2326","dicot-sim-308-5-20.rsml","dicot","308","5",0.030080263,0.007949297
"2327","dicot-sim-308-6-20.rsml","dicot","308","6",0.03363245,0.00792549
"2328","dicot-sim-308-7-20.rsml","dicot","308","7",0.031191632,0.010019024
"2329","dicot-sim-308-8-20.rsml","dicot","308","8",0.032378484,0.008887839
"2330","dicot-sim-308-9-20.rsml","dicot","308","9",0.031977072,0.008190054
"2331","dicot-sim-309-1-11.rsml","dicot","309","1",0.29795578,0.060607404
"2332","dicot-sim-309-10-11.rsml","dicot","309","10",0.29860234,0.06259391
"2333","dicot-sim-309-2-11.rsml","dicot","309","2",0.28774673,0.060640883
"2334","dicot-sim-309-3-12.rsml","dicot","309","3",0.33136642,0.06226049
"2335","dicot-sim-309-4-11.rsml","dicot","309","4",0.2853964,0.061282665
"2336","dicot-sim-309-5-12.rsml","dicot","309","5",0.3393651,0.06382866
"2337","dicot-sim-309-6-12.rsml","dicot","309","6",0.33664906,0.06255811
"2338","dicot-sim-309-7-11.rsml","dicot","309","7",0.2785852,0.056966823
"2339","dicot-sim-309-8-11.rsml","dicot","309","8",0.28702518,0.058981154
"2340","dicot-sim-309-9-12.rsml","dicot","309","9",0.3098507,0.06254294
"2341","dicot-sim-31-1-20.rsml","dicot","31","1",0.068616614,0.022085916
"2342","dicot-sim-31-10-20.rsml","dicot","31","10",0.06778848,0.022065716
"2343","dicot-sim-31-2-20.rsml","dicot","31","2",0.06483906,0.021436553
"2344","dicot-sim-31-3-20.rsml","dicot","31","3",0.06810728,0.021706782
"2345","dicot-sim-31-4-20.rsml","dicot","31","4",0.066490635,0.02168749
"2346","dicot-sim-31-5-20.rsml","dicot","31","5",0.06661444,0.021650424
"2347","dicot-sim-31-6-20.rsml","dicot","31","6",0.06442802,0.0219561
"2348","dicot-sim-31-7-20.rsml","dicot","31","7",0.07018016,0.022389082
"2349","dicot-sim-31-8-20.rsml","dicot","31","8",0.066219956,0.021980649
"2350","dicot-sim-31-9-20.rsml","dicot","31","9",0.068523295,0.022085896
"2351","dicot-sim-310-1-20.rsml","dicot","310","1",0.07114082,0.01427181
"2352","dicot-sim-310-10-20.rsml","dicot","310","10",0.071288146,0.01494258
"2353","dicot-sim-310-2-20.rsml","dicot","310","2",0.07063461,0.014319159
"2354","dicot-sim-310-3-20.rsml","dicot","310","3",0.07199917,0.014795426
"2355","dicot-sim-310-4-20.rsml","dicot","310","4",0.072185196,0.01463282
"2356","dicot-sim-310-5-20.rsml","dicot","310","5",0.072582565,0.0142701175
"2357","dicot-sim-310-6-20.rsml","dicot","310","6",0.071214095,0.014594068
"2358","dicot-sim-310-7-20.rsml","dicot","310","7",0.07207804,0.0148165105
"2359","dicot-sim-310-8-20.rsml","dicot","310","8",0.07064158,0.0143463295
"2360","dicot-sim-310-9-20.rsml","dicot","310","9",0.0717009,0.014433768
"2361","dicot-sim-311-1-20.rsml","dicot","311","1",0.09897709,0.01968257
"2362","dicot-sim-311-10-20.rsml","dicot","311","10",0.092781276,0.019252006
"2363","dicot-sim-311-2-20.rsml","dicot","311","2",0.08569949,0.019351913
"2364","dicot-sim-311-3-20.rsml","dicot","311","3",0.09201346,0.01968908
"2365","dicot-sim-311-4-20.rsml","dicot","311","4",0.08450192,0.01946173
"2366","dicot-sim-311-5-20.rsml","dicot","311","5",0.0941954,0.019582735
"2367","dicot-sim-311-6-20.rsml","dicot","311","6",0.09177123,0.019096496
"2368","dicot-sim-311-7-20.rsml","dicot","311","7",0.09542727,0.01949909
"2369","dicot-sim-311-8-20.rsml","dicot","311","8",0.08761324,0.019064011
"2370","dicot-sim-311-9-20.rsml","dicot","311","9",0.09189419,0.019292956
"2371","dicot-sim-312-1-20.rsml","dicot","312","1",0.14919657,0.03847832
"2372","dicot-sim-312-10-20.rsml","dicot","312","10",0.15422952,0.03813637
"2373","dicot-sim-312-2-20.rsml","dicot","312","2",0.15187272,0.038960572
"2374","dicot-sim-312-3-20.rsml","dicot","312","3",0.14998837,0.039365344
"2375","dicot-sim-312-4-20.rsml","dicot","312","4",0.145108,0.037428666
"2376","dicot-sim-312-5-19.rsml","dicot","312","5",0.1488858,0.03864558
"2377","dicot-sim-312-6-20.rsml","dicot","312","6",0.14596815,0.03739202
"2378","dicot-sim-312-7-20.rsml","dicot","312","7",0.14683892,0.03525636
"2379","dicot-sim-312-8-20.rsml","dicot","312","8",0.15176438,0.036003694
"2380","dicot-sim-312-9-20.rsml","dicot","312","9",0.14907469,0.03851544
"2381","dicot-sim-313-1-18.rsml","dicot","313","1",0.22768627,0.05402967
"2382","dicot-sim-313-10-18.rsml","dicot","313","10",0.23360042,0.053744756
"2383","dicot-sim-313-2-19.rsml","dicot","313","2",0.25952187,0.05281795
"2384","dicot-sim-313-3-19.rsml","dicot","313","3",0.25644794,0.052988764
"2385","dicot-sim-313-4-18.rsml","dicot","313","4",0.24493979,0.05326656
"2386","dicot-sim-313-5-18.rsml","dicot","313","5",0.23076573,0.055453654
"2387","dicot-sim-313-6-18.rsml","dicot","313","6",0.2383057,0.059701152
"2388","dicot-sim-313-7-18.rsml","dicot","313","7",0.24355102,0.054370474
"2389","dicot-sim-313-8-19.rsml","dicot","313","8",0.250588,0.052177414
"2390","dicot-sim-313-9-18.rsml","dicot","313","9",0.2543845,0.0552439
"2391","dicot-sim-314-1-20.rsml","dicot","314","1",0.044979103,0.011476426
"2392","dicot-sim-314-10-20.rsml","dicot","314","10",0.041566093,0.011197495
"2393","dicot-sim-314-2-20.rsml","dicot","314","2",0.044761002,0.012598002
"2394","dicot-sim-314-3-20.rsml","dicot","314","3",0.043356992,0.012762431
"2395","dicot-sim-314-4-20.rsml","dicot","314","4",0.04437214,0.011494169
"2396","dicot-sim-314-5-20.rsml","dicot","314","5",0.044388022,0.016682144
"2397","dicot-sim-314-6-20.rsml","dicot","314","6",0.044444744,0.009059518
"2398","dicot-sim-314-7-20.rsml","dicot","314","7",0.045625474,0.011261882
"2399","dicot-sim-314-8-20.rsml","dicot","314","8",0.044751205,0.010586553
"2400","dicot-sim-314-9-20.rsml","dicot","314","9",0.04469182,0.012113387
"2401","dicot-sim-315-1-20.rsml","dicot","315","1",0.06538758,0.022161968
"2402","dicot-sim-315-10-20.rsml","dicot","315","10",0.057027467,0.021446258
"2403","dicot-sim-315-2-20.rsml","dicot","315","2",0.06000483,0.020962244
"2404","dicot-sim-315-3-20.rsml","dicot","315","3",0.058258656,0.021573981
"2405","dicot-sim-315-4-20.rsml","dicot","315","4",0.061790597,0.021982908
"2406","dicot-sim-315-5-20.rsml","dicot","315","5",0.05833904,0.021085683
"2407","dicot-sim-315-6-20.rsml","dicot","315","6",0.054131012,0.02095091
"2408","dicot-sim-315-7-20.rsml","dicot","315","7",0.06688153,0.02219592
"2409","dicot-sim-315-8-20.rsml","dicot","315","8",0.060045406,0.021767784
"2410","dicot-sim-315-9-20.rsml","dicot","315","9",0.063018166,0.021807255
"2411","dicot-sim-316-1-20.rsml","dicot","316","1",0.041355565,0.010436501
"2412","dicot-sim-316-10-20.rsml","dicot","316","10",0.04100389,0.010616751
"2413","dicot-sim-316-2-20.rsml","dicot","316","2",0.042582545,0.010660145
"2414","dicot-sim-316-3-20.rsml","dicot","316","3",0.042289738,0.010802979
"2415","dicot-sim-316-4-20.rsml","dicot","316","4",0.04159986,0.01032454
"2416","dicot-sim-316-5-20.rsml","dicot","316","5",0.040714305,0.010890925
"2417","dicot-sim-316-6-20.rsml","dicot","316","6",0.041603405,0.010895808
"2418","dicot-sim-316-7-20.rsml","dicot","316","7",0.04170816,0.011138234
"2419","dicot-sim-316-8-20.rsml","dicot","316","8",0.042151295,0.010835463
"2420","dicot-sim-316-9-20.rsml","dicot","316","9",0.042262156,0.011126973
"2421","dicot-sim-317-1-20.rsml","dicot","317","1",0.07621951,0.021107396
"2422","dicot-sim-317-10-20.rsml","dicot","317","10",0.07892403,0.02117617
"2423","dicot-sim-317-2-20.rsml","dicot","317","2",0.0755083,0.020846525
"2424","dicot-sim-317-3-20.rsml","dicot","317","3",0.08238176,0.021399284
"2425","dicot-sim-317-4-20.rsml","dicot","317","4",0.076165244,0.020553304
"2426","dicot-sim-317-5-20.rsml","dicot","317","5",0.07702892,0.020706365
"2427","dicot-sim-317-6-20.rsml","dicot","317","6",0.08328749,0.021783596
"2428","dicot-sim-317-7-20.rsml","dicot","317","7",0.07990024,0.021037629
"2429","dicot-sim-317-8-20.rsml","dicot","317","8",0.07583184,0.020829327
"2430","dicot-sim-317-9-20.rsml","dicot","317","9",0.081735104,0.02151607
"2431","dicot-sim-318-1-20.rsml","dicot","318","1",0.05745911,0.012909183
"2432","dicot-sim-318-10-20.rsml","dicot","318","10",0.059036136,0.013193775
"2433","dicot-sim-318-2-20.rsml","dicot","318","2",0.0562901,0.013071699
"2434","dicot-sim-318-3-20.rsml","dicot","318","3",0.059547458,0.013263103
"2435","dicot-sim-318-4-20.rsml","dicot","318","4",0.05496492,0.01311805
"2436","dicot-sim-318-5-20.rsml","dicot","318","5",0.056882884,0.013158525
"2437","dicot-sim-318-6-20.rsml","dicot","318","6",0.05562562,0.012977337
"2438","dicot-sim-318-7-20.rsml","dicot","318","7",0.056459654,0.012777046
"2439","dicot-sim-318-8-20.rsml","dicot","318","8",0.057453047,0.012793931
"2440","dicot-sim-318-9-20.rsml","dicot","318","9",0.056717392,0.013510488
"2441","dicot-sim-319-1-13.rsml","dicot","319","1",0.40066516,0.078458115
"2442","dicot-sim-319-10-13.rsml","dicot","319","10",0.3920053,0.08653479
"2443","dicot-sim-319-2-13.rsml","dicot","319","2",0.40971872,0.08105819
"2444","dicot-sim-319-3-13.rsml","dicot","319","3",0.42685032,0.08591127
"2445","dicot-sim-319-4-13.rsml","dicot","319","4",0.4182675,0.08572212
