"","image","specie","group","id","diam_max","diam_mode","diam_mean"
"57","dicot-sim-103-6-20.rsml.jpg","dicot","103","6",0.0762,0.008466667,0.016360367
"58","dicot-sim-103-7-20.rsml.jpg","dicot","103","7",0.0762,0.008466667,0.016086332
"59","dicot-sim-103-8-20.rsml.jpg","dicot","103","8",0.0762,0.008466667,0.016554188
"60","dicot-sim-103-9-20.rsml.jpg","dicot","103","9",0.0762,0.008466667,0.016179508
"61","dicot-sim-104-1-20.rsml.jpg","dicot","104","1",0.12730479,0.010608733,0.019531501
"62","dicot-sim-104-10-20.rsml.jpg","dicot","104","10",0.113385595,0.0125984,0.018701075
"63","dicot-sim-104-2-20.rsml.jpg","dicot","104","2",0.108204,0.012022667,0.01847952
"64","dicot-sim-104-3-20.rsml.jpg","dicot","104","3",0.11497734,0.011497733,0.019968992
"65","dicot-sim-104-4-20.rsml.jpg","dicot","104","4",0.11057466,0.011057466,0.019002812
"66","dicot-sim-104-5-20.rsml.jpg","dicot","104","5",0.117906794,0.010718799,0.019759888
"67","dicot-sim-104-6-20.rsml.jpg","dicot","104","6",0.106426,0.0106426,0.02015418
"68","dicot-sim-104-7-20.rsml.jpg","dicot","104","7",0.1083564,0.012039601,0.019690797
"69","dicot-sim-104-8-20.rsml.jpg","dicot","104","8",0.13250333,0.013250332,0.020007161
"70","dicot-sim-104-9-20.rsml.jpg","dicot","104","9",0.11599333,0.011599333,0.019437715
"71","dicot-sim-105-1-20.rsml.jpg","dicot","105","1",0.0508,0.008466667,0.01354232
"72","dicot-sim-105-10-20.rsml.jpg","dicot","105","10",0.0508,0.008466667,0.01361653
"73","dicot-sim-105-2-20.rsml.jpg","dicot","105","2",0.0508,0.008466667,0.01379363
"74","dicot-sim-105-3-20.rsml.jpg","dicot","105","3",0.0508,0.008466667,0.014166945
"75","dicot-sim-105-4-20.rsml.jpg","dicot","105","4",0.0508,0.008466667,0.014041052
"76","dicot-sim-105-5-20.rsml.jpg","dicot","105","5",0.0508,0.008466667,0.0141183715
"77","dicot-sim-105-6-20.rsml.jpg","dicot","105","6",0.0508,0.008466667,0.013631542
"78","dicot-sim-105-7-20.rsml.jpg","dicot","105","7",0.0508,0.008466667,0.0137891015
"79","dicot-sim-105-8-20.rsml.jpg","dicot","105","8",0.0508,0.008466667,0.013769844
"80","dicot-sim-105-9-20.rsml.jpg","dicot","105","9",0.0508,0.008466667,0.01401233
"81","dicot-sim-106-1-8.rsml.jpg","dicot","106","1",0.646176,0.017949333,0.066726215
"82","dicot-sim-106-10-8.rsml.jpg","dicot","106","10",0.63080055,0.018829867,0.07242939
"83","dicot-sim-106-2-8.rsml.jpg","dicot","106","2",0.61642414,0.020895734,0.06864781
"84","dicot-sim-106-3-8.rsml.jpg","dicot","106","3",0.686435,0.019896666,0.06799858
"85","dicot-sim-106-4-8.rsml.jpg","dicot","106","4",0.6265333,0.016933333,0.06888336
"86","dicot-sim-106-5-8.rsml.jpg","dicot","106","5",0.6698573,0.021962535,0.07286418
"87","dicot-sim-106-6-8.rsml.jpg","dicot","106","6",0.6104975,0.019693466,0.066649325
"88","dicot-sim-106-7-8.rsml.jpg","dicot","106","7",0.6350847,0.019541066,0.06777418
"89","dicot-sim-106-8-8.rsml.jpg","dicot","106","8",0.6541008,0.0112776,0.06599176
"90","dicot-sim-106-9-8.rsml.jpg","dicot","106","9",0.6288786,0.019964399,0.06829707
"91","dicot-sim-107-1-20.rsml.jpg","dicot","107","1",0.033866666,0.008466667,0.014978103
"92","dicot-sim-107-10-20.rsml.jpg","dicot","107","10",0.0254,0.008466667,0.014544469
"93","dicot-sim-107-2-20.rsml.jpg","dicot","107","2",0.033866666,0.008466667,0.013355723
"94","dicot-sim-107-3-20.rsml.jpg","dicot","107","3",0.033866666,0.008466667,0.0135864075
"95","dicot-sim-107-4-20.rsml.jpg","dicot","107","4",0.033866666,0.008466667,0.014619964
"96","dicot-sim-107-5-20.rsml.jpg","dicot","107","5",0.033866666,0.008466667,0.014824377
"97","dicot-sim-107-6-20.rsml.jpg","dicot","107","6",0.033866666,0.008466667,0.013647235
"98","dicot-sim-107-7-20.rsml.jpg","dicot","107","7",0.033866666,0.016933333,0.01572667
"99","dicot-sim-107-8-20.rsml.jpg","dicot","107","8",0.033866666,0.008466667,0.015494665
"100","dicot-sim-107-9-20.rsml.jpg","dicot","107","9",0.033866666,0.008466667,0.013575488
"101","dicot-sim-108-1-20.rsml.jpg","dicot","108","1",0.033866666,0.008466667,0.014709237
"102","dicot-sim-108-10-20.rsml.jpg","dicot","108","10",0.033866666,0.008466667,0.014557148
"103","dicot-sim-108-2-20.rsml.jpg","dicot","108","2",0.033866666,0.008466667,0.015665065
"104","dicot-sim-108-3-20.rsml.jpg","dicot","108","3",0.033866666,0.008466667,0.015359449
"105","dicot-sim-108-4-20.rsml.jpg","dicot","108","4",0.033866666,0.008466667,0.015701706
"106","dicot-sim-108-5-20.rsml.jpg","dicot","108","5",0.033866666,0.008466667,0.01588644
"107","dicot-sim-108-6-20.rsml.jpg","dicot","108","6",0.033866666,0.008466667,0.015434575
"108","dicot-sim-108-7-20.rsml.jpg","dicot","108","7",0.033866666,0.008466667,0.015099373
"109","dicot-sim-108-8-20.rsml.jpg","dicot","108","8",0.033866666,0.008466667,0.016583368
"110","dicot-sim-108-9-20.rsml.jpg","dicot","108","9",0.042333335,0.008466667,0.015450044
"111","dicot-sim-109-1-20.rsml.jpg","dicot","109","1",0.1016,0.008466667,0.01744949
"112","dicot-sim-109-10-20.rsml.jpg","dicot","109","10",0.1016,0.008466667,0.018300327
"113","dicot-sim-109-2-20.rsml.jpg","dicot","109","2",0.1016,0.008466667,0.018650163
"114","dicot-sim-109-3-20.rsml.jpg","dicot","109","3",0.11006667,0.008466667,0.01812072
"115","dicot-sim-109-4-20.rsml.jpg","dicot","109","4",0.11006667,0.008466667,0.01777719
"116","dicot-sim-109-5-20.rsml.jpg","dicot","109","5",0.11006667,0.008466667,0.018804466
"117","dicot-sim-109-6-20.rsml.jpg","dicot","109","6",0.11006667,0.008466667,0.018125126
"118","dicot-sim-109-7-20.rsml.jpg","dicot","109","7",0.11006667,0.008466667,0.017757956
"119","dicot-sim-109-8-20.rsml.jpg","dicot","109","8",0.1016,0.008466667,0.01827686
"120","dicot-sim-109-9-20.rsml.jpg","dicot","109","9",0.1016,0.008466667,0.017809037
"121","dicot-sim-11-1-20.rsml.jpg","dicot","11","1",0.042333335,0.008466667,0.021501172
"122","dicot-sim-11-10-20.rsml.jpg","dicot","11","10",0.0508,0.008466667,0.019535894
"123","dicot-sim-11-2-20.rsml.jpg","dicot","11","2",0.0508,0.008466667,0.017576905
"124","dicot-sim-11-3-20.rsml.jpg","dicot","11","3",0.0508,0.008466667,0.019226847
"125","dicot-sim-11-4-20.rsml.jpg","dicot","11","4",0.0508,0.008466667,0.020603737
"126","dicot-sim-11-5-20.rsml.jpg","dicot","11","5",0.0508,0.008466667,0.020319073
"127","dicot-sim-11-6-20.rsml.jpg","dicot","11","6",0.0508,0.008466667,0.020262146
"128","dicot-sim-11-7-20.rsml.jpg","dicot","11","7",0.0508,0.008466667,0.017935965
"129","dicot-sim-11-8-20.rsml.jpg","dicot","11","8",0.0508,0.008466667,0.017293453
"130","dicot-sim-11-9-20.rsml.jpg","dicot","11","9",0.0508,0.008466667,0.019267727
"131","dicot-sim-110-1-20.rsml.jpg","dicot","110","1",0.0254,0.016933333,0.015121202
"132","dicot-sim-110-10-20.rsml.jpg","dicot","110","10",0.0254,0.016933333,0.015463831
"133","dicot-sim-110-2-20.rsml.jpg","dicot","110","2",0.0254,0.016933333,0.016017608
"134","dicot-sim-110-3-20.rsml.jpg","dicot","110","3",0.016933333,0.016933333,0.013542849
"135","dicot-sim-110-4-20.rsml.jpg","dicot","110","4",0.0254,0.016933333,0.014219025
"136","dicot-sim-110-5-20.rsml.jpg","dicot","110","5",0.0254,0.016933333,0.01592712
"137","dicot-sim-110-6-20.rsml.jpg","dicot","110","6",0.0254,0.016933333,0.015858572
"138","dicot-sim-110-7-20.rsml.jpg","dicot","110","7",0.0254,0.016933333,0.015915835
"139","dicot-sim-110-8-20.rsml.jpg","dicot","110","8",0.0254,0.016933333,0.016112728
"140","dicot-sim-110-9-20.rsml.jpg","dicot","110","9",0.0254,0.016933333,0.015735691
"141","dicot-sim-111-1-20.rsml.jpg","dicot","111","1",0.127,0.008466667,0.021665365
"142","dicot-sim-111-10-20.rsml.jpg","dicot","111","10",0.127,0.008466667,0.021430092
"143","dicot-sim-111-2-20.rsml.jpg","dicot","111","2",0.13546667,0.008466667,0.022536984
"144","dicot-sim-111-3-20.rsml.jpg","dicot","111","3",0.13546667,0.016933333,0.0230404
"145","dicot-sim-111-4-20.rsml.jpg","dicot","111","4",0.127,0.008466667,0.021807862
"146","dicot-sim-111-5-20.rsml.jpg","dicot","111","5",0.13546667,0.008466667,0.021632904
"147","dicot-sim-111-6-20.rsml.jpg","dicot","111","6",0.127,0.008466667,0.022821376
"148","dicot-sim-111-7-20.rsml.jpg","dicot","111","7",0.13546667,0.008466667,0.021966694
"149","dicot-sim-111-8-20.rsml.jpg","dicot","111","8",0.13546667,0.008466667,0.021850195
"150","dicot-sim-111-9-20.rsml.jpg","dicot","111","9",0.127,0.008466667,0.021080296
"151","dicot-sim-112-1-20.rsml.jpg","dicot","112","1",0.19473334,0.008466667,0.021051204
"152","dicot-sim-112-10-20.rsml.jpg","dicot","112","10",0.1778,0.008466667,0.021313474
"153","dicot-sim-112-2-20.rsml.jpg","dicot","112","2",0.2032,0.008466667,0.022455005
"154","dicot-sim-112-3-20.rsml.jpg","dicot","112","3",0.1524,0.008466667,0.02024543
"155","dicot-sim-112-4-20.rsml.jpg","dicot","112","4",0.19473334,0.008466667,0.02166722
"156","dicot-sim-112-5-20.rsml.jpg","dicot","112","5",0.19473334,0.008466667,0.02143564
"157","dicot-sim-112-6-20.rsml.jpg","dicot","112","6",0.19473334,0.008466667,0.021324387
"158","dicot-sim-112-7-20.rsml.jpg","dicot","112","7",0.1778,0.008466667,0.02120589
"159","dicot-sim-112-8-20.rsml.jpg","dicot","112","8",0.18626666,0.008466667,0.020521913
"160","dicot-sim-112-9-20.rsml.jpg","dicot","112","9",0.19473334,0.008466667,0.022190254
"161","dicot-sim-113-1-14.rsml.jpg","dicot","113","1",0.635,0.016933333,0.04473206
"162","dicot-sim-113-10-14.rsml.jpg","dicot","113","10",0.6519333,0.016933333,0.045518953
"163","dicot-sim-113-2-14.rsml.jpg","dicot","113","2",0.6519333,0.016933333,0.043909173
"164","dicot-sim-113-3-14.rsml.jpg","dicot","113","3",0.5842,0.016933333,0.04251644
"165","dicot-sim-113-4-14.rsml.jpg","dicot","113","4",0.6096,0.016933333,0.043389402
"166","dicot-sim-113-5-14.rsml.jpg","dicot","113","5",0.6604,0.016933333,0.042081296
"167","dicot-sim-113-6-14.rsml.jpg","dicot","113","6",0.6096,0.016933333,0.04443613
"168","dicot-sim-113-7-14.rsml.jpg","dicot","113","7",0.635,0.016933333,0.043701403
"169","dicot-sim-113-8-14.rsml.jpg","dicot","113","8",0.60113335,0.016933333,0.043411583
"170","dicot-sim-113-9-14.rsml.jpg","dicot","113","9",0.635,0.016933333,0.044602018
"171","dicot-sim-114-1-20.rsml.jpg","dicot","114","1",0.0508,0.008466667,0.020082423
"172","dicot-sim-114-10-20.rsml.jpg","dicot","114","10",0.059266668,0.008466667,0.022429682
"173","dicot-sim-114-2-20.rsml.jpg","dicot","114","2",0.059266668,0.008466667,0.02023942
"174","dicot-sim-114-3-20.rsml.jpg","dicot","114","3",0.0508,0.008466667,0.020241106
"175","dicot-sim-114-4-20.rsml.jpg","dicot","114","4",0.06773333,0.008466667,0.020917214
"176","dicot-sim-114-5-20.rsml.jpg","dicot","114","5",0.059266668,0.008466667,0.018501997
"177","dicot-sim-114-6-20.rsml.jpg","dicot","114","6",0.059266668,0.008466667,0.019008681
"178","dicot-sim-114-7-20.rsml.jpg","dicot","114","7",0.059266668,0.008466667,0.019492365
"179","dicot-sim-114-8-20.rsml.jpg","dicot","114","8",0.059266668,0.008466667,0.0212032
"180","dicot-sim-114-9-20.rsml.jpg","dicot","114","9",0.059266668,0.008466667,0.021147035
"181","dicot-sim-115-1-20.rsml.jpg","dicot","115","1",0.033866666,0.008466667,0.014874281
"182","dicot-sim-115-10-20.rsml.jpg","dicot","115","10",0.033866666,0.008466667,0.015319204
"183","dicot-sim-115-2-20.rsml.jpg","dicot","115","2",0.033866666,0.008466667,0.014847827
"184","dicot-sim-115-3-20.rsml.jpg","dicot","115","3",0.033866666,0.008466667,0.0143836355
"185","dicot-sim-115-4-20.rsml.jpg","dicot","115","4",0.033866666,0.008466667,0.0136391
"186","dicot-sim-115-5-20.rsml.jpg","dicot","115","5",0.033866666,0.008466667,0.014993
"187","dicot-sim-115-6-20.rsml.jpg","dicot","115","6",0.033866666,0.008466667,0.015276282
"188","dicot-sim-115-7-20.rsml.jpg","dicot","115","7",0.033866666,0.008466667,0.014882657
"189","dicot-sim-115-8-20.rsml.jpg","dicot","115","8",0.033866666,0.008466667,0.015190155
"190","dicot-sim-115-9-20.rsml.jpg","dicot","115","9",0.033866666,0.008466667,0.01377286
"191","dicot-sim-116-1-20.rsml.jpg","dicot","116","1",0.016933333,0.016933333,0.014127066
"192","dicot-sim-116-10-20.rsml.jpg","dicot","116","10",0.0254,0.016933333,0.01361627
"193","dicot-sim-116-2-20.rsml.jpg","dicot","116","2",0.016933333,0.016933333,0.013640092
"194","dicot-sim-116-3-20.rsml.jpg","dicot","116","3",0.016933333,0.016933333,0.014109121
"195","dicot-sim-116-4-20.rsml.jpg","dicot","116","4",0.016933333,0.016933333,0.013062718
"196","dicot-sim-116-5-20.rsml.jpg","dicot","116","5",0.0254,0.016933333,0.012858255
"197","dicot-sim-116-6-20.rsml.jpg","dicot","116","6",0.0254,0.016933333,0.012958525
"198","dicot-sim-116-7-20.rsml.jpg","dicot","116","7",0.016933333,0.016933333,0.013181605
"199","dicot-sim-116-8-20.rsml.jpg","dicot","116","8",0.0254,0.008466667,0.012885418
"200","dicot-sim-116-9-20.rsml.jpg","dicot","116","9",0.0254,0.008466667,0.013070703
"201","dicot-sim-117-1-20.rsml.jpg","dicot","117","1",0.1016,0.008466667,0.022429764
"202","dicot-sim-117-10-20.rsml.jpg","dicot","117","10",0.1016,0.008466667,0.024198852
"203","dicot-sim-117-2-20.rsml.jpg","dicot","117","2",0.1016,0.008466667,0.022783905
"204","dicot-sim-117-3-20.rsml.jpg","dicot","117","3",0.1016,0.008466667,0.02338349
"205","dicot-sim-117-4-20.rsml.jpg","dicot","117","4",0.1016,0.016933333,0.02342247
"206","dicot-sim-117-5-20.rsml.jpg","dicot","117","5",0.11006667,0.008466667,0.024570728
"207","dicot-sim-117-6-20.rsml.jpg","dicot","117","6",0.1016,0.008466667,0.023409294
"208","dicot-sim-117-7-20.rsml.jpg","dicot","117","7",0.09313333,0.008466667,0.022274874
"209","dicot-sim-117-8-20.rsml.jpg","dicot","117","8",0.1016,0.016933333,0.024380293
"210","dicot-sim-117-9-20.rsml.jpg","dicot","117","9",0.1016,0.008466667,0.023284456
"211","dicot-sim-118-1-20.rsml.jpg","dicot","118","1",0.038269334,0.009567333,0.016713133
"212","dicot-sim-118-10-20.rsml.jpg","dicot","118","10",0.033866666,0.008466667,0.013364629
"213","dicot-sim-118-2-20.rsml.jpg","dicot","118","2",0.033866666,0.008466667,0.012565836
"214","dicot-sim-118-3-20.rsml.jpg","dicot","118","3",0.033866666,0.008466667,0.013031436
"215","dicot-sim-118-4-20.rsml.jpg","dicot","118","4",0.033866666,0.008466667,0.012812987
"216","dicot-sim-118-5-20.rsml.jpg","dicot","118","5",0.033866666,0.008466667,0.013141264
"217","dicot-sim-118-6-20.rsml.jpg","dicot","118","6",0.036609866,0.009152466,0.018246489
"218","dicot-sim-118-7-20.rsml.jpg","dicot","118","7",0.038066134,0.019033067,0.019160287
"219","dicot-sim-118-8-20.rsml.jpg","dicot","118","8",0.03478107,0.008695267,0.012812545
"220","dicot-sim-118-9-20.rsml.jpg","dicot","118","9",0.033866666,0.008466667,0.01301497
"221","dicot-sim-119-1-20.rsml.jpg","dicot","119","1",0.080534935,0.010066867,0.018961107
"222","dicot-sim-119-10-20.rsml.jpg","dicot","119","10",0.0851154,0.009457267,0.018776696
"223","dicot-sim-119-2-20.rsml.jpg","dicot","119","2",0.08107679,0.010134599,0.018937932
"224","dicot-sim-119-3-20.rsml.jpg","dicot","119","3",0.08466667,0.008466667,0.01706233
"225","dicot-sim-119-4-20.rsml.jpg","dicot","119","4",0.08466667,0.008466667,0.016654797
"226","dicot-sim-119-5-20.rsml.jpg","dicot","119","5",0.0826008,0.009177867,0.018530047
"227","dicot-sim-119-6-20.rsml.jpg","dicot","119","6",0.085267805,0.0094742,0.01906897
"228","dicot-sim-119-7-20.rsml.jpg","dicot","119","7",0.09137227,0.011421533,0.019198122
"229","dicot-sim-119-8-20.rsml.jpg","dicot","119","8",0.08688493,0.012412133,0.0207515
"230","dicot-sim-119-9-20.rsml.jpg","dicot","119","9",0.083743796,0.0119634,0.019689722
"231","dicot-sim-12-1-20.rsml.jpg","dicot","12","1",0.042333335,0.008466667,0.013281735
"232","dicot-sim-12-10-20.rsml.jpg","dicot","12","10",0.042333335,0.008466667,0.0134363035
"233","dicot-sim-12-2-20.rsml.jpg","dicot","12","2",0.042333335,0.008466667,0.013509388
"234","dicot-sim-12-3-20.rsml.jpg","dicot","12","3",0.042333335,0.008466667,0.013628012
"235","dicot-sim-12-4-20.rsml.jpg","dicot","12","4",0.042333335,0.008466667,0.013448252
"236","dicot-sim-12-5-20.rsml.jpg","dicot","12","5",0.042333335,0.008466667,0.013643785
"237","dicot-sim-12-6-20.rsml.jpg","dicot","12","6",0.042333335,0.008466667,0.012657095
"238","dicot-sim-12-7-20.rsml.jpg","dicot","12","7",0.042333335,0.008466667,0.01337432
"239","dicot-sim-12-8-20.rsml.jpg","dicot","12","8",0.033866666,0.008466667,0.013629971
"240","dicot-sim-12-9-20.rsml.jpg","dicot","12","9",0.0508,0.008466667,0.013088566
"241","dicot-sim-120-1-17.rsml.jpg","dicot","120","1",0.19473334,0.008466667,0.02683613
"242","dicot-sim-120-10-17.rsml.jpg","dicot","120","10",0.21166666,0.008466667,0.026687967
"243","dicot-sim-120-2-17.rsml.jpg","dicot","120","2",0.21166666,0.008466667,0.026508924
"244","dicot-sim-120-3-17.rsml.jpg","dicot","120","3",0.21166666,0.008466667,0.025903452
"245","dicot-sim-120-4-17.rsml.jpg","dicot","120","4",0.21166666,0.008466667,0.025998008
"246","dicot-sim-120-5-17.rsml.jpg","dicot","120","5",0.21166666,0.008466667,0.026243081
"247","dicot-sim-120-6-17.rsml.jpg","dicot","120","6",0.21166666,0.008466667,0.026536385
"248","dicot-sim-120-7-17.rsml.jpg","dicot","120","7",0.21166666,0.008466667,0.02697109
"249","dicot-sim-120-8-17.rsml.jpg","dicot","120","8",0.19473334,0.008466667,0.026579442
"250","dicot-sim-120-9-17.rsml.jpg","dicot","120","9",0.2032,0.008466667,0.026676612
"251","dicot-sim-121-1-20.rsml.jpg","dicot","121","1",0.042333335,0.008466667,0.014613884
"252","dicot-sim-121-10-20.rsml.jpg","dicot","121","10",0.0508,0.008466667,0.013665759
"253","dicot-sim-121-2-20.rsml.jpg","dicot","121","2",0.0508,0.008466667,0.013723555
"254","dicot-sim-121-3-20.rsml.jpg","dicot","121","3",0.0508,0.008466667,0.014201603
"255","dicot-sim-121-4-20.rsml.jpg","dicot","121","4",0.042333335,0.008466667,0.014491135
"256","dicot-sim-121-5-20.rsml.jpg","dicot","121","5",0.0508,0.008466667,0.013967825
"257","dicot-sim-121-6-20.rsml.jpg","dicot","121","6",0.0508,0.008466667,0.01493253
"258","dicot-sim-121-7-20.rsml.jpg","dicot","121","7",0.0508,0.008466667,0.013980906
"259","dicot-sim-121-8-20.rsml.jpg","dicot","121","8",0.0508,0.008466667,0.013834575
"260","dicot-sim-121-9-20.rsml.jpg","dicot","121","9",0.0508,0.008466667,0.014023331
"261","dicot-sim-122-1-20.rsml.jpg","dicot","122","1",0.059266668,0.008466667,0.014370021
"262","dicot-sim-122-10-20.rsml.jpg","dicot","122","10",0.06773333,0.008466667,0.014186161
"263","dicot-sim-122-2-20.rsml.jpg","dicot","122","2",0.059266668,0.008466667,0.013930781
"264","dicot-sim-122-3-20.rsml.jpg","dicot","122","3",0.059266668,0.008466667,0.014321282
"265","dicot-sim-122-4-20.rsml.jpg","dicot","122","4",0.059266668,0.008466667,0.013763333
"266","dicot-sim-122-5-20.rsml.jpg","dicot","122","5",0.059266668,0.008466667,0.0142043885
"267","dicot-sim-122-6-20.rsml.jpg","dicot","122","6",0.06773333,0.008466667,0.014668986
"268","dicot-sim-122-7-20.rsml.jpg","dicot","122","7",0.059266668,0.008466667,0.013970109
"269","dicot-sim-122-8-20.rsml.jpg","dicot","122","8",0.059266668,0.008466667,0.013881179
"270","dicot-sim-122-9-20.rsml.jpg","dicot","122","9",0.059266668,0.008466667,0.014088472
"271","dicot-sim-123-1-20.rsml.jpg","dicot","123","1",0.11006667,0.016933333,0.025677467
"272","dicot-sim-123-10-20.rsml.jpg","dicot","123","10",0.09313333,0.016933333,0.024776531
"273","dicot-sim-123-2-20.rsml.jpg","dicot","123","2",0.11006667,0.016933333,0.024419194
"274","dicot-sim-123-3-20.rsml.jpg","dicot","123","3",0.09313333,0.016933333,0.02346378
"275","dicot-sim-123-4-20.rsml.jpg","dicot","123","4",0.1016,0.016933333,0.025952017
"276","dicot-sim-123-5-20.rsml.jpg","dicot","123","5",0.09313333,0.016933333,0.02498254
"277","dicot-sim-123-6-20.rsml.jpg","dicot","123","6",0.1016,0.016933333,0.023329036
"278","dicot-sim-123-7-20.rsml.jpg","dicot","123","7",0.1016,0.016933333,0.025068615
"279","dicot-sim-123-8-20.rsml.jpg","dicot","123","8",0.1016,0.016933333,0.024785379
"280","dicot-sim-123-9-20.rsml.jpg","dicot","123","9",0.09313333,0.016933333,0.023781342
