"","image","tot_root_length","width","depth","direction","n_primary","tot_prim_length","mean_prim_length","mean_prim_diameter","mean_lat_density","n_laterals","tot_lat_length","mean_lat_length","mean_lat_diameter","mean_lat_angle","tree_size","tree_magnitude","tree_altitude","tree_index","specie","group","id"
"4475","dicot-sim-51-4-20.rsml",104.28028,4.2502666,20.997334,2.2232225,1,21,21.49898,0.0601868,2.4362268,40,60,2.0695329,0.017667571,33.23183,81,41,41,1,"dicot","51","4"
"4476","dicot-sim-51-5-20.rsml",98.260895,4.8259997,20.997334,2.36814,1,21,21.49909,0.06475593,1.9555341,33,57,2.3261151,0.018584285,36.978817,67,34,34,1,"dicot","51","5"
"4477","dicot-sim-51-6-20.rsml",99.30317,3.9539332,20.997334,2.3246233,1,21,21.499893,0.064953126,2.0771165,36,57,2.1612022,0.018298963,37.17161,73,37,37,1,"dicot","51","6"
"4478","dicot-sim-51-7-20.rsml",99.83293,4.8006,20.997334,2.2905266,1,21,21.499939,0.061342068,2.0771122,36,56,2.1759164,0.01860257,38.10369,73,37,37,1,"dicot","51","7"
"4479","dicot-sim-51-8-20.rsml",88.16541,4.1148,20.997334,2.350377,1,21,21.499315,0.062258653,2.0771685,36,47,1.8518363,0.018051513,31.63004,73,37,37,1,"dicot","51","8"
"4480","dicot-sim-51-9-20.rsml",87.192635,3.8269334,20.997334,2.3135774,1,21,21.499401,0.060274214,2.014772,34,46,1.932154,0.017623713,36.571426,69,35,35,1,"dicot","51","9"
"4481","dicot-sim-52-1-20.rsml",64.67776,3.1580665,15.4939995,2.2897356,1,15,15.998857,0.048434563,4.628003,51,18,0.95448846,0.011949865,58.707367,103,52,52,1,"dicot","52","1"
"4482","dicot-sim-52-10-20.rsml",59.70683,3.0903332,15.4939995,2.361958,1,15,15.999832,0.050827537,4.5732245,51,12,0.857,0.01193885,54.49831,103,52,52,1,"dicot","52","10"
"4483","dicot-sim-52-2-20.rsml",62.41366,2.6500666,15.4939995,2.2096314,1,16,16.000002,0.05165736,4.4313664,50,15,0.92827326,0.011994372,58.010147,101,51,51,1,"dicot","52","2"
"4484","dicot-sim-52-3-20.rsml",52.659737,2.6331334,15.4939995,2.303253,1,15,15.998253,0.049900834,3.8552783,44,9,0.83321536,0.012050271,54.79692,89,45,45,1,"dicot","52","3"
"4485","dicot-sim-52-4-20.rsml",55.10361,2.1336,15.4939995,2.162735,1,15,15.999992,0.049539246,3.9423904,45,11,0.86896956,0.01175586,58.919296,91,46,46,1,"dicot","52","4"
"4486","dicot-sim-52-5-20.rsml",61.63557,2.7262666,15.4939995,2.22129,1,15,15.9985695,0.047740094,4.43967,53,15,0.8610755,0.011512436,57.250637,107,54,54,1,"dicot","52","5"
"4487","dicot-sim-52-6-20.rsml",63.17853,3.0310667,15.4939995,2.2388325,1,15,15.999963,0.047441084,4.0250864,47,20,1.0037993,0.011706638,59.879295,95,48,48,1,"dicot","52","6"
"4488","dicot-sim-52-7-20.rsml",54.173744,2.9633334,15.4939995,2.3162925,1,15,15.996574,0.046840854,3.5121646,41,12,0.9311502,0.011906809,61.310974,83,42,42,1,"dicot","52","7"
"4489","dicot-sim-52-8-20.rsml",59.233574,3.0395334,15.4939995,2.2988632,1,16,16.000002,0.050718885,4.4461374,49,17,0.88231766,0.011978972,56.515366,99,50,50,1,"dicot","52","8"
"4490","dicot-sim-52-9-20.rsml",55.54764,2.4891999,15.4939995,2.2950728,1,15,15.999787,0.051040098,3.8548408,44,13,0.89881474,0.011854979,58.396168,89,45,45,1,"dicot","52","9"
"4491","dicot-sim-53-1-13.rsml",108.30588,4.318,10.998199,2.2831125,1,11,11.499821,0.1620066,4.9932427,47,69,2.0597034,0.043300174,37.279617,95,48,48,1,"dicot","53","1"
"4492","dicot-sim-53-10-14.rsml",107.78806,4.4873333,11.997267,2.3509026,1,12,12.499997,0.168715,4.338019,45,69,2.1175127,0.043791074,43.27628,91,46,46,1,"dicot","53","10"
"4493","dicot-sim-53-2-13.rsml",100.16364,4.8598666,10.998199,2.2442024,1,11,11.49985,0.16596214,4.663446,43,62,2.0619488,0.045590438,38.12428,87,44,44,1,"dicot","53","2"
"4494","dicot-sim-53-3-13.rsml",108.33619,4.6058664,10.998199,2.3211415,1,11,11.5,0.16997856,4.674436,44,72,2.200823,0.045352116,39.49971,89,45,45,1,"dicot","53","3"
"4495","dicot-sim-53-4-14.rsml",108.94379,4.5804667,11.997267,2.2501488,1,12,12.499992,0.18407913,4.820023,50,64,1.9288762,0.0435977,38.371586,101,51,51,1,"dicot","53","4"
"4496","dicot-sim-53-5-13.rsml",89.851654,3.556,10.998199,2.279437,1,11,11.499838,0.15944195,4.6518955,42,53,1.8655199,0.042937454,39.890503,85,43,43,1,"dicot","53","5"
"4497","dicot-sim-53-6-13.rsml",119.826584,5.3848,10.998199,2.3017123,1,11,11.499363,0.16750714,5.0997295,48,80,2.2568173,0.046481773,40.17441,97,49,49,1,"dicot","53","6"
"4498","dicot-sim-53-7-13.rsml",101.919655,4.7921333,10.998199,2.2697704,1,11,11.499492,0.1698832,5.097452,47,67,1.9238335,0.043480996,35.61842,95,48,48,1,"dicot","53","7"
"4499","dicot-sim-53-8-13.rsml",106.14874,4.4111333,10.998199,2.3024838,1,11,11.49998,0.16584918,4.6744456,44,68,2.1511083,0.043810315,41.375496,89,45,45,1,"dicot","53","8"
"4500","dicot-sim-53-9-13.rsml",92.67038,4.0301332,10.998199,2.290932,1,11,11.499794,0.15320852,4.4620595,42,56,1.932633,0.041579515,41.132988,85,43,43,1,"dicot","53","9"
"4501","dicot-sim-54-1-20.rsml",141.13126,7.2897997,29.497866,2.327751,1,29,29.999966,0.045759425,2.4050052,59,76,1.8835818,0.017110264,59.86511,119,60,60,1,"dicot","54","1"
"4502","dicot-sim-54-10-20.rsml",154.04845,7.1035333,29.497866,2.2718468,1,29,29.99958,0.04688305,2.816608,68,84,1.8242488,0.017205456,66.44288,137,69,69,1,"dicot","54","10"
"4503","dicot-sim-54-2-20.rsml",141.5746,6.731,29.497866,2.4723532,1,29,29.999693,0.045975614,2.527317,62,71,1.7995955,0.01722989,64.566826,125,63,63,1,"dicot","54","2"
"4504","dicot-sim-54-3-20.rsml",157.39998,8.128,29.497866,2.3562229,1,29,29.998621,0.047081422,2.6089373,64,94,1.9906456,0.017522557,65.13143,129,65,65,1,"dicot","54","3"
"4505","dicot-sim-54-4-20.rsml",154.22165,7.2474666,29.497866,2.1956372,1,29,29.99993,0.04697327,2.7751613,67,85,1.8540555,0.01698873,62.467308,135,68,68,1,"dicot","54","4"
"4506","dicot-sim-54-5-20.rsml",144.42833,7.5945997,29.497866,2.271842,1,29,29.998905,0.047617007,2.5681329,62,80,1.845636,0.017380659,62.52466,125,63,63,1,"dicot","54","5"
"4507","dicot-sim-54-6-20.rsml",167.23636,7.6707997,29.497866,2.3203464,1,29,29.999908,0.045758545,2.650902,64,100,2.144319,0.017409118,66.00162,129,65,65,1,"dicot","54","6"
"4508","dicot-sim-54-7-20.rsml",166.42793,8.128,29.497866,2.3019106,1,29,29.999994,0.04848912,2.7718675,68,98,2.0062933,0.017370379,65.545074,137,69,69,1,"dicot","54","7"
"4509","dicot-sim-54-8-20.rsml",152.53429,7.306733,29.497866,2.2863746,1,29,29.999258,0.045952,2.5681176,63,88,1.9450006,0.01742099,64.75982,127,64,64,1,"dicot","54","8"
"4510","dicot-sim-54-9-20.rsml",151.18625,8.288867,29.497866,2.3171995,1,29,29.999516,0.046446484,2.7337794,66,85,1.8361622,0.017170819,59.612007,133,67,67,1,"dicot","54","9"
"4511","dicot-sim-55-1-20.rsml",24.651812,1.397,11.997267,2.3648832,1,12,12.49966,0.049852557,2.9046144,15,4,0.8101435,0.018695666,46.496777,31,16,16,1,"dicot","55","1"
"4512","dicot-sim-55-10-20.rsml",23.345425,1.3462,11.997267,2.168049,1,12,12.499879,0.05022618,14.740164,13,3,0.8342727,0.020449767,55.526043,27,14,14,1,"dicot","55","10"
"4513","dicot-sim-55-2-20.rsml",21.950748,1.7441334,11.997267,2.367682,1,12,12.499735,0.049673438,3.7610576,12,2,0.78758454,0.020282388,50.99181,25,13,13,1,"dicot","55","2"
"4514","dicot-sim-55-3-20.rsml",26.729588,2.0743332,11.997267,2.3566566,1,12,12.499609,0.051725093,7.6518054,15,3,0.9486653,0.019930951,61.08519,31,16,16,1,"dicot","55","3"
"4515","dicot-sim-55-4-20.rsml",27.153316,2.6500666,11.997267,2.2733529,1,12,12.4998665,0.051965326,7.633852,14,4,1.0466752,0.020639844,63.617832,29,15,15,1,"dicot","55","4"
"4516","dicot-sim-55-5-20.rsml",23.904215,1.7441334,11.997267,2.3977032,1,12,12.499868,0.051463608,9.551856,15,3,0.76028985,0.019394144,49.167683,31,16,16,1,"dicot","55","5"
"4517","dicot-sim-55-6-20.rsml",24.007818,1.3546667,11.997267,2.3573472,1,12,12.499736,0.051185284,11.447766,13,4,0.8852372,0.019733068,55.100998,27,14,14,1,"dicot","55","6"
"4518","dicot-sim-55-7-20.rsml",24.859072,1.143,11.997267,2.4128544,1,12,12.499995,0.050022595,4.5989685,15,2,0.8239383,0.018936612,57.76229,31,16,16,1,"dicot","55","7"
"4519","dicot-sim-55-8-20.rsml",23.136316,1.7272,11.997267,2.404778,1,12,12.499888,0.052082073,4.0666504,13,4,0.81818664,0.02057607,45.405178,27,14,14,1,"dicot","55","8"
"4520","dicot-sim-55-9-20.rsml",24.822828,1.4139333,11.997267,2.2471843,1,12,12.499974,0.050670348,4.2452044,15,2,0.82152355,0.01845959,50.19166,31,16,16,1,"dicot","55","9"
"4521","dicot-sim-56-1-20.rsml",19.788628,2.0574,9.491134,2.383756,1,9,9.999808,0.035314504,1.4212066,9,4,1.0876465,0.015369044,64.74809,19,10,10,1,"dicot","56","1"
"4522","dicot-sim-56-10-20.rsml",15.407026,1.4816667,9.491134,2.189597,1,9,9.99998,0.03660065,1.0106137,6,2,0.90117437,0.015518085,55.322037,13,7,7,1,"dicot","56","10"
"4523","dicot-sim-56-2-20.rsml",19.516077,2.2098,9.491134,2.3282971,1,9,9.999988,0.03805967,1.8374776,8,6,1.1895111,0.014971074,62.297417,17,9,9,1,"dicot","56","2"
"4524","dicot-sim-56-3-20.rsml",14.682367,2.1082,9.491134,2.0899668,1,9,9.999724,0.037710577,0.7774252,4,3,1.1706607,0.014464306,58.68762,9,5,5,1,"dicot","56","3"
"4525","dicot-sim-56-4-20.rsml",15.420028,1.2784667,9.491134,2.194224,1,9,9.999974,0.035682544,1.0828013,6,3,0.90334225,0.015878282,47.719532,13,7,7,1,"dicot","56","4"
"4526","dicot-sim-56-5-20.rsml",19.621231,1.7441334,9.491134,2.119733,1,9,9.998191,0.039474946,1.5794417,10,4,0.96230406,0.015324108,45.2893,21,11,11,1,"dicot","56","5"
"4527","dicot-sim-56-6-20.rsml",19.260567,2.0574,9.491134,2.3062482,1,9,9.999444,0.038076207,1.8529023,11,3,0.84192026,0.015156799,49.026394,23,12,12,1,"dicot","56","6"
"4528","dicot-sim-56-7-20.rsml",14.584202,0.84666663,9.499599,2.6925836,1,9,9.999988,0.035842963,0.7895415,5,3,0.9168429,0.014861425,57.04613,11,6,6,1,"dicot","56","7"
"4529","dicot-sim-56-8-20.rsml",11.317752,0.36406666,9.491134,2.2698786,1,9,9.999271,0.03589253,0.75800663,3,0,0.43949324,0.015405719,30.737226,7,4,4,1,"dicot","56","8"
"4530","dicot-sim-56-9-20.rsml",15.684637,1.9981333,9.499599,2.2553437,1,9,9.999999,0.03426298,0.97174186,5,3,1.1369276,0.014993242,47.846252,11,6,6,1,"dicot","56","9"
"4531","dicot-sim-57-1-20.rsml",360.8276,5.9266667,27.499733,2.304772,1,27,27.999928,0.12399688,10.516626,246,197,1.3529581,0.012477916,51.777744,493,247,247,1,"dicot","57","1"
"4532","dicot-sim-57-10-20.rsml",381.9208,5.4440665,27.491266,2.2955017,1,27,27.999998,0.12148947,10.9081,256,213,1.3825036,0.012552115,51.804295,513,257,257,1,"dicot","57","10"
"4533","dicot-sim-57-2-20.rsml",354.70834,5.0546,27.499733,2.2474856,1,27,27.999882,0.11941757,10.609885,249,176,1.3120824,0.012314023,51.09056,499,250,250,1,"dicot","57","2"
"4534","dicot-sim-57-3-20.rsml",407.69922,5.7658,27.499733,2.2946162,1,27,27.999996,0.12615481,11.802906,277,224,1.3707556,0.012321169,52.232418,555,278,278,1,"dicot","57","3"
"4535","dicot-sim-57-4-20.rsml",382.54932,6.3669333,27.491266,2.2577236,1,27,27.99999,0.12495046,11.121153,261,207,1.3584262,0.012377896,53.30406,523,262,262,1,"dicot","57","4"
"4536","dicot-sim-57-5-20.rsml",382.80164,5.190067,27.491266,2.2772815,1,27,27.999924,0.12588574,11.249013,264,212,1.343946,0.012345871,51.980717,529,265,265,1,"dicot","57","5"
"4537","dicot-sim-57-6-20.rsml",369.36212,4.9276,27.499733,2.2800777,1,27,27.999905,0.12152975,10.908143,256,201,1.333446,0.012241618,52.594276,513,257,257,1,"dicot","57","6"
"4538","dicot-sim-57-7-20.rsml",402.8998,5.7742667,27.491266,2.3023643,1,27,27.99984,0.1234233,11.334274,266,229,1.4093988,0.012248008,52.07268,533,267,267,1,"dicot","57","7"
"4539","dicot-sim-57-8-20.rsml",383.68433,5.9774666,27.491266,2.3196995,1,27,27.999933,0.12124273,10.99335,258,203,1.3786212,0.012290602,54.14627,517,259,259,1,"dicot","57","8"
"4540","dicot-sim-57-9-20.rsml",396.6232,4.9783998,27.491266,2.3158946,1,27,27.999115,0.121224985,11.50507,270,217,1.3652747,0.012106425,52.866158,541,271,271,1,"dicot","57","9"
"4541","dicot-sim-58-1-20.rsml",129.57866,6.2145333,20.997334,2.2083492,1,21,21.5,0.08297447,3.0856094,47,81,2.299546,0.02223164,40.966568,95,48,48,1,"dicot","58","1"
"4542","dicot-sim-58-10-20.rsml",153.15414,6.1044664,20.997334,2.3462782,1,21,21.499557,0.08660018,3.0960505,48,105,2.7428043,0.023480788,43.458958,97,49,49,1,"dicot","58","10"
"4543","dicot-sim-58-2-20.rsml",145.41475,6.3669333,20.997334,2.2617743,1,21,21.49951,0.08406215,3.1605597,49,98,2.5288823,0.023068808,41.34331,99,50,50,1,"dicot","58","2"
"4544","dicot-sim-58-3-20.rsml",159.90596,7.1797333,20.997334,2.2957742,1,21,21.499193,0.08704803,3.1606145,49,110,2.8246288,0.023011476,40.011444,99,50,50,1,"dicot","58","3"
"4545","dicot-sim-58-4-20.rsml",145.62236,7.7724,20.997334,2.3115938,1,21,21.499828,0.08755591,3.2250047,50,97,2.48245,0.023265222,45.279385,101,51,51,1,"dicot","58","4"
"4546","dicot-sim-58-5-20.rsml",151.05608,6.858,20.997334,2.2735565,1,21,21.499813,0.08689559,3.2169397,49,103,2.6440055,0.02335704,41.154728,99,50,50,1,"dicot","58","5"
"4547","dicot-sim-58-6-20.rsml",137.0294,6.417733,20.997334,2.2886128,1,21,21.499958,0.084154174,2.954312,45,87,2.567321,0.022676542,42.825672,91,46,46,1,"dicot","58","6"
"4548","dicot-sim-58-7-20.rsml",144.681,6.697133,20.997334,2.2727222,1,21,21.49985,0.08761354,3.2250006,50,93,2.4636226,0.023119872,41.318077,101,51,51,1,"dicot","58","7"
"4549","dicot-sim-58-8-20.rsml",149.30734,7.1797333,20.997334,2.2837298,1,21,21.499487,0.0848497,3.0200303,46,107,2.7784317,0.023474231,39.33911,93,47,47,1,"dicot","58","8"
"4550","dicot-sim-58-9-20.rsml",138.07906,6.223,20.997334,2.2530441,1,21,21.499952,0.08267815,2.9543145,45,90,2.5906465,0.023605144,41.919468,91,46,46,1,"dicot","58","9"
"4551","dicot-sim-59-1-20.rsml",50.18338,3.0818667,13.995399,2.3929608,1,14,14.498576,0.041775297,2.3301084,23,20,1.551513,0.015000407,37.17363,47,24,24,1,"dicot","59","1"
"4552","dicot-sim-59-10-20.rsml",52.219246,2.4299333,13.995399,2.3430443,1,14,14.4999485,0.037838504,2.431129,24,22,1.5716375,0.014616538,38.1137,49,25,25,1,"dicot","59","10"
"4553","dicot-sim-59-2-20.rsml",56.46868,3.3612666,13.995399,2.2976918,1,14,14.499997,0.04254844,2.3574486,24,29,1.7486953,0.01475654,35.218884,49,25,25,1,"dicot","59","2"
"4554","dicot-sim-59-3-20.rsml",51.6306,3.175,13.995399,2.2545142,1,14,14.499986,0.039910607,2.6141088,25,24,1.4852241,0.015423772,37.580185,51,26,26,1,"dicot","59","3"
"4555","dicot-sim-59-4-20.rsml",51.484406,2.6077332,13.995399,2.3492103,1,14,14.499769,0.03953849,2.259265,23,24,1.6080282,0.01475496,42.016247,47,24,24,1,"dicot","59","4"
"4556","dicot-sim-59-5-20.rsml",58.04181,3.6067998,13.995399,2.320556,1,14,14.499977,0.043608747,2.7503614,28,23,1.5550655,0.015248653,41.2037,57,29,29,1,"dicot","59","5"
"4557","dicot-sim-59-6-20.rsml",55.289574,3.0564666,13.995399,2.1802986,1,14,14.49984,0.04040481,2.9278345,28,23,1.4567763,0.014991839,40.499035,57,29,29,1,"dicot","59","6"
"4558","dicot-sim-59-7-20.rsml",60.99323,4.4873333,13.995399,2.293551,1,14,14.499929,0.04159676,2.1927862,23,33,2.0214477,0.015516849,39.94663,47,24,24,1,"dicot","59","7"
"4559","dicot-sim-59-8-20.rsml",60.8927,3.4967332,13.995399,2.2052922,1,14,14.499908,0.042491764,2.8363273,28,28,1.6568855,0.015430046,37.957775,57,29,29,1,"dicot","59","8"
"4560","dicot-sim-59-9-20.rsml",45.66364,3.4544,13.995399,2.369474,1,14,14.499226,0.03995812,1.7681837,18,21,1.7313567,0.0155402785,31.30012,37,19,19,1,"dicot","59","9"
"4561","dicot-sim-6-1-18.rsml",137.27336,4.064,14.994467,2.2303157,1,15,15.499903,0.11906296,6.331582,86,72,1.4159706,0.023336194,49.726353,173,87,87,1,"dicot","6","1"
"4562","dicot-sim-6-10-18.rsml",147.80351,4.7413335,14.994467,2.2771475,1,15,15.499529,0.12348833,6.50282,91,80,1.4538898,0.023262242,47.83914,183,92,92,1,"dicot","6","10"
"4563","dicot-sim-6-2-18.rsml",163.52408,4.8768,14.994467,2.2296648,1,15,15.499984,0.12746128,6.5597744,90,92,1.6447127,0.023228241,49.94562,181,91,91,1,"dicot","6","2"
"4564","dicot-sim-6-3-18.rsml",148.19482,4.461933,14.994467,2.2775857,1,15,15.499818,0.12033338,5.8309817,80,84,1.6586876,0.024064833,49.567978,161,81,81,1,"dicot","6","3"
"4565","dicot-sim-6-4-18.rsml",165.44228,4.1994667,14.994467,2.283185,1,15,15.499982,0.12923767,6.5026093,91,100,1.6477176,0.02401346,47.887943,183,92,92,1,"dicot","6","4"
"4566","dicot-sim-6-5-18.rsml",152.26527,4.3603334,14.994467,2.3460448,1,15,15.499847,0.1252345,6.288298,88,86,1.5541526,0.023748385,50.59759,177,89,89,1,"dicot","6","5"
"4567","dicot-sim-6-6-18.rsml",153.5134,4.7074666,14.994467,2.293693,1,15,15.499949,0.123157375,6.431167,90,84,1.5334834,0.023415098,52.284924,181,91,91,1,"dicot","6","6"
"4568","dicot-sim-6-7-18.rsml",163.42526,4.5973997,14.994467,2.3073773,1,15,15.499946,0.12318635,6.359711,89,99,1.6620822,0.023726495,47.27063,179,90,90,1,"dicot","6","7"
"4569","dicot-sim-6-8-18.rsml",164.7737,5.4017334,14.994467,2.3203237,1,15,15.499691,0.12555447,6.8514667,94,96,1.5880213,0.023839183,47.150116,189,95,95,1,"dicot","6","8"
"4570","dicot-sim-6-9-18.rsml",148.23087,4.1402,14.994467,2.2751868,1,15,15.499998,0.12715963,6.2882304,88,83,1.5083053,0.023975955,47.021317,177,89,89,1,"dicot","6","9"
"4571","dicot-sim-60-1-20.rsml",159.41064,6.8410664,15.993533,2.3352404,1,16,16.49674,0.13949677,6.1773634,75,99,1.9055188,0.035065345,43.989223,151,76,76,1,"dicot","60","1"
"4572","dicot-sim-60-10-20.rsml",188.5113,6.6378665,15.993533,2.292332,1,16,16.498714,0.14820975,6.4537735,80,126,2.1501572,0.035691023,46.248024,161,81,81,1,"dicot","60","10"
"4573","dicot-sim-60-2-20.rsml",202.59818,6.6717334,15.993533,2.2649674,1,16,16.496065,0.1503124,6.5356984,81,138,2.2975564,0.0382109,48.11037,163,82,82,1,"dicot","60","2"
"4574","dicot-sim-60-3-20.rsml",180.82861,7.6454,15.985066,2.2392194,1,16,16.499895,0.14830849,6.3725586,79,120,2.0801103,0.037640776,45.78632,159,80,80,1,"dicot","60","3"
"4575","dicot-sim-60-4-20.rsml",172.36682,6.9511333,15.993533,2.3483942,1,16,16.49974,0.14496697,6.340701,77,109,2.024248,0.036031254,43.47648,155,78,78,1,"dicot","60","4"
"4576","dicot-sim-60-5-20.rsml",175.94623,7.7808666,15.993533,2.2233076,1,16,16.49954,0.14748645,6.1760902,75,113,2.125956,0.034697935,45.419895,151,76,76,1,"dicot","60","5"
"4577","dicot-sim-60-6-20.rsml",180.9779,7.3744664,15.993533,2.3170907,1,16,16.497417,0.14339009,5.8089404,72,124,2.284451,0.03742269,47.985634,145,73,73,1,"dicot","60","6"
"4578","dicot-sim-60-7-20.rsml",180.17809,8.822267,15.993533,2.2879014,1,16,16.494495,0.14159398,6.1329565,76,118,2.1537316,0.036737844,45.099754,153,77,77,1,"dicot","60","7"
"4579","dicot-sim-60-8-20.rsml",159.81516,7.882467,15.993533,2.277484,1,16,16.499945,0.13683605,5.846531,71,100,2.018524,0.036882833,45.282238,143,72,72,1,"dicot","60","8"
"4580","dicot-sim-60-9-20.rsml",180.91502,7.9078665,15.993533,2.2597685,1,16,16.499338,0.14383233,6.423229,78,118,2.1078935,0.038445503,46.43725,157,79,79,1,"dicot","60","9"
"4581","dicot-sim-61-1-20.rsml",23.295677,1.9388666,12.996333,2.2467442,1,13,13.49905,0.060638864,1.4401457,12,3,0.8163856,0.017051797,67.0465,25,13,13,1,"dicot","61","1"
"4582","dicot-sim-61-10-20.rsml",24.889505,1.4732,12.996333,1.9794835,1,13,13.499513,0.06382639,1.6458766,16,2,0.71187437,0.017281182,63.150032,33,17,17,1,"dicot","61","10"
"4583","dicot-sim-61-2-20.rsml",29.352139,2.1928666,12.996333,2.1871903,1,13,13.498414,0.06490683,1.8872651,19,6,0.8344065,0.017888153,66.47253,39,20,20,1,"dicot","61","2"
"4584","dicot-sim-61-3-20.rsml",27.022333,2.159,12.996333,2.1066327,1,13,13.499953,0.06070674,2.0737374,18,5,0.75124335,0.016744442,63.43776,37,19,19,1,"dicot","61","3"
"4585","dicot-sim-61-4-20.rsml",28.303518,1.8711333,12.996333,2.3911753,1,13,13.499851,0.06307417,2.7361846,19,3,0.7791405,0.016823951,64.02277,39,20,20,1,"dicot","61","4"
"4586","dicot-sim-61-5-20.rsml",20.811647,0.97366667,12.996333,2.290633,1,13,13.499989,0.06228853,2.0801337,13,0,0.5624352,0.018016448,64.51755,27,14,14,1,"dicot","61","5"
"4587","dicot-sim-61-6-20.rsml",26.014984,1.6001999,12.996333,2.108798,1,13,13.499689,0.06191393,3.2916563,16,4,0.782206,0.016929172,63.168587,33,17,17,1,"dicot","61","6"
"4588","dicot-sim-61-7-20.rsml",29.682203,2.2521334,12.996333,2.347075,1,13,13.5,0.0626723,2.8801844,20,6,0.8091103,0.017142318,66.74506,41,21,21,1,"dicot","61","7"
"4589","dicot-sim-61-8-20.rsml",20.88276,0.7535333,12.996333,2.2531576,1,13,13.498983,0.06445561,1.9638324,15,0,0.4922517,0.018401433,54.298943,31,16,16,1,"dicot","61","8"
"4590","dicot-sim-61-9-20.rsml",23.730524,1.4562666,12.996333,2.1220667,1,13,13.499942,0.06053413,2.4254212,16,1,0.6394116,0.01779141,56.611153,33,17,17,1,"dicot","61","9"
"4591","dicot-sim-62-1-20.rsml",66.25182,3.2427332,14.494933,2.29536,1,14,14.999507,0.039806627,2.3728786,26,35,1.9712431,0.017234517,35.32973,53,27,27,1,"dicot","62","1"
"4592","dicot-sim-62-10-20.rsml",67.87984,3.2681334,14.494933,2.2401817,1,14,14.999996,0.0388189,2.1902814,24,38,2.2033267,0.0172122,31.18196,49,25,25,1,"dicot","62","10"
"4593","dicot-sim-62-2-20.rsml",68.4743,3.81,14.494933,2.1625376,1,14,14.999934,0.041410133,2.2815523,24,39,2.2280984,0.01753068,37.204166,49,25,25,1,"dicot","62","2"
"4594","dicot-sim-62-3-20.rsml",61.34666,3.6745334,14.494933,2.220865,1,15,15,0.04177462,2.099019,23,33,2.015072,0.017803755,29.39618,47,24,24,1,"dicot","62","3"
"4595","dicot-sim-62-4-20.rsml",56.241943,3.1665332,14.494933,2.2663991,1,14,14.999933,0.0385732,2.007766,22,29,1.8746371,0.01731317,30.679424,45,23,23,1,"dicot","62","4"
"4596","dicot-sim-62-5-20.rsml",57.191246,3.2088666,14.494933,2.2861767,1,14,14.999678,0.037892796,1.8847944,19,30,2.2206092,0.016936066,35.253677,39,20,20,1,"dicot","62","5"
"4597","dicot-sim-62-6-20.rsml",60.797176,4.1740665,14.494933,2.3041122,1,14,14.999899,0.04066195,2.0990326,23,34,1.991186,0.016799092,34.561607,47,24,24,1,"dicot","62","6"
"4598","dicot-sim-62-7-20.rsml",54.156597,3.5729332,14.494933,2.260899,1,14,14.999996,0.03899558,1.9963502,21,26,1.8646003,0.017068993,34.954895,43,22,22,1,"dicot","62","7"
"4599","dicot-sim-62-8-20.rsml",60.58793,3.3189332,14.494933,2.3192124,1,14,14.9999485,0.03961828,2.2815478,24,32,1.8994992,0.017295241,33.310696,49,25,25,1,"dicot","62","8"
"4600","dicot-sim-62-9-20.rsml",58.846207,3.6406667,14.494933,2.2536175,1,14,14.999913,0.040929105,1.9165063,21,32,2.0879188,0.017107839,36.535233,43,22,22,1,"dicot","62","9"
"4601","dicot-sim-63-1-13.rsml",155.5948,5.2154665,14.494933,2.2660928,1,14,14.998706,0.28976932,3.933995,53,108,2.6527576,0.063908294,38.15705,107,54,54,1,"dicot","63","1"
"4602","dicot-sim-63-10-13.rsml",187.77954,7.5945997,14.494933,2.290907,1,14,14.999804,0.3156574,3.7852352,51,144,3.3878381,0.06700901,35.700443,103,52,52,1,"dicot","63","10"
"4603","dicot-sim-63-2-13.rsml",201.19943,8.382,14.494933,2.322579,1,14,14.999214,0.32327354,3.9996796,51,158,3.650985,0.068546884,36.266666,103,52,52,1,"dicot","63","2"
"4604","dicot-sim-63-3-13.rsml",167.72333,8.043333,14.494933,2.3509357,1,14,14.999023,0.2795751,3.637004,49,122,3.1168225,0.062432114,37.37883,99,50,50,1,"dicot","63","3"
"4605","dicot-sim-63-4-13.rsml",178.47305,6.8410664,14.494933,2.3209221,1,14,14.999765,0.314097,4.0079074,54,130,3.027282,0.06876223,35.509808,109,55,55,1,"dicot","63","4"
"4606","dicot-sim-63-5-13.rsml",179.2435,7.874,14.494933,2.24759,1,14,14.999978,0.30534595,3.933625,53,133,3.0989344,0.069818564,37.5113,107,54,54,1,"dicot","63","5"
"4607","dicot-sim-63-6-13.rsml",193.93631,7.687733,14.494933,2.3031657,1,14,14.997471,0.30424112,3.9343536,53,148,3.376204,0.0678561,36.064972,107,54,54,1,"dicot","63","6"
"4608","dicot-sim-63-7-12.rsml",150.00128,7.0104,12.996333,2.2779903,1,13,13.498594,0.240306,3.987104,47,109,2.9043128,0.06089917,36.894398,95,48,48,1,"dicot","63","7"
"4609","dicot-sim-63-8-12.rsml",181.50417,8.2804,12.996333,2.2480419,1,13,13.499423,0.27649072,4.0698886,47,143,3.5745692,0.06772274,36.294296,95,48,48,1,"dicot","63","8"
"4610","dicot-sim-63-9-13.rsml",174.1663,8.187266,14.494933,2.2857006,1,14,14.999205,0.2959363,3.703086,49,129,3.248308,0.0715141,36.151382,99,50,50,1,"dicot","63","9"
