"","image","tot_root_length","width","depth","direction","n_primary","tot_prim_length","mean_prim_length","mean_prim_diameter","mean_lat_density","n_laterals","tot_lat_length","mean_lat_length","mean_lat_diameter","mean_lat_angle","tree_size","tree_magnitude","tree_altitude","tree_index","specie","group","id"
"2252","dicot-sim-301-10-20.rsml",51.937786,1.5239999,9.999133,2.3241215,1,10,10.499246,0.07945504,5.952993,37,21,1.1199605,0.019444585,30.680588,75,38,38,1,"dicot","301","10"
"2253","dicot-sim-301-2-20.rsml",59.37096,2.0404665,9.990666,2.2549107,1,10,10.499434,0.08271003,6.1781344,40,27,1.2217882,0.020140612,34.578007,81,41,41,1,"dicot","301","2"
"2254","dicot-sim-301-3-20.rsml",58.071514,2.0404665,9.999133,2.2867188,1,10,10.499872,0.08278368,6.7149105,40,23,1.189291,0.019641653,34.715702,81,41,41,1,"dicot","301","3"
"2255","dicot-sim-301-4-20.rsml",59.970306,2.286,9.999133,2.3604379,1,10,10.49998,0.084482595,6.714808,40,26,1.2367584,0.019734437,35.29211,81,41,41,1,"dicot","301","4"
"2256","dicot-sim-301-5-20.rsml",59.71511,2.6246667,9.999133,2.3129761,1,10,10.499665,0.08314168,6.736531,41,28,1.2003767,0.020210395,34.97515,83,42,42,1,"dicot","301","5"
"2257","dicot-sim-301-6-20.rsml",48.24585,1.8288,9.999133,2.222732,1,10,10.499693,0.0795273,5.750657,35,19,1.0784618,0.01891842,31.708862,71,36,36,1,"dicot","301","6"
"2258","dicot-sim-301-7-20.rsml",50.986088,1.7526,9.990666,2.3306518,1,10,10.499023,0.079215124,6.4358635,40,19,1.0121766,0.019468036,29.156225,81,41,41,1,"dicot","301","7"
"2259","dicot-sim-301-8-20.rsml",53.656372,2.0997334,9.999133,2.3282764,1,10,10.499759,0.081763364,6.3322763,41,19,1.0526004,0.01970277,30.686571,83,42,42,1,"dicot","301","8"
"2260","dicot-sim-301-9-20.rsml",62.596508,1.9727333,9.990666,2.3433874,1,10,10.4989395,0.08290321,6.7964573,44,31,1.1840358,0.019601835,32.550007,89,45,45,1,"dicot","301","9"
"2261","dicot-sim-302-1-20.rsml",12.64837,0.4741333,9.491134,2.0346298,1,9,9.9997,0.059223518,0.9663364,5,0,0.5297339,0.011828796,54.0232,11,6,6,1,"dicot","302","1"
"2262","dicot-sim-302-10-20.rsml",12.836447,0.4572,9.499599,2.5019517,1,9,9.9996395,0.057066634,1.2512904,6,0,0.47280136,0.012098686,47.439545,13,7,7,1,"dicot","302","10"
"2263","dicot-sim-302-2-20.rsml",14.121515,1.1176,9.499599,2.4291663,1,9,9.999999,0.05968385,0.75013286,5,1,0.82430327,0.014117728,74.72971,11,6,6,1,"dicot","302","2"
"2264","dicot-sim-302-3-20.rsml",11.614023,0.8043333,9.491134,2.311318,1,9,9.999506,0.061355285,0.5066322,3,1,0.5381724,0.016940353,48.612965,7,4,4,1,"dicot","302","3"
"2265","dicot-sim-302-4-20.rsml",13.454715,0.635,9.491134,2.5633404,1,9,9.999843,0.05557051,0.74929345,5,0,0.69097453,0.014216036,68.73955,11,6,6,1,"dicot","302","4"
"2266","dicot-sim-302-5-20.rsml",12.632893,0.54186666,9.499599,2.4057727,1,9,9.99989,0.0611894,1.9594078,5,0,0.5266004,0.014614972,55.75924,11,6,6,1,"dicot","302","5"
"2267","dicot-sim-302-6-20.rsml",12.887486,0.60113335,9.491134,2.3640916,1,9,9.999979,0.059859652,1.6927809,5,0,0.5775013,0.01512356,70.110855,11,6,6,1,"dicot","302","6"
"2268","dicot-sim-302-7-20.rsml",12.979971,0.6265333,9.491134,2.038798,1,9,9.999991,0.058798935,0.83103734,4,0,0.7449952,0.013217308,69.65481,9,5,5,1,"dicot","302","7"
"2269","dicot-sim-302-8-20.rsml",11.00063,0.29633334,9.491134,2.2954657,1,9,9.999867,0.058183614,1.0148109,3,0,0.33358818,0.0132495565,40.6223,7,4,4,1,"dicot","302","8"
"2270","dicot-sim-302-9-20.rsml",12.670579,0.56726664,9.491134,2.2507334,1,9,9.999963,0.057963654,0.90317184,5,0,0.53412306,0.014604483,64.01076,11,6,6,1,"dicot","302","9"
"2271","dicot-sim-303-1-18.rsml",251.12325,7.2559333,14.494933,2.3122494,1,14,14.999819,0.16819169,12.733661,138,162,1.7110393,0.03044979,53.96195,277,139,139,1,"dicot","303","1"
"2272","dicot-sim-303-10-18.rsml",239.50105,5.9859333,14.494933,2.2529829,1,15,15,0.16897228,13.052923,143,146,1.5699375,0.031451076,51.392967,287,144,144,1,"dicot","303","10"
"2273","dicot-sim-303-2-18.rsml",265.71536,5.9351335,14.494933,2.3052404,1,14,14.999778,0.16650173,12.688064,139,173,1.8037091,0.030708604,55.441162,279,140,140,1,"dicot","303","2"
"2274","dicot-sim-303-3-18.rsml",269.9124,6.570133,14.494933,2.3020644,1,14,14.999172,0.16937114,13.267926,143,173,1.7826102,0.03022726,53.106426,287,144,144,1,"dicot","303","3"
"2275","dicot-sim-303-4-18.rsml",270.78067,6.4346666,14.494933,2.3330276,1,14,14.999491,0.17023432,13.307648,145,176,1.764008,0.030391177,57.062466,291,146,146,1,"dicot","303","4"
"2276","dicot-sim-303-5-18.rsml",244.34718,7.2728667,14.494933,2.309293,1,14,14.999258,0.16987896,13.875376,152,143,1.5088679,0.030656658,50.057777,305,153,153,1,"dicot","303","5"
"2277","dicot-sim-303-6-18.rsml",265.31894,7.6030664,14.494933,2.251792,1,14,14.999332,0.17018254,13.327573,146,169,1.714518,0.030763542,53.817005,293,147,147,1,"dicot","303","6"
"2278","dicot-sim-303-7-18.rsml",259.50397,5.427133,14.494933,2.3244965,1,14,14.999862,0.16831262,13.123647,143,164,1.7098188,0.030474667,56.886703,287,144,144,1,"dicot","303","7"
"2279","dicot-sim-303-8-18.rsml",254.08765,6.612467,14.494933,2.2684174,1,14,14.999866,0.16567841,13.194968,143,156,1.6719422,0.030017309,57.32288,287,144,144,1,"dicot","303","8"
"2280","dicot-sim-303-9-18.rsml",286.01324,6.155267,14.494933,2.2833397,1,14,14.998929,0.1763541,14.409713,157,181,1.7262056,0.030450083,54.85243,315,158,158,1,"dicot","303","9"
"2281","dicot-sim-304-1-20.rsml",116.01544,2.8871334,13.995399,2.300092,1,14,14.499978,0.16551481,4.469565,53,67,1.9153862,0.0426424,32.65025,107,54,54,1,"dicot","304","1"
"2282","dicot-sim-304-10-20.rsml",128.25137,3.6152666,13.995399,2.2520397,1,14,14.49987,0.17347272,4.2882004,49,84,2.3214595,0.046215557,27.621166,99,50,50,1,"dicot","304","10"
"2283","dicot-sim-304-2-20.rsml",120.558334,3.0310667,13.995399,2.3145866,1,14,14.499588,0.16814369,4.63838,55,73,1.928341,0.04401089,30.833618,111,56,56,1,"dicot","304","2"
"2284","dicot-sim-304-3-20.rsml",127.750984,3.3443334,13.995399,2.2558665,1,14,14.499395,0.17600366,4.7275753,53,83,2.1368225,0.04145834,28.54624,107,54,54,1,"dicot","304","3"
"2285","dicot-sim-304-4-20.rsml",131.36118,3.1665332,13.995399,2.3171089,1,14,14.500001,0.17892578,4.4695563,53,86,2.204928,0.04593298,30.963104,107,54,54,1,"dicot","304","4"
"2286","dicot-sim-304-5-20.rsml",114.52815,3.3782,13.995399,2.3131409,1,14,14.49988,0.1611326,4.208798,49,71,2.0413933,0.041281246,29.917234,99,50,50,1,"dicot","304","5"
"2287","dicot-sim-304-6-20.rsml",131.76291,3.1834667,13.995399,2.2843316,1,14,14.49952,0.17061111,4.722741,56,87,2.0939894,0.041719463,28.094898,113,57,57,1,"dicot","304","6"
"2288","dicot-sim-304-7-20.rsml",124.85062,3.0395334,13.995399,2.3160968,1,14,14.499554,0.17248377,4.6383934,55,78,2.0063832,0.04446482,27.596828,111,56,56,1,"dicot","304","7"
"2289","dicot-sim-304-8-20.rsml",110.42228,3.1580665,13.995399,2.3026416,1,14,14.499964,0.16176982,4.2165756,50,66,1.9184463,0.040304493,29.173933,101,51,51,1,"dicot","304","8"
"2290","dicot-sim-304-9-20.rsml",123.83323,3.8015332,13.995399,2.3099947,1,14,14.499742,0.16577204,4.2088475,49,79,2.2312958,0.044774644,29.830332,99,50,50,1,"dicot","304","9"
"2291","dicot-sim-305-1-20.rsml",40.183987,3.175,15.4939995,2.348786,1,15,15.999837,0.07336195,2.2132003,23,13,1.0514847,0.022600813,68.63472,47,24,24,1,"dicot","305","1"
"2292","dicot-sim-305-10-20.rsml",43.11997,3.3697333,15.4939995,2.551889,1,15,15.999029,0.07087661,1.9277389,23,14,1.1791711,0.022603188,68.04505,47,24,24,1,"dicot","305","10"
"2293","dicot-sim-305-2-20.rsml",35.74379,3.2003999,15.4939995,2.254293,1,15,15.999973,0.073924005,2.2733212,21,9,0.94018185,0.022721307,63.462036,43,22,22,1,"dicot","305","2"
"2294","dicot-sim-305-3-20.rsml",30.896706,2.3537333,15.485533,2.3007207,1,15,15.998954,0.070034966,1.635927,17,4,0.8763382,0.024010267,63.00102,35,18,18,1,"dicot","305","3"
"2295","dicot-sim-305-4-20.rsml",38.606228,2.7093334,15.4939995,2.4140866,1,15,15.999887,0.07468189,2.165079,25,8,0.90425366,0.022560984,60.087425,51,26,26,1,"dicot","305","4"
"2296","dicot-sim-305-5-20.rsml",37.781273,2.8448,15.4939995,2.082658,1,15,15.996178,0.07160505,1.867846,23,7,0.94717777,0.023178725,59.52459,47,24,24,1,"dicot","305","5"
"2297","dicot-sim-305-6-20.rsml",29.673372,1.4562666,15.4939995,2.3246963,1,15,15.998236,0.07061991,1.7322239,18,2,0.7597299,0.022591542,62.317417,37,19,19,1,"dicot","305","6"
"2298","dicot-sim-305-7-20.rsml",35.802856,2.8278666,15.4939995,2.4662242,1,15,15.99766,0.07293363,2.5983763,18,8,1.1002885,0.022995805,67.08609,37,19,19,1,"dicot","305","7"
"2299","dicot-sim-305-8-20.rsml",41.042625,3.5475333,15.4939995,2.247834,1,15,15.995333,0.07527401,2.4806364,21,13,1.1927282,0.023032734,70.36929,43,22,22,1,"dicot","305","8"
"2300","dicot-sim-305-9-20.rsml",41.221523,2.8194,15.4939995,2.1364596,1,15,15.99985,0.075773284,2.165087,25,8,1.0088668,0.022311486,55.073944,51,26,26,1,"dicot","305","9"
"2301","dicot-sim-306-1-20.rsml",44.953934,2.0235333,12.496799,2.3219113,1,12,12.999928,0.04196396,2.477902,26,18,1.2290002,0.01548535,37.96861,53,27,27,1,"dicot","306","1"
"2302","dicot-sim-306-10-20.rsml",48.20045,2.2436666,12.496799,2.3190727,1,12,12.999985,0.04289696,2.734224,26,24,1.3538641,0.016113374,32.777267,53,27,27,1,"dicot","306","10"
"2303","dicot-sim-306-2-20.rsml",46.233116,1.8372667,12.496799,2.3087733,1,12,12.999996,0.043084837,2.6290612,25,20,1.3293254,0.015787931,36.092472,51,26,26,1,"dicot","306","2"
"2304","dicot-sim-306-3-20.rsml",41.37175,2.2521334,12.496799,2.3144717,1,12,12.999793,0.040902406,2.36109,24,14,1.1821644,0.015426337,32.929344,49,25,25,1,"dicot","306","3"
"2305","dicot-sim-306-4-20.rsml",47.66031,2.3114,12.496799,2.2746701,1,12,12.999626,0.04231527,2.8464336,28,20,1.2378817,0.015454853,32.904552,57,29,29,1,"dicot","306","4"
"2306","dicot-sim-306-5-20.rsml",48.845093,2.1674666,12.496799,2.3054008,1,12,12.999925,0.040453378,2.3825989,25,22,1.433807,0.015418057,36.018322,51,26,26,1,"dicot","306","5"
"2307","dicot-sim-306-6-20.rsml",38.63411,2.2352,12.496799,2.1454055,1,12,12.999915,0.04178699,2.561759,21,14,1.2206761,0.015652949,29.917196,43,22,22,1,"dicot","306","6"
"2308","dicot-sim-306-7-20.rsml",45.44785,1.7526,12.496799,2.4702668,1,12,12.999908,0.041380335,2.7229595,25,21,1.2979181,0.015316902,32.950516,51,26,26,1,"dicot","306","7"
"2309","dicot-sim-306-8-20.rsml",47.572544,1.9557999,12.496799,2.269564,1,12,12.999852,0.04216508,2.55784,26,22,1.329719,0.01573179,37.02818,53,27,27,1,"dicot","306","8"
"2310","dicot-sim-306-9-20.rsml",46.50669,2.1505332,12.496799,2.1790035,1,12,12.999958,0.043103285,2.6430864,26,18,1.2887205,0.01560813,35.657772,53,27,27,1,"dicot","306","9"
"2311","dicot-sim-307-1-20.rsml",83.965935,3.1241999,17.991667,2.347068,1,18,18.497501,0.056219183,4.4431667,62,33,1.0559423,0.013308507,45.514217,125,63,63,1,"dicot","307","1"
"2312","dicot-sim-307-10-20.rsml",87.35815,2.8194,17.991667,2.3195434,1,18,18.499285,0.058503,4.163525,60,34,1.1476475,0.013846447,50.78445,121,61,61,1,"dicot","307","10"
"2313","dicot-sim-307-2-20.rsml",83.83662,3.8862,17.991667,2.2687755,1,18,18.49932,0.057191994,4.4459395,58,29,1.1265057,0.0136788655,49.702057,117,59,59,1,"dicot","307","2"
"2314","dicot-sim-307-3-20.rsml",73.1028,2.1844,17.991667,2.1758533,1,18,18.497889,0.057287425,3.777945,51,25,1.0706841,0.013448068,47.751293,103,52,52,1,"dicot","307","3"
"2315","dicot-sim-307-4-20.rsml",79.46816,3.4120667,17.991667,2.2491877,1,18,18.49877,0.054854363,4.292799,56,29,1.0887394,0.0135300085,48.0754,113,57,57,1,"dicot","307","4"
"2316","dicot-sim-307-5-20.rsml",78.43925,3.4713333,17.991667,2.2800343,1,18,18.499659,0.05853907,4.344793,58,26,1.0334414,0.013624151,48.051235,117,59,59,1,"dicot","307","5"
"2317","dicot-sim-307-6-20.rsml",84.49844,3.2258,17.991667,2.294015,1,18,18.49666,0.055417128,4.3000865,60,31,1.1000293,0.013566557,45.06415,121,61,61,1,"dicot","307","6"
"2318","dicot-sim-307-7-20.rsml",82.77595,3.3697333,17.991667,2.3550303,1,18,18.495728,0.057397965,4.228689,59,25,1.0894951,0.0136051215,46.2534,119,60,60,1,"dicot","307","7"
"2319","dicot-sim-307-8-20.rsml",88.29583,3.6999333,17.991667,2.254676,1,18,18.498833,0.05839543,4.636477,64,33,1.090578,0.013491966,46.94932,129,65,65,1,"dicot","307","8"
"2320","dicot-sim-307-9-20.rsml",75.85929,2.8786666,17.991667,2.3148549,1,18,18.49989,0.05659794,3.7668579,52,27,1.1030655,0.013587882,47.687843,105,53,53,1,"dicot","307","9"
"2321","dicot-sim-308-1-20.rsml",22.155981,1.1683999,16.493067,2.1278768,1,16,16.999992,0.031737592,2.7377973,7,1,0.73656994,0.009725759,45.798344,15,8,8,1,"dicot","308","1"
"2322","dicot-sim-308-10-20.rsml",23.934109,1.6933333,16.493067,2.1590087,1,16,16.99985,0.033353962,1.684808,7,3,0.9906084,0.009797069,52.41519,15,8,8,1,"dicot","308","10"
"2323","dicot-sim-308-2-20.rsml",20.955221,0.89746666,16.493067,2.5282161,1,16,16.99998,0.030586112,0.81623834,6,1,0.65920675,0.009759844,37.51931,13,7,7,1,"dicot","308","2"
"2324","dicot-sim-308-3-20.rsml",22.41204,1.1091334,16.493067,2.4777691,1,16,16.999998,0.03140984,1.5644559,7,1,0.7731492,0.009420712,56.335796,15,8,8,1,"dicot","308","3"
"2325","dicot-sim-308-4-20.rsml",23.851614,1.2530667,16.493067,2.3757417,1,16,16.999613,0.03288838,2.7684717,8,2,0.8565001,0.010405035,57.22269,17,9,9,1,"dicot","308","4"
"2326","dicot-sim-308-5-20.rsml",23.29968,0.8551333,16.493067,2.214334,1,16,16.999916,0.030080263,1.7879518,8,1,0.7874709,0.007949297,53.02279,17,9,9,1,"dicot","308","5"
"2327","dicot-sim-308-6-20.rsml",24.28134,1.1176,16.493067,2.4887547,1,16,16.999943,0.03363245,1.0093303,10,2,0.72813976,0.00792549,34.064667,21,11,11,1,"dicot","308","6"
"2328","dicot-sim-308-7-20.rsml",21.711378,1.1514666,16.493067,2.4089653,1,16,16.99994,0.031191632,0.75094074,6,1,0.78523916,0.010019024,52.34969,13,7,7,1,"dicot","308","7"
"2329","dicot-sim-308-8-20.rsml",24.275482,1.0583333,16.493067,2.4721594,1,16,16.999407,0.032378484,1.2034616,10,1,0.7276073,0.008887839,46.520863,21,11,11,1,"dicot","308","8"
"2330","dicot-sim-308-9-20.rsml",21.684423,0.70273334,16.493067,1.9391881,1,16,16.999012,0.031977072,0.938713,6,1,0.78090173,0.008190054,47.476562,13,7,7,1,"dicot","308","9"
"2331","dicot-sim-309-1-11.rsml",146.25471,6.460067,11.497733,2.279916,1,11,11.999903,0.29795578,6.24583,59,98,2.2755053,0.060607404,58.264606,119,60,60,1,"dicot","309","1"
"2332","dicot-sim-309-10-11.rsml",150.33441,7.5945997,11.497733,2.267376,1,11,11.999458,0.29860234,6.457857,61,101,2.2677855,0.06259391,56.27465,123,62,62,1,"dicot","309","10"
"2333","dicot-sim-309-2-11.rsml",145.3273,7.2728667,11.497733,2.4094868,1,11,11.999959,0.28774673,6.2457933,59,97,2.2597857,0.060640883,54.051823,119,60,60,1,"dicot","309","2"
"2334","dicot-sim-309-3-12.rsml",165.15222,6.6294,12.996333,2.2833717,1,13,13.500001,0.33136642,6.500403,71,112,2.1359468,0.06226049,53.266407,143,72,72,1,"dicot","309","3"
"2335","dicot-sim-309-4-11.rsml",141.19658,5.969,11.497733,2.3485541,1,11,11.999973,0.2853964,6.4575043,61,92,2.1179774,0.061282665,52.64279,123,62,62,1,"dicot","309","4"
"2336","dicot-sim-309-5-12.rsml",183.06755,7.6369333,12.996333,2.295707,1,13,13.499416,0.3393651,6.500751,71,128,2.388284,0.06382866,55.727695,143,72,72,1,"dicot","309","5"
"2337","dicot-sim-309-6-12.rsml",166.16118,6.4007998,12.996333,2.2063758,1,13,13.499622,0.33664906,6.6824946,72,113,2.1202996,0.06255811,54.528393,145,73,73,1,"dicot","309","6"
"2338","dicot-sim-309-7-11.rsml",138.11757,6.6548,11.497733,2.282246,1,11,11.999172,0.2785852,6.669792,63,88,2.0018792,0.056966823,53.01497,127,64,64,1,"dicot","309","7"
"2339","dicot-sim-309-8-11.rsml",146.47525,7.1289334,11.497733,2.2580566,1,11,11.999957,0.28702518,6.2457943,59,99,2.2792418,0.058981154,53.085854,119,60,60,1,"dicot","309","8"
"2340","dicot-sim-309-9-12.rsml",145.30368,6.570133,12.996333,2.3300138,1,13,13.49935,0.3098507,6.0329595,65,93,2.027759,0.06254294,53.735546,131,66,66,1,"dicot","309","9"
"2341","dicot-sim-31-1-20.rsml",120.33735,5.7065334,19.9898,2.3162966,1,20,20.499716,0.068616614,2.7517946,49,72,2.0375028,0.022085916,42.907326,99,50,50,1,"dicot","31","1"
"2342","dicot-sim-31-10-20.rsml",122.67632,6.646333,19.998266,2.2777746,1,20,20.499521,0.06778848,2.6956599,48,75,2.1286836,0.022065716,45.62476,97,49,49,1,"dicot","31","10"
"2343","dicot-sim-31-2-20.rsml",106.62377,4.7582664,19.998266,2.2466671,1,20,20.499908,0.06483906,2.6956112,48,60,1.7942474,0.021436553,43.489864,97,49,49,1,"dicot","31","2"
"2344","dicot-sim-31-3-20.rsml",121.234604,5.1308,19.9898,2.201922,1,20,20.499039,0.06810728,2.5272386,45,73,2.238568,0.021706782,47.665325,91,46,46,1,"dicot","31","3"
"2345","dicot-sim-31-4-20.rsml",118.691025,5.3170667,19.998266,2.2745883,1,20,20.49999,0.066490635,2.7517588,49,69,2.0038984,0.02168749,45.852116,99,50,50,1,"dicot","31","4"
"2346","dicot-sim-31-5-20.rsml",107.43737,4.4026666,19.998266,2.2971852,1,20,20.498491,0.06661444,2.583466,46,60,1.8899752,0.021650424,46.00284,93,47,47,1,"dicot","31","5"
"2347","dicot-sim-31-6-20.rsml",112.904015,6.6378665,19.9898,2.2642615,1,20,20.497866,0.06442802,2.5835419,46,64,2.0088294,0.0219561,43.92809,93,47,47,1,"dicot","31","6"
"2348","dicot-sim-31-7-20.rsml",125.202484,5.5456667,19.9898,2.2890298,1,20,20.498741,0.07018016,2.583436,46,79,2.2761686,0.022389082,45.622143,93,47,47,1,"dicot","31","7"
"2349","dicot-sim-31-8-20.rsml",126.31566,5.6472664,19.998266,2.2031178,1,20,20.499155,0.066219956,2.5833857,46,78,2.3003592,0.021980649,44.859158,93,47,47,1,"dicot","31","8"
"2350","dicot-sim-31-9-20.rsml",111.20323,5.0122666,19.998266,2.2453482,1,20,20.499748,0.068523295,2.695631,48,65,1.8896558,0.022085896,41.522114,97,49,49,1,"dicot","31","9"
"2351","dicot-sim-310-1-20.rsml",104.28994,3.4120667,20.497799,2.2451677,1,20,20.999283,0.07114082,4.0159535,70,48,1.1898668,0.01427181,45.82835,141,71,71,1,"dicot","310","1"
"2352","dicot-sim-310-10-20.rsml",100.0201,3.5136666,20.497799,2.2817109,1,20,20.999659,0.071288146,4.3451395,72,42,1.0975066,0.01494258,45.71595,145,73,73,1,"dicot","310","10"
"2353","dicot-sim-310-2-20.rsml",90.738,2.7601333,20.497799,2.3662095,1,20,20.99948,0.07063461,3.9011676,68,35,1.0255667,0.014319159,43.943233,137,69,69,1,"dicot","310","2"
"2354","dicot-sim-310-3-20.rsml",103.423965,3.6067998,20.497799,2.2698364,1,20,20.999437,0.07199917,3.8438075,67,47,1.2302166,0.014795426,45.402637,135,68,68,1,"dicot","310","3"
"2355","dicot-sim-310-4-20.rsml",102.48783,3.9031334,20.497799,2.25066,1,20,20.99997,0.072185196,4.17628,71,43,1.1477163,0.01463282,44.536102,143,72,72,1,"dicot","310","4"
"2356","dicot-sim-310-5-20.rsml",108.4288,3.8353999,20.497799,2.232158,1,20,20.999903,0.072582565,4.519536,71,53,1.2313932,0.0142701175,45.963993,143,72,72,1,"dicot","310","5"
"2357","dicot-sim-310-6-20.rsml",91.17369,2.4807334,20.497799,2.2829542,1,20,20.999897,0.071214095,3.9584427,69,36,1.0170116,0.014594068,43.05686,139,70,70,1,"dicot","310","6"
"2358","dicot-sim-310-7-20.rsml",104.40788,4.080933,20.497799,2.247655,1,20,20.999521,0.07207804,4.1512165,67,48,1.2449005,0.0148165105,47.525726,135,68,68,1,"dicot","310","7"
"2359","dicot-sim-310-8-20.rsml",108.473335,3.9708667,20.497799,2.3125725,1,21,21,0.07064158,4.4634123,73,49,1.198265,0.0143463295,42.380493,147,74,74,1,"dicot","310","8"
"2360","dicot-sim-310-9-20.rsml",99.24342,2.8532667,20.497799,2.2753706,1,20,20.99917,0.0717009,4.2454634,74,39,1.0573549,0.014433768,41.04232,149,75,75,1,"dicot","310","9"
"2361","dicot-sim-311-1-20.rsml",174.57681,2.6924,21.496866,2.2417238,1,21,21.999996,0.09897709,5.432577,91,102,1.6766682,0.01968257,27.806866,183,92,92,1,"dicot","311","1"
"2362","dicot-sim-311-10-20.rsml",157.00084,2.4638,21.496866,2.2623513,1,21,21.99972,0.092781276,5.5342693,92,81,1.4674035,0.019252006,25.661894,185,93,93,1,"dicot","311","10"
"2363","dicot-sim-311-2-20.rsml",151.34045,3.1241999,21.496866,2.2992005,1,21,21.999859,0.08569949,5.0362725,85,79,1.5216537,0.019351913,26.151703,171,86,86,1,"dicot","311","2"
"2364","dicot-sim-311-3-20.rsml",150.95844,3.0903332,21.496866,2.2420962,1,21,21.99983,0.09201346,4.8157277,77,79,1.6747876,0.01968908,28.899021,155,78,78,1,"dicot","311","3"
"2365","dicot-sim-311-4-20.rsml",150.35403,2.9125333,21.496866,2.2572153,1,21,21.999762,0.08450192,4.812399,80,77,1.6044284,0.01946173,27.99707,161,81,81,1,"dicot","311","4"
"2366","dicot-sim-311-5-20.rsml",176.01628,2.7686,21.496866,2.2297158,1,22,22,0.0941954,5.33248,90,97,1.7112918,0.019582735,28.00983,181,91,91,1,"dicot","311","5"
"2367","dicot-sim-311-6-20.rsml",149.1638,2.3622,21.496866,2.3037548,1,21,21.999989,0.09177123,5.1732783,86,78,1.4786488,0.019096496,27.877733,173,87,87,1,"dicot","311","6"
"2368","dicot-sim-311-7-20.rsml",162.3053,2.5992665,21.496866,2.269883,1,21,21.999996,0.09542727,4.976983,84,90,1.6703011,0.01949909,27.701704,169,85,85,1,"dicot","311","7"
"2369","dicot-sim-311-8-20.rsml",159.26523,2.7093334,21.496866,2.3067245,1,21,21.999756,0.08761324,5.0363045,85,91,1.6148872,0.019064011,26.941559,171,86,86,1,"dicot","311","8"
"2370","dicot-sim-311-9-20.rsml",148.27121,3.2173333,21.496866,2.236722,1,21,21.99992,0.09189419,4.6920614,78,80,1.6188626,0.019292956,29.61039,157,79,79,1,"dicot","311","9"
"2371","dicot-sim-312-1-20.rsml",163.30547,5.0546,21.496866,2.2254288,1,21,21.99982,0.14919657,3.4658742,60,109,2.3550942,0.03847832,42.04949,121,61,61,1,"dicot","312","1"
"2372","dicot-sim-312-10-20.rsml",192.54349,5.9520664,21.496866,2.2679207,1,21,21.999847,0.15422952,3.8124566,67,134,2.5454276,0.03813637,41.16853,135,68,68,1,"dicot","312","10"
"2373","dicot-sim-312-2-20.rsml",180.19652,6.5193334,21.496866,2.2822292,1,21,21.999992,0.15187272,3.471018,61,124,2.5933857,0.038960572,41.39418,123,62,62,1,"dicot","312","2"
"2374","dicot-sim-312-3-20.rsml",167.38504,5.6896,21.496866,2.3916318,1,21,21.99999,0.14998837,3.1865087,56,116,2.5961607,0.039365344,43.322945,113,57,57,1,"dicot","312","3"
"2375","dicot-sim-312-4-20.rsml",146.76375,5.350933,21.496866,2.3151538,1,21,21.999886,0.145108,3.2925673,57,97,2.1888397,0.037428666,43.125004,115,58,58,1,"dicot","312","4"
"2376","dicot-sim-312-5-19.rsml",178.04788,5.9182,19.998266,2.3384645,1,20,20.499744,0.1488858,3.6914468,61,127,2.5827565,0.03864558,42.815655,123,62,62,1,"dicot","312","5"
"2377","dicot-sim-312-6-20.rsml",171.5181,5.5964665,21.496866,2.2421417,1,21,21.999952,0.14596815,3.5848289,63,117,2.373304,0.03739202,43.52219,127,64,64,1,"dicot","312","6"
"2378","dicot-sim-312-7-20.rsml",172.5039,5.5964665,21.496866,2.2371328,1,21,21.999401,0.14683892,3.5280194,62,116,2.4274926,0.03525636,44.787018,125,63,63,1,"dicot","312","7"
"2379","dicot-sim-312-8-20.rsml",172.4336,6.307667,21.496866,2.2882588,1,21,21.999945,0.15176438,3.4658518,60,118,2.5072277,0.036003694,41.984806,121,61,61,1,"dicot","312","8"
"2380","dicot-sim-312-9-20.rsml",175.73602,6.383867,21.496866,2.358958,1,21,21.999002,0.14907469,3.528087,62,122,2.4796286,0.03851544,43.521927,125,63,63,1,"dicot","312","9"
"2381","dicot-sim-313-1-18.rsml",113.82294,4.7582664,18.4912,2.192566,1,18,18.998062,0.22768627,3.4472504,53,70,1.7891486,0.05402967,46.71244,107,54,54,1,"dicot","313","1"
"2382","dicot-sim-313-10-18.rsml",121.78428,4.0132,18.4912,2.3716967,1,18,18.999823,0.23360042,3.7511294,57,73,1.8032359,0.053744756,41.214996,115,58,58,1,"dicot","313","10"
"2383","dicot-sim-313-2-19.rsml",129.524,5.0546,19.490267,2.2506077,1,19,19.99819,0.25952187,3.9755263,64,80,1.7113408,0.05281795,42.797916,129,65,65,1,"dicot","313","2"
"2384","dicot-sim-313-3-19.rsml",136.14214,5.6303334,19.490267,2.2433388,1,19,19.998632,0.25644794,4.0996623,66,80,1.75975,0.052988764,46.157948,133,67,67,1,"dicot","313","3"
"2385","dicot-sim-313-4-18.rsml",128.33162,4.8344665,18.4912,2.2310119,1,18,18.999994,0.24493979,4.0626864,61,77,1.7923217,0.05326656,47.875305,123,62,62,1,"dicot","313","4"
"2386","dicot-sim-313-5-18.rsml",118.77081,4.7752,18.499666,2.401867,1,18,18.999826,0.23076573,3.5537012,54,74,1.8476111,0.055453654,41.10643,109,55,55,1,"dicot","313","5"
