"","image","specie","group","id","PL.PC1","PL.PC2","PL.PC3","width50","count50","width_depth_ratio","com_y","com_x","convexhull","exploration"
"7844","monocot-sim-355-3-20.rsml.jpg","monocot","355","3",-498.986100331618,-74.1582774712232,-7.34020810858478,0.529696967530725,23.722221,0.20514628,0.3872152,0.5692021,101892,0.00947094698308012
"7845","monocot-sim-355-4-20.rsml.jpg","monocot","355","4",-523.165956120095,-50.6402765074286,1.24459525285848,0.571815715543854,24.5,0.21501586,0.39100012,0.5153171,92604,0.0100598123191223
"7846","monocot-sim-355-5-20.rsml.jpg","monocot","355","5",-518.726572240696,-67.9522106400296,12.3112685470173,0.564356407459629,23.041666,0.21783574,0.38108283,0.51809376,81076,0.0115025154176328
"7847","monocot-sim-355-6-20.rsml.jpg","monocot","355","6",-455.661528970958,-46.0105732166813,-22.2664364699434,0.581109497415893,22.347221,0.21431088,0.39236298,0.5368047,17209,0.0537194723691092
"7848","monocot-sim-355-7-20.rsml.jpg","monocot","355","7",-461.202313257066,-38.0618042004725,-47.7904260853594,0.597109632037621,21.541666,0.22453296,0.38746282,0.52097774,87894,0.0109574237149293
"7849","monocot-sim-355-8-20.rsml.jpg","monocot","355","8",-534.679737126527,-22.3229074716295,32.5996698571535,0.622090363205604,23.694445,0.21360593,0.3876735,0.46848193,38346,0.0248276951963699
"7850","monocot-sim-355-9-20.rsml.jpg","monocot","355","9",-464.054031327114,-80.5888334460212,37.4215482673242,0.535237412190389,19.222221,0.22982024,0.3915849,0.49359417,52627,0.0178487443707603
"7851","monocot-sim-356-1-20.rsml.jpg","monocot","356","1",-352.687951181562,85.3945781639867,23.736469580923,0.720556827477554,33.705128,0.25215253,0.37476757,0.50167227,62845,0.0198434847641022
"7852","monocot-sim-356-10-20.rsml.jpg","monocot","356","10",-377.244893881396,34.248637034161,32.6983690047683,0.678809783059752,31.884615,0.249385,0.3767367,0.5262025,45971,0.0280513715168258
"7853","monocot-sim-356-2-20.rsml.jpg","monocot","356","2",-336.238474674765,40.5409051126087,13.2697753837017,0.68521781122487,33.75641,0.26383764,0.37432337,0.4681069,64897,0.0194416167157188
"7854","monocot-sim-356-3-20.rsml.jpg","monocot","356","3",-329.836635258085,16.4726378755774,-13.3618079120892,0.650313156202738,32.474358,0.25246003,0.37557435,0.50989914,69218,0.018501950359733
"7855","monocot-sim-356-4-20.rsml.jpg","monocot","356","4",-326.861982843549,98.9730848942581,-49.1526275536601,0.708301599390708,33.397434,0.24600247,0.37968323,0.47260606,52300,0.0242117533460803
