"","image","specie","group","id","tot_root_length","tot_prim_length","mean_prim_length","tot_lat_length","mean_lat_length","width","depth","n_laterals","n_primary","mean_lat_density"
"3867","dicot-sim-447-6-20.rsml","dicot","447","6",13.119826,7,7.999967,2,0.73140836,1.2192,7.493,7,1,1.5590246
"3868","dicot-sim-447-7-20.rsml","dicot","447","7",14.019613,7,7.9999814,1,0.752454,1.0837333,7.493,8,1,1.6197637
"3869","dicot-sim-447-8-20.rsml","dicot","447","8",19.108992,7,7.9996223,5,1.0099427,2.8956,7.493,11,1,2.0416563
"3870","dicot-sim-447-9-20.rsml","dicot","447","9",13.982826,7,7.9993143,2,0.6648348,1.5409334,7.493,9,1,1.6705008
"3871","dicot-sim-448-1-17.rsml","dicot","448","1",215.34198,20,20.999779,146,2.816553,4.1825333,20.497799,69,1,3.9883986
"3872","dicot-sim-448-10-17.rsml","dicot","448","10",199.73126,20,20.999855,131,2.553306,4.4365335,20.497799,70,1,4.0461836
"3873","dicot-sim-448-2-17.rsml","dicot","448","2",231.48221,20,20.99984,161,2.8443565,4.3772664,20.497799,74,1,4.277397
"3874","dicot-sim-448-3-17.rsml","dicot","448","3",215.17049,20,20.999685,147,2.7348006,4.0132,20.497799,71,1,4.104026
"3875","dicot-sim-448-4-17.rsml","dicot","448","4",218.49391,20,20.999908,150,2.8213422,4.0216665,20.497799,70,1,4.0461698
"3876","dicot-sim-448-5-17.rsml","dicot","448","5",234.44547,20,20.99987,168,2.9645226,4.2502666,20.497799,72,1,4.161785
"3877","dicot-sim-448-6-17.rsml","dicot","448","6",219.7508,20,20.999866,155,2.9664316,4.5296664,20.497799,67,1,3.872772
"3878","dicot-sim-448-7-17.rsml","dicot","448","7",222.81992,21,21,153,2.842534,4.1232667,20.497799,71,1,4.103952
"3879","dicot-sim-448-8-17.rsml","dicot","448","8",222.15034,21,21.000002,158,2.9152222,4.3942,20.497799,69,1,3.988347
"3880","dicot-sim-448-9-17.rsml","dicot","448","9",208.85713,20,20.999264,141,2.762616,4.538133,20.497799,68,1,3.9307127
"3881","dicot-sim-449-1-15.rsml","dicot","449","1",100.9104,12,12.998594,55,1.5983963,4.7836666,12.496799,55,1,5.0208826
"3882","dicot-sim-449-10-15.rsml","dicot","449","10",86.55295,12,12.998951,41,1.4422349,4.0894,12.496799,51,1,4.655582
"3883","dicot-sim-449-2-15.rsml","dicot","449","2",98.00074,12,12.999684,48,1.4655356,4.004733,12.496799,58,1,5.294244
"3884","dicot-sim-449-3-15.rsml","dicot","449","3",89.725655,12,12.998788,47,1.4755166,4.3942,12.496799,52,1,4.907825
"3885","dicot-sim-449-4-15.rsml","dicot","449","4",95.81885,12,12.999844,50,1.5926732,4.385733,12.496799,52,1,4.746496
"3886","dicot-sim-449-5-15.rsml","dicot","449","5",103.61766,12,12.998489,55,1.6781329,4.2756667,12.496799,54,1,5.184572
"3887","dicot-sim-449-6-15.rsml","dicot","449","6",97.732796,12,12.999994,55,1.6294771,4.572,12.496799,52,1,4.7464337
"3888","dicot-sim-449-7-15.rsml","dicot","449","7",113.84922,12,12.999274,68,1.8336357,4.7921333,12.488333,55,1,5.020583
"3889","dicot-sim-449-8-15.rsml","dicot","449","8",100.63821,12,12.998937,52,1.5649873,5.2493334,12.488333,56,1,5.1120176
"3890","dicot-sim-449-9-15.rsml","dicot","449","9",93.396774,12,12.999753,50,1.5169247,4.2248664,12.496799,53,1,4.8378134
"3891","dicot-sim-45-1-20.rsml","dicot","45","1",134.85394,13,13.999387,77,1.5494171,5.5372,13.495867,78,1,7.094123
"3892","dicot-sim-45-10-20.rsml","dicot","45","10",141.35432,13,13.998222,83,1.5161443,4.5973997,13.495867,84,1,7.640596
"3893","dicot-sim-45-2-20.rsml","dicot","45","2",135.50565,13,13.999497,69,1.4817822,4.1063333,13.495867,82,1,7.531693
"3894","dicot-sim-45-3-20.rsml","dicot","45","3",158.24452,13,13.999427,87,1.5025533,3.7084,13.495867,96,1,8.7312
"3895","dicot-sim-45-4-20.rsml","dicot","45","4",145.75308,13,13.999459,88,1.5873934,4.885267,13.495867,83,1,7.7775636
"3896","dicot-sim-45-5-20.rsml","dicot","45","5",137.36212,13,13.9999275,75,1.4344443,3.6406667,13.495867,86,1,7.821359
"3897","dicot-sim-45-6-20.rsml","dicot","45","6",128.37956,13,13.999659,67,1.3616655,3.937,13.495867,84,1,7.8711386
"3898","dicot-sim-45-7-20.rsml","dicot","45","7",138.63739,13,13.999246,81,1.5387425,3.8269334,13.495867,81,1,7.440008
"3899","dicot-sim-45-8-20.rsml","dicot","45","8",124.64662,13,13.999502,56,1.2865943,3.4882667,13.495867,86,1,7.8990927
"3900","dicot-sim-45-9-20.rsml","dicot","45","9",125.799484,13,13.999002,62,1.3975061,4.1317334,13.495867,80,1,7.276267
"3901","dicot-sim-450-1-20.rsml","dicot","450","1",64.50783,20,20.499031,30,1.629955,3.1411333,19.998266,27,1,1.7663282
"3902","dicot-sim-450-10-20.rsml","dicot","450","10",65.983635,20,20.499687,30,1.8193578,3.3782,19.998266,25,1,2.0128553
"3903","dicot-sim-450-2-20.rsml","dicot","450","2",77.59663,20,20.499912,38,1.8418297,4.2418,19.998266,31,1,2.0279543
"3904","dicot-sim-450-3-20.rsml","dicot","450","3",76.542015,20,20.499567,38,1.648307,3.6576,19.998266,34,1,2.0934021
"3905","dicot-sim-450-4-20.rsml","dicot","450","4",77.158,20,20.49923,36,1.7169325,3.6237333,19.998266,33,1,2.228474
"3906","dicot-sim-450-5-20.rsml","dicot","450","5",73.77402,20,20.499928,35,1.6648157,4.0555334,19.998266,32,1,2.0933712
"3907","dicot-sim-450-6-20.rsml","dicot","450","6",68.87285,20,20.499838,34,1.8605003,3.6914666,19.998266,26,1,1.7008705
"3908","dicot-sim-450-7-20.rsml","dicot","450","7",69.79816,20,20.499968,32,1.8258587,4.3688,19.998266,27,1,1.7127539
"3909","dicot-sim-450-8-20.rsml","dicot","450","8",60.756012,20,20.499285,27,1.7502927,3.9115999,19.998266,23,1,1.4590422
"3910","dicot-sim-450-9-20.rsml","dicot","450","9",67.22804,20,20.499884,33,1.6688632,4.385733,19.998266,28,1,1.8907838
"3911","dicot-sim-451-1-20.rsml","dicot","451","1",28.694265,10,10.498522,10,1.2130495,2.6924,9.990666,15,1,2.153157
"3912","dicot-sim-451-10-20.rsml","dicot","451","10",35.849186,10,10.499561,13,1.2674811,2.4299333,9.999133,20,1,2.7458448
"3913","dicot-sim-451-2-20.rsml","dicot","451","2",31.301647,10,10.499976,10,1.1556484,2.5738666,9.999133,18,1,2.471142
"3914","dicot-sim-451-3-20.rsml","dicot","451","3",32.92913,10,10.498793,14,1.4018961,2.8617332,9.990666,16,1,2.5262933
"3915","dicot-sim-451-4-20.rsml","dicot","451","4",31.522224,10,10.499465,11,1.3139226,3.7591999,9.990666,16,1,2.19668
"3916","dicot-sim-451-5-20.rsml","dicot","451","5",36.883877,10,10.499992,12,1.2563753,3.5644667,9.990666,21,1,2.762869
"3917","dicot-sim-451-6-20.rsml","dicot","451","6",34.976276,10,10.4992695,14,1.3598336,4.191,9.999133,18,1,2.3683636
"3918","dicot-sim-451-7-20.rsml","dicot","451","7",37.615257,10,10.499329,15,1.2912346,3.0141332,9.999133,21,1,3.0142798
"3919","dicot-sim-451-8-20.rsml","dicot","451","8",37.4822,10,10.499493,15,1.2848908,4.5466,9.990666,21,1,2.6524966
"3920","dicot-sim-451-9-20.rsml","dicot","451","9",31.138002,10,10.499962,14,1.3758693,2.1759334,9.999133,15,1,2.0592887
"3921","dicot-sim-452-1-20.rsml","dicot","452","1",50.455513,19,19.99953,16,1.3241729,2.794,19.498734,23,1,1.8192958
"3922","dicot-sim-452-10-20.rsml","dicot","452","10",73.074036,19,19.999722,31,1.5164093,3.2173333,19.498734,35,1,2.499335
"3923","dicot-sim-452-2-20.rsml","dicot","452","2",76.700554,19,19.99942,33,1.4175283,2.6246667,19.498734,40,1,2.9806435
"3924","dicot-sim-452-3-20.rsml","dicot","452","3",71.48949,19,19.999636,27,1.2558504,1.8372667,19.498734,41,1,2.8876674
"3925","dicot-sim-452-4-20.rsml","dicot","452","4",67.933945,19,19.99994,23,1.3315005,2.159,19.498734,36,1,2.682475
"3926","dicot-sim-452-5-20.rsml","dicot","452","5",68.31562,19,19.999514,25,1.3058411,1.9219333,19.498734,37,1,2.9266953
"3927","dicot-sim-452-6-20.rsml","dicot","452","6",75.34664,19,19.999998,32,1.4191447,2.7516665,19.498734,39,1,3.1330338
"3928","dicot-sim-452-7-20.rsml","dicot","452","7",76.09884,19,19.999641,34,1.368273,2.6500666,19.498734,41,1,2.9278095
"3929","dicot-sim-452-8-20.rsml","dicot","452","8",75.387375,19,19.99927,31,1.3187644,2.4045334,19.498734,42,1,3.271928
"3930","dicot-sim-452-9-20.rsml","dicot","452","9",90.28643,19,19.999588,45,1.4643095,2.9887333,19.498734,48,1,3.4276934
"3931","dicot-sim-453-1-20.rsml","dicot","453","1",94.07473,32,32.499687,40,1.5788475,5.7404,31.995533,39,1,1.6546153
"3932","dicot-sim-453-10-20.rsml","dicot","453","10",72.704765,32,32.499443,21,1.3401778,3.2850666,31.995533,30,1,1.3174404
"3933","dicot-sim-453-2-20.rsml","dicot","453","2",87.228615,32,32.4991,29,1.3348659,4.445,31.995533,41,1,1.9363861
"3934","dicot-sim-453-3-20.rsml","dicot","453","3",86.78032,32,32.499054,31,1.3570316,3.9878,31.995533,40,1,2.024186
"3935","dicot-sim-453-4-20.rsml","dicot","453","4",80.75297,32,32.49893,26,1.2372831,4.064,31.995533,39,1,1.8078201
"3936","dicot-sim-453-5-20.rsml","dicot","453","5",88.485535,32,32.49946,26,1.3330021,4.9868665,31.995533,42,1,1.9114836
"3937","dicot-sim-453-6-20.rsml","dicot","453","6",82.570175,32,32.49955,25,1.2517655,5.2154665,31.995533,40,1,1.5892999
"3938","dicot-sim-453-7-20.rsml","dicot","453","7",73.51562,32,32.49985,20,1.1718789,4.157133,31.995533,35,1,1.5929012
"3939","dicot-sim-453-8-20.rsml","dicot","453","8",78.26508,32,32.4996,26,1.307585,3.8269334,31.995533,35,1,1.3906415
"3940","dicot-sim-453-9-20.rsml","dicot","453","9",80.89512,32,32.499996,25,1.1803691,3.4628665,31.995533,41,1,1.6290206
"3941","dicot-sim-454-1-20.rsml","dicot","454","1",143.04536,17,17.999973,86,1.8946271,5.6134,17.492132,66,1,4.2985587
"3942","dicot-sim-454-10-20.rsml","dicot","454","10",157.7375,17,17.99931,94,1.9681443,5.6472664,17.492132,71,1,4.548562
"3943","dicot-sim-454-2-19.rsml","dicot","454","2",160.64505,17,17,107,2.3168557,6.9765334,16.493067,62,1,4.250564
"3944","dicot-sim-454-3-20.rsml","dicot","454","3",164.91107,17,17.99984,106,2.0987315,6.3584666,17.492132,70,1,4.4843717
"3945","dicot-sim-454-4-20.rsml","dicot","454","4",165.23438,17,17.999617,107,2.073729,5.3932667,17.492132,71,1,4.548488
"3946","dicot-sim-454-5-19.rsml","dicot","454","5",160.62936,16,16.999592,109,2.2442153,6.7648664,16.493067,64,1,4.3877807
"3947","dicot-sim-454-6-20.rsml","dicot","454","6",153.1127,17,17.999487,98,1.9030031,6.985,17.492132,71,1,4.548519
"3948","dicot-sim-454-7-20.rsml","dicot","454","7",169.32063,17,17.999203,109,2.1930637,6.4262,17.492132,69,1,4.4204583
"3949","dicot-sim-454-8-20.rsml","dicot","454","8",165.69215,17,17.999292,106,2.1404767,5.6134,17.492132,69,1,4.420438
"3950","dicot-sim-454-9-20.rsml","dicot","454","9",150.35649,17,17.999992,95,1.8641762,5.5964665,17.492132,71,1,4.5483975
"3951","dicot-sim-455-1-20.rsml","dicot","455","1",240.39006,21,21.4993,155,2.0267665,3.8015332,20.997334,108,1,6.207147
"3952","dicot-sim-455-10-20.rsml","dicot","455","10",243.5265,21,21.499992,158,2.055801,3.8523333,20.997334,108,1,6.2608724
"3953","dicot-sim-455-2-20.rsml","dicot","455","2",233.65817,21,21.499979,156,2.020554,3.937,20.997334,105,1,6.086964
"3954","dicot-sim-455-3-20.rsml","dicot","455","3",213.8752,21,21.499964,135,1.8677208,4.0301332,20.997334,103,1,5.919553
"3955","dicot-sim-455-4-20.rsml","dicot","455","4",243.76384,21,21.499817,161,2.0968306,4.1740665,20.997334,106,1,6.092018
"3956","dicot-sim-455-5-20.rsml","dicot","455","5",240.32225,21,21.499802,155,2.1244898,3.6322,20.997334,103,1,5.9196076
"3957","dicot-sim-455-6-20.rsml","dicot","455","6",228.95457,21,21.49949,150,2.1168885,3.9285333,20.997334,98,1,5.632348
"3958","dicot-sim-455-7-20.rsml","dicot","455","7",238.42384,21,21.49995,152,2.0858068,3.7084,20.997334,104,1,5.977029
"3959","dicot-sim-455-8-20.rsml","dicot","455","8",233.93533,21,21.499622,155,2.0624828,4.4958,20.997334,103,1,5.971145
"3960","dicot-sim-455-9-20.rsml","dicot","455","9",225.06674,21,21.499996,143,1.8339348,3.4713333,20.997334,111,1,6.3793125
"3961","dicot-sim-456-1-20.rsml","dicot","456","1",13.15704,10,10.499654,0,0.44289753,0.61806667,9.999133,6,1,1.34304
"3962","dicot-sim-456-10-20.rsml","dicot","456","10",15.194116,10,10.499942,1,0.6705962,1.2361333,9.990666,7,1,4.1406755
"3963","dicot-sim-456-2-20.rsml","dicot","456","2",14.348415,10,10.499685,0,0.7697459,1.1768667,9.990666,5,1,4.6319823
"3964","dicot-sim-456-3-20.rsml","dicot","456","3",14.278612,10,10.4999,1,0.62978536,1.2445999,9.999133,6,1,11.92318
"3965","dicot-sim-456-4-20.rsml","dicot","456","4",16.119314,10,10.499961,0,0.7024192,0.82126665,9.999133,8,1,3.456491
"3966","dicot-sim-456-5-20.rsml","dicot","456","5",15.198066,10,10.497945,1,0.78335327,1.143,9.990666,6,1,11.4321165
"3967","dicot-sim-456-6-20.rsml","dicot","456","6",13.149124,10,10.49861,1,0.6626286,0.9059333,9.990666,4,1,7.3384085
"3968","dicot-sim-456-7-20.rsml","dicot","456","7",13.075515,10,10.499223,0,0.8587641,0.8382,9.990666,3,1,5.905266
"3969","dicot-sim-456-8-20.rsml","dicot","456","8",13.761295,10,10.499057,1,0.81555957,1.1514666,9.990666,4,1,8.042142
"3970","dicot-sim-456-9-20.rsml","dicot","456","9",15.262807,10,10.499977,1,0.79380506,1.1853334,9.999133,6,1,2.2866254
"3971","dicot-sim-457-1-20.rsml","dicot","457","1",268.41125,34,34,187,3.044302,3.2258,33.494133,77,1,2.621482
"3972","dicot-sim-457-10-20.rsml","dicot","457","10",257.3212,33,33.99986,177,3.0178564,3.9454665,33.494133,74,1,2.5193539
"3973","dicot-sim-457-2-20.rsml","dicot","457","2",248.08186,33,33.999878,166,3.0152388,3.2850666,33.494133,71,1,2.417217
"3974","dicot-sim-457-3-20.rsml","dicot","457","3",248.71806,33,33.999943,167,3.0241988,3.5136666,33.494133,71,1,2.4172134
"3975","dicot-sim-457-4-20.rsml","dicot","457","4",239.21712,33,33.999996,151,2.8111932,3.6152666,33.494133,73,1,2.485301
"3976","dicot-sim-457-5-20.rsml","dicot","457","5",260.06253,33,33.999683,180,3.0967517,3.6999333,33.494133,73,1,2.4853187
"3977","dicot-sim-457-6-20.rsml","dicot","457","6",236.42245,33,33.999557,153,2.8114288,3.6406667,33.494133,72,1,2.4862897
"3978","dicot-sim-457-7-20.rsml","dicot","457","7",247.693,33,33.999813,161,2.8117518,3.7168667,33.494133,76,1,2.5874472
"3979","dicot-sim-457-8-20.rsml","dicot","457","8",259.89636,33,33.999416,177,2.9337268,3.1919334,33.494133,77,1,2.6589665
"3980","dicot-sim-457-9-20.rsml","dicot","457","9",290.33813,33,33.999916,200,3.1646686,3.8862,33.494133,81,1,2.7576678
"3981","dicot-sim-458-1-20.rsml","dicot","458","1",35.064766,11,11.497733,5,0.7602269,1.0668,10.989733,31,1,3.8314526
"3982","dicot-sim-458-10-20.rsml","dicot","458","10",32.555485,11,11.499873,6,0.80983126,1.4054667,10.998199,26,1,3.8654134
"3983","dicot-sim-458-2-20.rsml","dicot","458","2",38.18501,11,11.499973,6,0.7624296,1.0498667,10.998199,35,1,4.440228
"3984","dicot-sim-458-3-20.rsml","dicot","458","3",30.070099,11,11.498737,2,0.71428305,0.97366667,10.989733,26,1,3.0544927
"3985","dicot-sim-458-4-20.rsml","dicot","458","4",40.928185,11,11.499863,9,0.8655387,1.3546667,10.998199,34,1,4.2013717
"3986","dicot-sim-458-5-20.rsml","dicot","458","5",37.650898,11,11.499336,5,0.76916355,1.0922,10.998199,34,1,4.0952444
"3987","dicot-sim-458-6-20.rsml","dicot","458","6",35.54287,11,11.496991,5,0.77567333,1.0583333,10.989733,31,1,3.6880755
"3988","dicot-sim-458-7-20.rsml","dicot","458","7",30.91252,11,11.497447,1,0.66948515,0.7281333,10.989733,29,1,3.4073634
"3989","dicot-sim-458-8-20.rsml","dicot","458","8",41.176605,11,11.4987,9,0.80210555,1.3800666,10.989733,37,1,4.8901043
"3990","dicot-sim-458-9-20.rsml","dicot","458","9",36.72321,11,11.499932,5,0.72066516,0.7366,10.998199,35,1,4.7574034
"3991","dicot-sim-459-1-20.rsml","dicot","459","1",38.076843,12,12.998958,14,1.090343,1.5409334,12.496799,23,1,2.739426
"3992","dicot-sim-459-10-20.rsml","dicot","459","10",36.92307,12,12.999957,12,1.1391959,2.2013333,12.496799,21,1,2.5816364
"3993","dicot-sim-459-2-20.rsml","dicot","459","2",35.309692,12,12.999803,10,1.0623758,1.8711333,12.496799,21,1,2.581665
"3994","dicot-sim-459-3-20.rsml","dicot","459","3",38.240894,12,12.999962,15,1.2620467,1.8542,12.496799,20,1,2.540657
"3995","dicot-sim-459-4-20.rsml","dicot","459","4",30.036684,12,12.999241,7,1.0648404,1.6256,12.496799,16,1,1.967063
"3996","dicot-sim-459-5-20.rsml","dicot","459","5",40.255543,12,12.999537,14,1.2389092,2.3960667,12.496799,22,1,2.6201675
"3997","dicot-sim-459-6-20.rsml","dicot","459","6",40.876057,12,12.9999485,14,1.2120047,1.9219333,12.496799,23,1,2.739153
"3998","dicot-sim-459-7-20.rsml","dicot","459","7",47.12729,12,12.999224,19,1.1009053,1.7272,12.496799,31,1,3.580278
"3999","dicot-sim-459-8-20.rsml","dicot","459","8",44.164307,12,12.999936,20,1.3549725,2.0912666,12.496799,23,1,2.6561503
"4000","dicot-sim-459-9-20.rsml","dicot","459","9",33.329834,12,12.999379,12,1.1294701,2.1759334,12.496799,18,1,2.2129426
"4001","dicot-sim-46-1-20.rsml","dicot","46","1",120.93736,27,27.999537,62,1.659604,8.322733,27.491266,56,1,2.524853
"4002","dicot-sim-46-10-20.rsml","dicot","46","10",130.76006,27,27.996292,66,1.7417587,8.339666,27.491266,59,1,2.5600631
"4003","dicot-sim-46-2-20.rsml","dicot","46","2",135.5255,27,27.998024,70,1.6542687,6.265333,27.491266,65,1,2.8202143
"4004","dicot-sim-46-3-20.rsml","dicot","46","3",129.5747,27,27.998379,70,1.8138632,8.1026,27.491266,56,1,2.4296892
"4005","dicot-sim-46-4-20.rsml","dicot","46","4",124.162544,27,27.999777,64,1.7484138,7.535333,27.491266,55,1,2.386169
"4006","dicot-sim-46-5-20.rsml","dicot","46","5",126.8305,27,27.997768,72,1.7969587,7.5268664,27.491266,55,1,2.3863597
"4007","dicot-sim-46-6-20.rsml","dicot","46","6",124.1673,27,27.99929,64,1.7172855,5.9520664,27.491266,56,1,2.4763207
"4008","dicot-sim-46-7-20.rsml","dicot","46","7",118.35646,27,27.99712,59,1.6733211,7.730067,27.491266,54,1,2.3430312
"4009","dicot-sim-46-8-20.rsml","dicot","46","8",135.35385,27,27.998213,71,1.7599285,7.0358,27.491266,61,1,2.6466432
"4010","dicot-sim-46-9-20.rsml","dicot","46","9",131.22272,27,27.999985,71,1.7203786,7.1458664,27.491266,60,1,2.6030724
"4011","dicot-sim-460-1-20.rsml","dicot","460","1",62.59259,19,19.999702,21,0.92593205,3.0395334,19.498734,46,1,3.3979893
"4012","dicot-sim-460-10-20.rsml","dicot","460","10",61.73287,19,19.999895,16,0.802557,3.0395334,19.498734,52,1,3.9237955
"4013","dicot-sim-460-2-20.rsml","dicot","460","2",60.08802,19,19.999601,16,0.89085376,2.2098,19.498734,45,1,3.0960274
"4014","dicot-sim-460-3-20.rsml","dicot","460","3",57.657295,19,19.999317,12,0.7531597,2.032,19.498734,50,1,4.12799
"4015","dicot-sim-460-4-20.rsml","dicot","460","4",54.6135,19,19.999578,8,0.7691984,2.5315332,19.498734,45,1,3.0659711
"4016","dicot-sim-460-5-20.rsml","dicot","460","5",63.55244,19,19.99977,18,0.88882995,2.6839333,19.498734,49,1,3.5449638
"4017","dicot-sim-460-6-20.rsml","dicot","460","6",56.68913,19,19.99996,14,0.81531507,2.5315332,19.498734,45,1,2.979153
"4018","dicot-sim-460-7-20.rsml","dicot","460","7",54.82073,19,19.999718,9,0.84929305,2.2098,19.498734,41,1,3.2328117
"4019","dicot-sim-460-8-20.rsml","dicot","460","8",59.907745,19,19.99985,15,0.9069974,3.2003999,19.498734,44,1,3.1832275
"4020","dicot-sim-460-9-20.rsml","dicot","460","9",66.212,19,19.999405,19,0.9061293,2.2690666,19.498734,51,1,3.8483875
"4021","dicot-sim-461-1-20.rsml","dicot","461","1",105.103615,17,17.498272,53,1.5369359,4.0555334,16.9926,57,1,4.2719746
"4022","dicot-sim-461-10-20.rsml","dicot","461","10",81.960266,17,17.499477,35,1.1720145,3.5729332,16.9926,55,1,4.0592575
"4023","dicot-sim-461-2-20.rsml","dicot","461","2",90.8031,17,17.499716,41,1.3574702,5.046133,16.9926,54,1,4.046698
"4024","dicot-sim-461-3-20.rsml","dicot","461","3",80.75619,17,17.499187,36,1.2164807,4.6566668,16.9926,52,1,3.8969734
"4025","dicot-sim-461-4-20.rsml","dicot","461","4",89.249565,17,17.498487,42,1.3537942,4.2841334,16.9926,53,1,3.6883712
"4026","dicot-sim-461-5-20.rsml","dicot","461","5",92.83845,17,17.499998,45,1.395156,5.1646667,16.9926,54,1,4.175075
"4027","dicot-sim-461-6-20.rsml","dicot","461","6",92.850586,17,17.499805,38,1.2558464,4.6312666,16.9926,60,1,4.1751313
"4028","dicot-sim-461-7-20.rsml","dicot","461","7",109.46765,17,17.49983,52,1.372654,4.7582664,16.9926,67,1,4.7993474
"4029","dicot-sim-461-8-20.rsml","dicot","461","8",84.72449,17,17.499947,33,1.3181282,4.6058664,16.9926,51,1,3.8218148
"4030","dicot-sim-461-9-20.rsml","dicot","461","9",104.60155,17,17.499273,43,1.3000338,6.3245997,16.9926,67,1,4.662403
"4031","dicot-sim-462-1-20.rsml","dicot","462","1",139.61937,13,13.999727,77,1.4606934,4.4788666,13.495867,86,1,7.4887266
"4032","dicot-sim-462-10-20.rsml","dicot","462","10",138.72542,13,13.999466,77,1.5210482,4.1148,13.495867,82,1,7.300974
"4033","dicot-sim-462-2-20.rsml","dicot","462","2",134.40099,13,13.999968,67,1.4164823,3.6999333,13.495867,85,1,7.401493
"4034","dicot-sim-462-3-20.rsml","dicot","462","3",118.02219,13,13.999632,60,1.3687179,3.8353999,13.495867,76,1,6.617999
"4035","dicot-sim-462-4-20.rsml","dicot","462","4",136.47746,13,13.9997425,75,1.5702271,4.4534664,13.495867,78,1,6.792092
"4036","dicot-sim-462-5-20.rsml","dicot","462","5",131.10542,13,13.9999895,67,1.445746,4.690533,13.495867,81,1,7.0531745
"4037","dicot-sim-462-6-20.rsml","dicot","462","6",105.819885,13,13.999999,49,1.3307228,4.1317334,13.495867,69,1,6.008255
"4038","dicot-sim-462-7-20.rsml","dicot","462","7",129.07887,13,13.999887,66,1.4034024,4.9021997,13.495867,82,1,7.140314
"4039","dicot-sim-462-8-20.rsml","dicot","462","8",111.33893,13,13.999789,53,1.3153937,3.9031334,13.495867,74,1,6.58856
"4040","dicot-sim-462-9-20.rsml","dicot","462","9",131.61705,13,13.999633,68,1.4002073,4.4026666,13.495867,84,1,7.395907
"4041","dicot-sim-463-1-20.rsml","dicot","463","1",129.53578,23,23.999498,87,3.1980693,6.0875335,23.494999,33,1,1.8698303
"4042","dicot-sim-463-10-20.rsml","dicot","463","10",140.01439,23,23.99991,98,3.1355267,6.112933,23.494999,37,1,1.988933
"4043","dicot-sim-463-2-20.rsml","dicot","463","2",112.9751,23,23.999998,74,3.0681074,6.1721997,23.494999,29,1,1.5588884
"4044","dicot-sim-463-3-20.rsml","dicot","463","3",117.34494,23,23.999609,78,3.0111399,6.0875335,23.494999,31,1,1.7102671
"4045","dicot-sim-463-4-20.rsml","dicot","463","4",127.678764,23,23.99988,83,3.2399647,6.1044664,23.494999,32,1,1.8131421
"4046","dicot-sim-463-5-20.rsml","dicot","463","5",113.428665,23,23.999811,72,3.0837533,5.6218667,23.494999,29,1,1.5999233
"4047","dicot-sim-463-6-20.rsml","dicot","463","6",134.86812,23,23.999264,92,3.2608488,6.036733,23.494999,34,1,1.8758099
"4048","dicot-sim-463-7-20.rsml","dicot","463","7",97.11465,23,23.999943,57,2.5211964,4.8259997,23.494999,29,1,1.5588913
"4049","dicot-sim-463-8-20.rsml","dicot","463","8",112.18369,23,23.999142,69,2.9394848,5.884333,23.494999,30,1,1.6126932
"4050","dicot-sim-463-9-20.rsml","dicot","463","9",118.847725,23,23.999918,76,3.3874211,5.6980667,23.494999,28,1,1.5864973
"4051","dicot-sim-464-1-20.rsml","dicot","464","1",27.896025,17,17.49983,4,1.0396197,2.2098,16.9926,10,1,2.0575333
"4052","dicot-sim-464-10-20.rsml","dicot","464","10",31.084564,17,17.499788,6,0.9056523,1.905,16.9926,15,1,1.2747873
"4053","dicot-sim-464-2-20.rsml","dicot","464","2",23.887955,17,17.49927,3,1.0647812,1.8033999,16.9926,6,1,0.6899043
"4054","dicot-sim-464-3-20.rsml","dicot","464","3",28.92449,17,17.498842,4,0.95213723,2.6077332,16.9926,12,1,1.2345504
"4055","dicot-sim-464-4-20.rsml","dicot","464","4",25.893038,17,17.49994,2,0.8393096,2.2182667,16.9926,10,1,1.0859195
"4056","dicot-sim-464-5-20.rsml","dicot","464","5",32.54111,17,17.499512,5,1.0743998,2.5315332,16.9926,14,1,1.5202987
"4057","dicot-sim-464-6-20.rsml","dicot","464","6",23.974146,17,17.499409,1,0.80934185,1.6256,16.9926,8,1,0.8935723
"4058","dicot-sim-464-7-20.rsml","dicot","464","7",34.85274,17,17.499298,6,1.0207908,2.5908,16.9926,17,1,1.6209716
"4059","dicot-sim-464-8-20.rsml","dicot","464","8",26.655659,17,17.499954,3,0.91557026,2.2944667,16.9926,10,1,1.2610666
"4060","dicot-sim-464-9-20.rsml","dicot","464","9",34.700108,17,17.499641,7,1.0117922,2.3960667,16.9926,17,1,1.5455661
"4061","dicot-sim-465-1-18.rsml","dicot","465","1",198.97705,21,21.499338,127,1.8880609,3.7338,20.997334,94,1,4.9737186
"4062","dicot-sim-465-10-18.rsml","dicot","465","10",202.6034,21,21.499823,127,1.7755249,3.6914666,20.997334,102,1,5.3968754
"4063","dicot-sim-465-2-18.rsml","dicot","465","2",197.08173,21,21.499516,124,1.8482339,3.8608,20.997334,95,1,5.1999183
"4064","dicot-sim-465-3-17.rsml","dicot","465","3",191.08891,19,19.999985,121,1.8596622,4.1740665,19.498734,92,1,5.2624087
"4065","dicot-sim-465-4-18.rsml","dicot","465","4",189.0563,21,21.499735,113,1.6924905,3.9115999,20.997334,99,1,5.2381682
"4066","dicot-sim-465-5-18.rsml","dicot","465","5",184.34642,21,21.499104,114,1.829745,4.7413335,20.997334,89,1,4.7092175
"4067","dicot-sim-465-6-17.rsml","dicot","465","6",183.58116,19,19.99943,114,1.7976019,3.6237333,19.498734,91,1,5.205375
