"","image","specie","group","id","tot_root_length","tot_prim_length","mean_prim_length","tot_lat_length","mean_lat_length","width","depth","n_laterals","n_primary","mean_lat_density"
"3132","dicot-sim-381-10-20.rsml","dicot","381","10",147.21844,37,37.4975,86,2.239202,6.9342,36.990868,49,1,1.6586949
"3133","dicot-sim-381-2-20.rsml","dicot","381","2",145.00569,37,37.49933,78,2.1940076,7.1712666,36.990868,49,1,1.7429469
"3134","dicot-sim-381-3-20.rsml","dicot","381","3",134.40175,37,37.499577,76,2.4225547,6.2145333,36.990868,40,1,1.4990333
"3135","dicot-sim-381-4-20.rsml","dicot","381","4",138.99608,37,37.49849,79,2.071379,6.536267,36.990868,49,1,1.7730256
"3136","dicot-sim-381-5-20.rsml","dicot","381","5",150.28471,37,37.499912,84,2.2114666,5.9435997,36.990868,51,1,1.8453547
"3137","dicot-sim-381-6-20.rsml","dicot","381","6",120.45414,37,37.49987,56,1.9291695,5.1646667,36.990868,43,1,1.4324055
"3138","dicot-sim-381-7-20.rsml","dicot","381","7",131.03175,37,37.499718,71,2.0333054,4.461933,36.990868,46,1,1.9307494
"3139","dicot-sim-381-8-20.rsml","dicot","381","8",135.82094,37,37.49998,72,2.1849103,6.731,36.990868,45,1,1.4756044
"3140","dicot-sim-381-9-20.rsml","dicot","381","9",130.9157,37,37.49765,70,1.987618,5.0546,36.990868,47,1,1.5412904
"3141","dicot-sim-382-1-20.rsml","dicot","382","1",182.3448,31,31.499971,108,1.9094284,5.0122666,30.996466,79,1,3.0760376
"3142","dicot-sim-382-10-20.rsml","dicot","382","10",182.14586,31,31.499891,100,1.7723054,5.418667,30.996466,85,1,3.2697937
"3143","dicot-sim-382-2-20.rsml","dicot","382","2",195.17537,31,31.499977,117,1.971993,6.1637335,30.996466,83,1,3.1928499
"3144","dicot-sim-382-3-20.rsml","dicot","382","3",189.76494,31,31.499563,108,1.9300654,5.7234664,30.996466,82,1,3.1544166
"3145","dicot-sim-382-4-20.rsml","dicot","382","4",187.2829,31,31.499985,109,1.9232457,7.0950665,30.996466,81,1,3.115913
"3146","dicot-sim-382-5-20.rsml","dicot","382","5",186.68983,31,31.49977,106,1.825765,5.5456667,30.996466,85,1,3.2698042
"3147","dicot-sim-382-6-20.rsml","dicot","382","6",167.60248,31,31.499971,92,1.7012811,4.7921333,30.996466,80,1,3.0774467
"3148","dicot-sim-382-7-20.rsml","dicot","382","7",182.3256,31,31.499973,102,1.817177,5.4948664,30.996466,83,1,3.1928506
"3149","dicot-sim-382-8-20.rsml","dicot","382","8",185.09816,31,31.499826,106,1.7860277,5.427133,30.996466,86,1,3.3082678
"3150","dicot-sim-382-9-20.rsml","dicot","382","9",173.98987,31,31.49974,98,1.8036721,5.579533,30.996466,79,1,3.1140218
"3151","dicot-sim-383-1-20.rsml","dicot","383","1",134.95998,14,14.499974,88,2.2728305,4.233333,13.995399,53,1,4.8348947
"3152","dicot-sim-383-10-20.rsml","dicot","383","10",138.83969,14,14.49967,92,2.1074576,4.953,13.995399,59,1,5.5588217
"3153","dicot-sim-383-2-20.rsml","dicot","383","2",135.24559,14,14.4999695,89,2.2360299,4.0132,13.995399,54,1,4.9261217
"3154","dicot-sim-383-3-20.rsml","dicot","383","3",108.53823,14,14.499764,62,1.843892,4.2248664,13.995399,51,1,4.652535
"3155","dicot-sim-383-4-20.rsml","dicot","383","4",129.07281,14,14.499779,83,2.291461,4.5973997,13.995399,50,1,4.7108307
"3156","dicot-sim-383-5-20.rsml","dicot","383","5",139.61502,14,14.499513,89,2.1571639,4.6482,13.995399,58,1,5.376587
"3157","dicot-sim-383-6-20.rsml","dicot","383","6",144.88307,14,14.499948,95,2.2874227,4.6058664,13.995399,57,1,5.1998057
"3158","dicot-sim-383-7-20.rsml","dicot","383","7",122.76956,14,14.500001,73,2.0821073,4.538133,13.995399,52,1,4.980842
"3159","dicot-sim-383-8-20.rsml","dicot","383","8",123.54681,14,14.499572,77,1.8801248,4.318,13.995399,58,1,5.376557
"3160","dicot-sim-383-9-20.rsml","dicot","383","9",145.40987,14,14.499987,98,2.1460636,4.5889335,13.995399,61,1,5.564684
"3161","dicot-sim-384-1-20.rsml","dicot","384","1",187.78644,27,27.499973,134,3.0824318,4.0301332,26.991734,52,1,2.5772965
"3162","dicot-sim-384-10-20.rsml","dicot","384","10",193.2842,27,27.499914,132,2.8099024,4.3772664,26.991734,59,1,2.9242465
"3163","dicot-sim-384-2-20.rsml","dicot","384","2",165.9627,27,27.4997,108,2.3872929,4.4196,26.991734,58,1,2.8317976
"3164","dicot-sim-384-3-20.rsml","dicot","384","3",186.32779,27,27.499983,126,2.887779,4.3603334,26.991734,55,1,2.7259853
"3165","dicot-sim-384-4-20.rsml","dicot","384","4",198.00282,27,27.499899,137,2.7951295,3.9793334,26.991734,61,1,3.0233748
"3166","dicot-sim-384-5-20.rsml","dicot","384","5",187.72849,27,27.499996,130,2.7625606,4.1656,26.991734,58,1,2.831769
"3167","dicot-sim-384-6-20.rsml","dicot","384","6",175.3755,27,27.499636,115,2.7901113,4.1148,26.991734,53,1,2.5876827
"3168","dicot-sim-384-7-20.rsml","dicot","384","7",207.32925,27,27.4997,143,2.900477,4.1825333,26.991734,62,1,3.0729477
"3169","dicot-sim-384-8-20.rsml","dicot","384","8",190.60161,27,27.499643,133,2.9654908,4.1232667,26.991734,55,1,2.7679372
"3170","dicot-sim-384-9-20.rsml","dicot","384","9",181.2618,27,27.499998,115,2.5626967,4.572,26.991734,60,1,3.0195518
"3171","dicot-sim-385-1-20.rsml","dicot","385","1",44.629837,19,19.999968,9,1.0262446,2.5738666,19.498734,24,1,2.1493049
"3172","dicot-sim-385-10-20.rsml","dicot","385","10",38.472183,19,19.99965,6,1.0262514,2.7347333,19.498734,18,1,2.0126321
"3173","dicot-sim-385-2-20.rsml","dicot","385","2",45.386414,19,19.999437,11,1.1037813,2.8786666,19.498734,23,1,2.5704997
"3174","dicot-sim-385-3-20.rsml","dicot","385","3",43.441254,19,19.999565,10,1.1162709,2.7516665,19.498734,21,1,2.1063192
"3175","dicot-sim-385-4-20.rsml","dicot","385","4",35.46376,19,19.999998,7,0.9664855,1.6425333,19.498734,16,1,1.7115041
"3176","dicot-sim-385-5-20.rsml","dicot","385","5",35.741917,19,19.999985,7,0.98387074,2.7093334,19.498734,16,1,1.7120669
"3177","dicot-sim-385-6-20.rsml","dicot","385","6",35.72674,19,19.99952,4,0.9251305,2.3114,19.498734,17,1,1.5788112
"3178","dicot-sim-385-7-20.rsml","dicot","385","7",44.209602,19,19.9999,10,1.2104847,2.7262666,19.498734,20,1,2.2795656
"3179","dicot-sim-385-8-20.rsml","dicot","385","8",48.792435,19,19.999878,16,1.2518508,2.5908,19.498734,23,1,2.4599044
"3180","dicot-sim-385-9-20.rsml","dicot","385","9",43.0816,19,19.99939,11,1.049191,2.5992665,19.498734,22,1,1.7795347
"3181","dicot-sim-386-1-20.rsml","dicot","386","1",131.03346,22,22.499989,65,1.3738414,3.5729332,21.996399,79,1,4.799255
"3182","dicot-sim-386-10-20.rsml","dicot","386","10",136.51953,22,22.500002,67,1.3904821,4.1486664,21.996399,82,1,4.981501
"3183","dicot-sim-386-2-20.rsml","dicot","386","2",147.9076,22,22.499626,73,1.5109392,4.8937335,21.996399,83,1,5.0423656
"3184","dicot-sim-386-3-20.rsml","dicot","386","3",149.9914,22,22.499887,83,1.4999,4.3772664,21.996399,85,1,4.770353
"3185","dicot-sim-386-4-20.rsml","dicot","386","4",142.68364,22,22.499765,78,1.5022985,3.6152666,21.996399,80,1,5.069071
"3186","dicot-sim-386-5-20.rsml","dicot","386","5",134.6564,22,22.499987,65,1.3846471,3.7253332,21.996399,81,1,4.773133
"3187","dicot-sim-386-6-20.rsml","dicot","386","6",145.97517,22,22.499935,72,1.4526497,3.8946667,21.996399,85,1,4.770341
"3188","dicot-sim-386-7-20.rsml","dicot","386","7",142.55649,22,22.499872,74,1.5197041,3.4459333,21.996399,79,1,4.5197167
"3189","dicot-sim-386-8-20.rsml","dicot","386","8",140.98615,22,22.499935,68,1.4275451,3.7676666,21.996399,83,1,5.0422716
"3190","dicot-sim-386-9-20.rsml","dicot","386","9",123.76289,22,22.499857,60,1.387165,4.5635333,21.996399,73,1,4.6255136
"3191","dicot-sim-387-1-20.rsml","dicot","387","1",14.644656,10,10.999999,1,0.72893155,1.0075333,10.498667,5,1,1.2070298
"3192","dicot-sim-387-10-20.rsml","dicot","387","10",14.138501,10,10.999947,1,0.78463864,0.7704667,10.498667,4,1,1.2875012
"3193","dicot-sim-387-2-20.rsml","dicot","387","2",14.804268,10,10.9999895,0,0.6340463,0.5926667,10.498667,6,1,2.4830344
"3194","dicot-sim-387-3-20.rsml","dicot","387","3",13.130555,10,10.999841,0,0.5326786,0.49106666,10.498667,4,1,1.0534153
"3195","dicot-sim-387-4-20.rsml","dicot","387","4",14.475277,10,10.999998,1,0.69505566,0.97366667,10.498667,5,1,1.1141816
"3196","dicot-sim-387-5-20.rsml","dicot","387","5",10.999676,10,10.999676,0,0,0.016933333,10.498667,0,1,0
"3197","dicot-sim-387-6-20.rsml","dicot","387","6",13.8031645,10,10.999783,0,0.5606765,0.61806667,10.498667,5,1,1.3167855
"3198","dicot-sim-387-7-20.rsml","dicot","387","7",12.604856,10,10.999997,0,0.53495276,0.3302,10.498667,3,1,2.172655
"3199","dicot-sim-387-8-20.rsml","dicot","387","8",13.444823,10,10.999999,0,0.611206,0.36406666,10.498667,4,1,0.8276775
"3200","dicot-sim-387-9-20.rsml","dicot","387","9",13.948682,10,10.999619,0,0.58981264,0.5334,10.498667,5,1,1.8105513
"3201","dicot-sim-388-1-20.rsml","dicot","388","1",15.424079,6,6.924974,1,0.65377736,0.9313333,6.417733,13,1,3.7047648
"3202","dicot-sim-388-10-20.rsml","dicot","388","10",12.025634,6,6.9244785,1,0.5667951,0.79586667,6.417733,9,1,2.1704292
"3203","dicot-sim-388-2-20.rsml","dicot","388","2",19.594997,6,6.9244475,4,0.74532646,0.8297333,6.417733,17,1,3.9478748
"3204","dicot-sim-388-3-20.rsml","dicot","388","3",16.57919,6,6.924477,2,0.74267006,0.8128,6.417733,13,1,3.3963485
"3205","dicot-sim-388-4-20.rsml","dicot","388","4",16.036661,6,6.9214215,2,0.7011723,1.4816667,6.417733,13,1,3.1368136
"3206","dicot-sim-388-5-20.rsml","dicot","388","5",15.662097,6,6.924785,2,0.672101,1.1853334,6.417733,13,1,3.704886
"3207","dicot-sim-388-6-20.rsml","dicot","388","6",12.69049,6,6.923681,0,0.6407564,0.4572,6.417733,9,1,3.5274138
"3208","dicot-sim-388-7-20.rsml","dicot","388","7",14.465223,6,6.9237766,2,0.75414455,1.0668,6.417733,10,1,2.986136
"3209","dicot-sim-388-8-20.rsml","dicot","388","8",14.434196,6,6.923984,2,0.68274665,0.82126665,6.417733,11,1,2.7591255
"3210","dicot-sim-388-9-20.rsml","dicot","388","9",10.817039,6,6.9249725,1,0.5560095,0.79586667,6.417733,7,1,1.8286344
"3211","dicot-sim-389-1-20.rsml","dicot","389","1",391.8737,25,25.499681,280,2.4263175,6.036733,24.993599,151,1,7.7587557
"3212","dicot-sim-389-10-20.rsml","dicot","389","10",414.08908,25,25.499926,299,2.4594254,6.4516,24.993599,158,1,8.118331
"3213","dicot-sim-389-2-20.rsml","dicot","389","2",441.13882,25,25.499903,330,2.6473818,6.0875335,24.993599,157,1,8.066959
"3214","dicot-sim-389-3-20.rsml","dicot","389","3",443.6944,25,25.499998,334,2.663659,6.383867,24.993599,157,1,8.06692
"3215","dicot-sim-389-4-20.rsml","dicot","389","4",437.6666,25,25.499474,318,2.5600443,6.316133,24.993599,161,1,8.27267
"3216","dicot-sim-389-5-20.rsml","dicot","389","5",414.8997,25,25.499939,304,2.5788066,6.4516,24.993599,151,1,7.7586536
"3217","dicot-sim-389-6-20.rsml","dicot","389","6",418.57452,25,25.499779,298,2.5197098,6.1044664,24.993599,156,1,8.015629
"3218","dicot-sim-389-7-20.rsml","dicot","389","7",427.2401,25,25.499947,313,2.5266674,5.9944,24.993599,159,1,8.169704
"3219","dicot-sim-389-8-20.rsml","dicot","389","8",421.18204,25,25.499508,310,2.6031752,6.4516,24.993599,152,1,7.810209
"3220","dicot-sim-389-9-20.rsml","dicot","389","9",418.60803,25,25.499996,297,2.488026,5.7742667,24.993599,158,1,8.118301
"3221","dicot-sim-39-1-20.rsml","dicot","39","1",15.829923,9,9.999996,0,0.5299932,0.64346665,9.499599,11,1,1.7129159
"3222","dicot-sim-39-10-20.rsml","dicot","39","10",15.954923,9,9.999881,0,0.6616715,0.635,9.491134,9,1,1.4708246
"3223","dicot-sim-39-2-20.rsml","dicot","39","2",19.133686,9,9.999736,0,0.53729135,0.6942667,9.499599,17,1,2.6473074
"3224","dicot-sim-39-3-20.rsml","dicot","39","3",17.8883,9,9.999735,0,0.71714234,0.7366,9.499599,11,1,1.797247
"3225","dicot-sim-39-4-20.rsml","dicot","39","4",20.157108,9,9.999641,2,0.63484156,1.1599333,9.499599,16,1,2.4533513
"3226","dicot-sim-39-5-20.rsml","dicot","39","5",15.4916525,9,9.999994,1,0.49924177,0.8297333,9.499599,11,1,2.2740433
"3227","dicot-sim-39-6-20.rsml","dicot","39","6",18.517897,9,9.999525,0,0.6084552,0.6858,9.491134,14,1,2.256741
"3228","dicot-sim-39-7-20.rsml","dicot","39","7",14.789694,9,9.999953,0,0.59871763,0.5757333,9.499599,8,1,1.4533864
"3229","dicot-sim-39-8-20.rsml","dicot","39","8",18.462706,9,9.99969,0,0.52893865,0.6096,9.491134,16,1,2.7593067
"3230","dicot-sim-39-9-20.rsml","dicot","39","9",15.452063,9,9.999504,0,0.6815698,0.74506664,9.491134,8,1,1.351239
"3231","dicot-sim-390-1-20.rsml","dicot","390","1",12.008007,7,7.438013,1,0.65285623,0.508,6.9342,7,1,2.064155
"3232","dicot-sim-390-10-20.rsml","dicot","390","10",15.134126,7,7.436787,2,0.699758,0.49106666,6.9342,11,1,3.0822704
"3233","dicot-sim-390-2-20.rsml","dicot","390","2",12.762593,7,7.438051,0,0.66556776,0.34713334,6.9342,8,1,2.134397
"3234","dicot-sim-390-3-20.rsml","dicot","390","3",12.165246,7,7.4384875,1,0.78779304,0.71966666,6.9342,6,1,1.6006405
"3235","dicot-sim-390-4-20.rsml","dicot","390","4",16.362953,7,7.4384384,3,0.8113194,0.88053334,6.9342,11,1,2.5677168
"3236","dicot-sim-390-5-20.rsml","dicot","390","5",15.537163,7,7.437762,1,0.67495006,0.70273334,6.9342,12,1,3.9549417
"3237","dicot-sim-390-6-20.rsml","dicot","390","6",11.095668,7,7.438441,0,0.6095378,0.37253332,6.9342,6,1,1.9772724
"3238","dicot-sim-390-7-20.rsml","dicot","390","7",10.790602,7,7.438048,0,0.6705108,0.34713334,6.9342,5,1,1.8675624
"3239","dicot-sim-390-8-20.rsml","dicot","390","8",13.720341,7,7.4376597,3,0.7853352,0.6096,6.9342,8,1,1.8677334
"3240","dicot-sim-390-9-20.rsml","dicot","390","9",13.526596,7,7.438419,1,0.7610222,0.6519333,6.9342,8,1,1.9486303
"3241","dicot-sim-391-1-20.rsml","dicot","391","1",186.81642,21,21.999384,119,2.2577677,4.7159333,21.496866,73,1,3.8501046
"3242","dicot-sim-391-10-20.rsml","dicot","391","10",179.74695,21,21.99946,116,2.1317227,4.3518667,21.496866,74,1,3.9028337
"3243","dicot-sim-391-2-20.rsml","dicot","391","2",198.06839,21,21.999939,139,2.379303,4.7244,21.496866,74,1,3.902758
"3244","dicot-sim-391-3-20.rsml","dicot","391","3",189.18591,21,21.999777,117,2.1712484,4.5635333,21.496866,77,1,4.0610037
"3245","dicot-sim-391-4-20.rsml","dicot","391","4",200.05374,21,21.99973,137,2.4390955,4.8683333,21.496866,73,1,3.8500504
"3246","dicot-sim-391-5-20.rsml","dicot","391","5",193.24422,21,21.999964,128,2.378393,4.8344665,21.496866,72,1,3.7972736
"3247","dicot-sim-391-6-20.rsml","dicot","391","6",179.23718,21,21.999996,115,2.124827,4.4111333,21.496866,74,1,3.9618807
"3248","dicot-sim-391-7-20.rsml","dicot","391","7",177.28679,21,21.99994,118,2.156762,4.6735997,21.496866,72,1,3.854812
"3249","dicot-sim-391-8-20.rsml","dicot","391","8",167.01364,21,21.999918,98,1.9335164,4.3518667,21.496866,75,1,3.9555013
"3250","dicot-sim-391-9-20.rsml","dicot","391","9",180.2095,21,21.999998,115,2.10946,4.5973997,21.496866,75,1,3.955488
"3251","dicot-sim-392-1-20.rsml","dicot","392","1",34.303745,16,16.999502,8,1.2360175,2.1674666,16.493067,14,1,1.4894781
"3252","dicot-sim-392-10-20.rsml","dicot","392","10",42.389736,16,16.999846,15,1.4105496,2.7770667,16.493067,18,1,1.9859227
"3253","dicot-sim-392-2-20.rsml","dicot","392","2",33.509537,16,16.997686,9,1.1794177,1.5155333,16.493067,14,1,1.8134315
"3254","dicot-sim-392-3-20.rsml","dicot","392","3",36.16883,16,16.998695,9,1.1981336,2.4384,16.493067,16,1,1.7023586
"3255","dicot-sim-392-4-20.rsml","dicot","392","4",39.602882,16,16.999207,17,1.329628,2.0658667,16.493067,17,1,2.025744
"3256","dicot-sim-392-5-20.rsml","dicot","392","5",34.103058,16,16.999842,10,1.2216581,1.7864666,16.493067,14,1,1.6681706
"3257","dicot-sim-392-6-20.rsml","dicot","392","6",41.241898,16,16.99986,16,1.3467796,2.5569334,16.493067,18,1,1.9859235
"3258","dicot-sim-392-7-20.rsml","dicot","392","7",29.600662,16,16.999884,5,1.0500649,1.7949333,16.493067,12,1,1.2766607
"3259","dicot-sim-392-8-20.rsml","dicot","392","8",31.672249,16,16.998325,8,1.1287634,1.8965333,16.493067,13,1,1.6136799
"3260","dicot-sim-392-9-20.rsml","dicot","392","9",31.905087,16,16.999372,8,1.1465935,1.8118666,16.493067,13,1,1.7602762
"3261","dicot-sim-393-1-20.rsml","dicot","393","1",22.738043,13,13.499701,5,1.1547925,1.8288,12.996333,8,1,1.2670354
"3262","dicot-sim-393-10-20.rsml","dicot","393","10",26.948225,13,13.499984,4,0.96058875,1.6425333,12.996333,14,1,1.8477476
"3263","dicot-sim-393-2-20.rsml","dicot","393","2",32.23621,13,13.499816,10,1.102141,2.1166666,12.996333,17,1,2.1539598
"3264","dicot-sim-393-3-20.rsml","dicot","393","3",33.642803,13,13.499755,9,1.1190584,2.2944667,12.996333,18,1,1.966117
"3265","dicot-sim-393-4-20.rsml","dicot","393","4",24.47644,13,13.499971,4,0.9147057,1.397,12.996333,12,1,1.4619552
"3266","dicot-sim-393-5-20.rsml","dicot","393","5",30.372892,13,13.499821,7,0.99253404,2.1166666,12.996333,17,1,2.0711184
"3267","dicot-sim-393-6-20.rsml","dicot","393","6",26.22207,13,13.499624,8,1.1565864,1.5917333,12.996333,11,1,1.2905254
"3268","dicot-sim-393-7-20.rsml","dicot","393","7",26.462833,13,13.499688,5,1.0802621,1.7610667,12.996333,12,1,1.7277781
"3269","dicot-sim-393-8-20.rsml","dicot","393","8",31.009424,13,13.499799,9,1.0943514,2.9464,12.996333,16,1,1.8100629
"3270","dicot-sim-393-9-20.rsml","dicot","393","9",27.31958,13,13.499828,5,0.92131674,1.7864666,12.996333,15,1,2.0658128
"3271","dicot-sim-394-1-20.rsml","dicot","394","1",32.59926,6,6.4998794,10,1.0038222,2.2606,5.9944,26,1,7.535124
"3272","dicot-sim-394-10-20.rsml","dicot","394","10",31.916496,6,6.499859,9,1.0166655,2.9972,5.9944,25,1,7.2453423
"3273","dicot-sim-394-2-20.rsml","dicot","394","2",40.535427,6,6.4993224,16,1.215575,3.0649333,5.9944,28,1,8.76505
"3274","dicot-sim-394-3-20.rsml","dicot","394","3",35.74747,6,6.4979663,15,1.0446252,2.9717999,5.9944,28,1,8.2713785
"3275","dicot-sim-394-4-20.rsml","dicot","394","4",43.24622,6,6.4991345,16,1.0807966,3.0395334,5.9944,34,1,9.855241
"3276","dicot-sim-394-5-20.rsml","dicot","394","5",38.701294,6,6.499947,12,1.0062921,3.0649333,5.9944,32,1,9.273858
"3277","dicot-sim-394-6-20.rsml","dicot","394","6",47.86961,6,6.499404,21,1.1491723,2.7347333,5.9944,36,1,11.048159
"3278","dicot-sim-394-7-20.rsml","dicot","394","7",42.233185,6,6.499835,15,1.1526886,2.9633334,5.9944,31,1,8.984272
"3279","dicot-sim-394-8-20.rsml","dicot","394","8",47.28876,6,6.4999943,15,1.133021,3.5306,5.9944,36,1,11.267617
"3280","dicot-sim-394-9-20.rsml","dicot","394","9",39.733257,6,6.4990244,13,0.9774772,2.1674666,5.9944,34,1,10.234572
"3281","dicot-sim-395-1-20.rsml","dicot","395","1",46.656452,20,20.997965,15,1.4254715,2.3029332,20.497799,18,1,1.3475655
"3282","dicot-sim-395-10-20.rsml","dicot","395","10",37.140865,20,20.998444,9,1.2417241,2.4807334,20.497799,13,1,1.1229044
"3283","dicot-sim-395-2-20.rsml","dicot","395","2",37.089497,20,20.999031,9,1.2377284,1.5832666,20.497799,13,1,0.94178706
"3284","dicot-sim-395-3-20.rsml","dicot","395","3",48.6087,20,20.99906,20,1.453139,2.9125333,20.497799,19,1,1.523923
"3285","dicot-sim-395-4-20.rsml","dicot","395","4",49.09588,20,20.998028,17,1.4788344,2.9040666,20.489332,19,1,1.5239856
"3286","dicot-sim-395-5-20.rsml","dicot","395","5",46.249638,20,20.999283,14,1.3289659,1.9727333,20.489332,19,1,1.3334293
"3287","dicot-sim-395-6-20.rsml","dicot","395","6",48.016792,20,20.999866,17,1.4219437,1.6679333,20.489332,19,1,1.5238612
"3288","dicot-sim-395-7-20.rsml","dicot","395","7",41.920803,20,20.99788,13,1.3948613,2.286,20.497799,15,1,1.0867634
"3289","dicot-sim-395-8-20.rsml","dicot","395","8",43.73138,20,20.99917,11,1.2629006,2.4553332,20.497799,18,1,1.2632574
"3290","dicot-sim-395-9-20.rsml","dicot","395","9",48.08224,20,20.999453,15,1.2310361,2.3029332,20.497799,22,1,1.5439546
"3291","dicot-sim-396-1-20.rsml","dicot","396","1",93.67838,26,26.998394,27,1.0103027,4.732867,26.492199,66,1,3.5728393
"3292","dicot-sim-396-10-20.rsml","dicot","396","10",104.96797,26,26.99957,36,1.0680602,4.5973997,26.492199,73,1,3.488941
"3293","dicot-sim-396-2-20.rsml","dicot","396","2",85.80588,26,26.99842,23,0.94850767,3.3274,26.492199,62,1,3.3909047
"3294","dicot-sim-396-3-20.rsml","dicot","396","3",105.026245,26,26.999212,38,1.1822278,4.2248664,26.492199,66,1,3.0447187
"3295","dicot-sim-396-4-20.rsml","dicot","396","4",99.023125,26,26.999746,37,1.1807108,4.3603334,26.492199,61,1,2.8140054
"3296","dicot-sim-396-5-20.rsml","dicot","396","5",86.98026,26,26.998638,23,1.0341661,3.5729332,26.492199,58,1,2.7473717
"3297","dicot-sim-396-6-20.rsml","dicot","396","6",97.608864,26,26.999863,31,1.0233186,3.8184667,26.492199,69,1,3.2682953
"3298","dicot-sim-396-7-20.rsml","dicot","396","7",90.27167,26,26.998291,29,1.1298815,4.5635333,26.492199,56,1,2.829483
"3299","dicot-sim-396-8-20.rsml","dicot","396","8",96.9262,26,26.99912,29,1.0134357,4.1825333,26.492199,69,1,3.1556926
"3300","dicot-sim-396-9-20.rsml","dicot","396","9",92.59993,26,26.999994,27,1.0580634,3.175,26.492199,62,1,2.8601086
"3301","dicot-sim-397-1-15.rsml","dicot","397","1",371.98724,24,24.99992,306,4.5063295,3.4036,24.494066,77,1,3.7480628
"3302","dicot-sim-397-10-15.rsml","dicot","397","10",381.7027,24,24.999832,314,4.632505,3.4628665,24.494066,77,1,3.7955182
"3303","dicot-sim-397-2-16.rsml","dicot","397","2",420.85587,26,26.999895,346,4.52708,3.3104665,26.492199,87,1,3.849842
"3304","dicot-sim-397-3-15.rsml","dicot","397","3",406.64648,24,24.999716,336,4.8309717,3.429,24.494066,79,1,3.845442
"3305","dicot-sim-397-4-16.rsml","dicot","397","4",405.59305,26,26.999989,330,4.561362,3.3104665,26.492199,83,1,3.6728277
"3306","dicot-sim-397-5-16.rsml","dicot","397","5",414.01544,26,26.999855,348,4.77797,3.2935333,26.492199,81,1,3.5843406
"3307","dicot-sim-397-6-15.rsml","dicot","397","6",392.49194,24,24.999928,324,4.835421,3.3189332,24.494066,76,1,3.699386
"3308","dicot-sim-397-7-15.rsml","dicot","397","7",370.77277,24,24.999994,306,4.4905553,3.3528,24.494066,77,1,3.7480536
"3309","dicot-sim-397-8-16.rsml","dicot","397","8",445.87347,26,26.99998,373,4.7064443,3.4713333,26.492199,89,1,3.9383342
"3310","dicot-sim-397-9-16.rsml","dicot","397","9",412.82803,26,26.999977,336,4.434806,3.4967332,26.492199,87,1,3.8498328
"3311","dicot-sim-398-1-20.rsml","dicot","398","1",48.4743,15,15.499449,18,1.318994,2.9972,14.994467,25,1,2.451927
"3312","dicot-sim-398-10-20.rsml","dicot","398","10",55.760635,15,15.49937,23,1.2581645,4.0216665,14.994467,32,1,2.984158
"3313","dicot-sim-398-2-20.rsml","dicot","398","2",49.95326,15,15.4985695,19,1.3781874,3.0903332,14.994467,25,1,2.3703954
"3314","dicot-sim-398-3-20.rsml","dicot","398","3",44.808895,15,15.498616,17,1.172411,2.9802666,14.994467,25,1,2.3703682
"3315","dicot-sim-398-4-20.rsml","dicot","398","4",51.765915,15,15.499995,21,1.4506366,3.8523333,14.994467,25,1,2.2572556
"3316","dicot-sim-398-5-20.rsml","dicot","398","5",46.951965,15,15.4994335,18,1.209713,2.5569334,14.994467,26,1,2.5067968
"3317","dicot-sim-398-6-20.rsml","dicot","398","6",55.60666,15,15.499033,21,1.3830214,3.5221334,14.994467,29,1,2.8942351
"3318","dicot-sim-398-7-20.rsml","dicot","398","7",55.936687,15,15.499121,23,1.3943993,3.5136666,14.994467,29,1,2.6608212
"3319","dicot-sim-398-8-20.rsml","dicot","398","8",54.658306,15,15.499616,24,1.5061034,3.7507334,14.994467,26,1,2.3854816
"3320","dicot-sim-398-9-20.rsml","dicot","398","9",55.643196,15,15.499006,21,1.2949737,2.9633334,14.994467,31,1,2.799214
"3321","dicot-sim-399-1-20.rsml","dicot","399","1",90.87486,15,15.9998045,41,1.5280629,2.0997334,15.4939995,49,1,3.7094462
"3322","dicot-sim-399-10-20.rsml","dicot","399","10",105.386566,15,15.999938,58,1.7189738,1.7695333,15.4939995,52,1,3.8470767
"3323","dicot-sim-399-2-20.rsml","dicot","399","2",105.4889,15,15.999765,55,1.7209449,2.0997334,15.4939995,52,1,3.8471098
"3324","dicot-sim-399-3-20.rsml","dicot","399","3",98.29877,15,15.999929,52,1.7891049,2.2182667,15.4939995,46,1,3.4823287
"3325","dicot-sim-399-4-20.rsml","dicot","399","4",113.9916,16,16.000002,66,1.921404,2.3114,15.4939995,51,1,3.7730823
"3326","dicot-sim-399-5-20.rsml","dicot","399","5",102.65489,15,15.99998,50,1.6349986,2.5146,15.4939995,53,1,3.9210498
"3327","dicot-sim-399-6-20.rsml","dicot","399","6",96.67635,15,15.999998,45,1.6135268,2.032,15.4939995,50,1,3.6991007
"3328","dicot-sim-399-7-20.rsml","dicot","399","7",98.0488,15,15.999864,45,1.6088028,2.1844,15.4939995,51,1,3.8608553
"3329","dicot-sim-399-8-20.rsml","dicot","399","8",96.04375,15,15.99964,48,1.6008817,2.0912666,15.4939995,50,1,3.6991673
"3330","dicot-sim-399-9-20.rsml","dicot","399","9",88.85428,15,15.99998,38,1.5177982,2.0489333,15.4939995,48,1,3.5511396
"3331","dicot-sim-4-1-20.rsml","dicot","4","1",200.09596,30,30.499947,130,2.6091692,5.5287333,29.9974,65,1,2.4426942
